"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenDeelnemersStudenten_1"
"216564451";"4000   ";"12500";"A041755";"T001040";"GM0518";"2019SJ00";"      21"
"216579298";"4000   ";"12500";"A041755";"1012600";"GM0518";"2019SJ00";"       4"
"216594145";"4000   ";"12500";"A041755";"2012605";"GM0518";"2019SJ00";"      17"
"216608992";"4000   ";"12500";"A041755";"2012655";"GM0518";"2019SJ00";"       2"
"216623839";"4000   ";"12500";"A041755";"2012657";"GM0518";"2019SJ00";"      15"
"216638686";"4000   ";"12500";"A041755";"H008766";"GM0518";"2019SJ00";"       2"
"216653533";"4000   ";"12500";"A041755";"H008673";"GM0518";"2019SJ00";"       2"
"216668380";"4000   ";"12500";"A041755";"H008751";"GM0518";"2019SJ00";"       3"
"216683227";"4000   ";"12500";"A041755";"H007119";"GM0518";"2019SJ00";"       3"
"216698074";"4000   ";"12500";"A041755";"A008187";"GM0518";"2019SJ00";"       5"
"216712921";"4000   ";"12500";"A041755";"2012659";"GM0518";"2019SJ00";"       0"
"216727768";"4000   ";"12500";"A041759";"T001040";"GM0518";"2019SJ00";"      39"
"216742615";"4000   ";"12500";"A041759";"1012600";"GM0518";"2019SJ00";"       9"
"216757462";"4000   ";"12500";"A041759";"2012605";"GM0518";"2019SJ00";"      30"
"216772309";"4000   ";"12500";"A041759";"2012655";"GM0518";"2019SJ00";"       5"
"216787156";"4000   ";"12500";"A041759";"2012657";"GM0518";"2019SJ00";"      25"
"216802003";"4000   ";"12500";"A041759";"H008766";"GM0518";"2019SJ00";"       4"
"216816850";"4000   ";"12500";"A041759";"H008673";"GM0518";"2019SJ00";"       3"
"216831697";"4000   ";"12500";"A041759";"H008751";"GM0518";"2019SJ00";"       2"
"216846544";"4000   ";"12500";"A041759";"H007119";"GM0518";"2019SJ00";"       9"
"216861391";"4000   ";"12500";"A041759";"A008187";"GM0518";"2019SJ00";"       7"
"216876238";"4000   ";"12500";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"216891085";"4000   ";"12500";"A041924";"T001040";"GM0518";"2019SJ00";"      72"
"216905932";"4000   ";"12500";"A041924";"1012600";"GM0518";"2019SJ00";"      23"
"216920779";"4000   ";"12500";"A041924";"2012605";"GM0518";"2019SJ00";"      49"
"216935626";"4000   ";"12500";"A041924";"2012655";"GM0518";"2019SJ00";"       6"
"216950473";"4000   ";"12500";"A041924";"2012657";"GM0518";"2019SJ00";"      43"
"216965320";"4000   ";"12500";"A041924";"H008766";"GM0518";"2019SJ00";"       7"
"216980167";"4000   ";"12500";"A041924";"H008673";"GM0518";"2019SJ00";"       4"
"216995014";"4000   ";"12500";"A041924";"H008751";"GM0518";"2019SJ00";"      10"
"217009861";"4000   ";"12500";"A041924";"H007119";"GM0518";"2019SJ00";"      10"
"217024708";"4000   ";"12500";"A041924";"A008187";"GM0518";"2019SJ00";"      12"
"217039555";"4000   ";"12500";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"217054402";"4000   ";"12500";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"217069249";"4000   ";"12500";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"217084096";"4000   ";"12500";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"217098943";"4000   ";"12500";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"217113790";"4000   ";"12500";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"217128637";"4000   ";"12500";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"217143484";"4000   ";"12500";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"217158331";"4000   ";"12500";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"217173178";"4000   ";"12500";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"217188025";"4000   ";"12500";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"217202872";"4000   ";"12500";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"217217719";"4000   ";"12500";"A025294";"T001040";"GM0518";"2019SJ00";"     572"
"217232566";"4000   ";"12500";"A025294";"1012600";"GM0518";"2019SJ00";"     159"
"217247413";"4000   ";"12500";"A025294";"2012605";"GM0518";"2019SJ00";"     413"
"217262260";"4000   ";"12500";"A025294";"2012655";"GM0518";"2019SJ00";"     109"
"217277107";"4000   ";"12500";"A025294";"2012657";"GM0518";"2019SJ00";"     304"
"217291954";"4000   ";"12500";"A025294";"H008766";"GM0518";"2019SJ00";"      34"
"217306801";"4000   ";"12500";"A025294";"H008673";"GM0518";"2019SJ00";"      31"
"217321648";"4000   ";"12500";"A025294";"H008751";"GM0518";"2019SJ00";"      63"
"217336495";"4000   ";"12500";"A025294";"H007119";"GM0518";"2019SJ00";"      84"
"217351342";"4000   ";"12500";"A025294";"A008187";"GM0518";"2019SJ00";"      92"
"217366189";"4000   ";"12500";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"217381036";"4000   ";"12500";"A025297";"T001040";"GM0518";"2019SJ00";"     350"
"217395883";"4000   ";"12500";"A025297";"1012600";"GM0518";"2019SJ00";"     146"
"217410730";"4000   ";"12500";"A025297";"2012605";"GM0518";"2019SJ00";"     204"
"217425577";"4000   ";"12500";"A025297";"2012655";"GM0518";"2019SJ00";"      70"
"217440424";"4000   ";"12500";"A025297";"2012657";"GM0518";"2019SJ00";"     134"
"217455271";"4000   ";"12500";"A025297";"H008766";"GM0518";"2019SJ00";"      18"
"217470118";"4000   ";"12500";"A025297";"H008673";"GM0518";"2019SJ00";"       5"
"217484965";"4000   ";"12500";"A025297";"H008751";"GM0518";"2019SJ00";"      24"
"217499812";"4000   ";"12500";"A025297";"H007119";"GM0518";"2019SJ00";"       7"
"217514659";"4000   ";"12500";"A025297";"A008187";"GM0518";"2019SJ00";"      80"
"217529506";"4000   ";"12500";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"217544353";"4000   ";"12600";"T001345";"T001040";"GM0518";"2019SJ00";"       0"
"217559200";"4000   ";"12600";"T001345";"1012600";"GM0518";"2019SJ00";"       0"
"217574047";"4000   ";"12600";"T001345";"2012605";"GM0518";"2019SJ00";"       0"
"217588894";"4000   ";"12600";"T001345";"2012655";"GM0518";"2019SJ00";"       0"
"217603741";"4000   ";"12600";"T001345";"2012657";"GM0518";"2019SJ00";"       0"
"217618588";"4000   ";"12600";"T001345";"H008766";"GM0518";"2019SJ00";"       0"
"217633435";"4000   ";"12600";"T001345";"H008673";"GM0518";"2019SJ00";"       0"
"217648282";"4000   ";"12600";"T001345";"H008751";"GM0518";"2019SJ00";"       0"
"217663129";"4000   ";"12600";"T001345";"H007119";"GM0518";"2019SJ00";"       0"
"217677976";"4000   ";"12600";"T001345";"A008187";"GM0518";"2019SJ00";"       0"
"217692823";"4000   ";"12600";"T001345";"2012659";"GM0518";"2019SJ00";"       0"
"217707670";"4000   ";"12600";"A041919";"T001040";"GM0518";"2019SJ00";"       0"
"217722517";"4000   ";"12600";"A041919";"1012600";"GM0518";"2019SJ00";"       0"
"217737364";"4000   ";"12600";"A041919";"2012605";"GM0518";"2019SJ00";"       0"
"217752211";"4000   ";"12600";"A041919";"2012655";"GM0518";"2019SJ00";"       0"
"217767058";"4000   ";"12600";"A041919";"2012657";"GM0518";"2019SJ00";"       0"
"217781905";"4000   ";"12600";"A041919";"H008766";"GM0518";"2019SJ00";"       0"
"217796752";"4000   ";"12600";"A041919";"H008673";"GM0518";"2019SJ00";"       0"
"217811599";"4000   ";"12600";"A041919";"H008751";"GM0518";"2019SJ00";"       0"
"217826446";"4000   ";"12600";"A041919";"H007119";"GM0518";"2019SJ00";"       0"
"217841293";"4000   ";"12600";"A041919";"A008187";"GM0518";"2019SJ00";"       0"
"217856140";"4000   ";"12600";"A041919";"2012659";"GM0518";"2019SJ00";"       0"
"217870987";"4000   ";"12600";"A041920";"T001040";"GM0518";"2019SJ00";"       0"
"217885834";"4000   ";"12600";"A041920";"1012600";"GM0518";"2019SJ00";"       0"
"217900681";"4000   ";"12600";"A041920";"2012605";"GM0518";"2019SJ00";"       0"
"217915528";"4000   ";"12600";"A041920";"2012655";"GM0518";"2019SJ00";"       0"
"217930375";"4000   ";"12600";"A041920";"2012657";"GM0518";"2019SJ00";"       0"
"217945222";"4000   ";"12600";"A041920";"H008766";"GM0518";"2019SJ00";"       0"
"217960069";"4000   ";"12600";"A041920";"H008673";"GM0518";"2019SJ00";"       0"
"217974916";"4000   ";"12600";"A041920";"H008751";"GM0518";"2019SJ00";"       0"
"217989763";"4000   ";"12600";"A041920";"H007119";"GM0518";"2019SJ00";"       0"
"218004610";"4000   ";"12600";"A041920";"A008187";"GM0518";"2019SJ00";"       0"
"218019457";"4000   ";"12600";"A041920";"2012659";"GM0518";"2019SJ00";"       0"
"218034304";"4000   ";"12600";"A041921";"T001040";"GM0518";"2019SJ00";"       0"
"218049151";"4000   ";"12600";"A041921";"1012600";"GM0518";"2019SJ00";"       0"
"218063998";"4000   ";"12600";"A041921";"2012605";"GM0518";"2019SJ00";"       0"
"218078845";"4000   ";"12600";"A041921";"2012655";"GM0518";"2019SJ00";"       0"
"218093692";"4000   ";"12600";"A041921";"2012657";"GM0518";"2019SJ00";"       0"
"218108539";"4000   ";"12600";"A041921";"H008766";"GM0518";"2019SJ00";"       0"
"218123386";"4000   ";"12600";"A041921";"H008673";"GM0518";"2019SJ00";"       0"
"218138233";"4000   ";"12600";"A041921";"H008751";"GM0518";"2019SJ00";"       0"
"218153080";"4000   ";"12600";"A041921";"H007119";"GM0518";"2019SJ00";"       0"
"218167927";"4000   ";"12600";"A041921";"A008187";"GM0518";"2019SJ00";"       0"
"218182774";"4000   ";"12600";"A041921";"2012659";"GM0518";"2019SJ00";"       0"
"218197621";"4000   ";"12600";"A041922";"T001040";"GM0518";"2019SJ00";"       0"
"218212468";"4000   ";"12600";"A041922";"1012600";"GM0518";"2019SJ00";"       0"
"218227315";"4000   ";"12600";"A041922";"2012605";"GM0518";"2019SJ00";"       0"
"218242162";"4000   ";"12600";"A041922";"2012655";"GM0518";"2019SJ00";"       0"
"218257009";"4000   ";"12600";"A041922";"2012657";"GM0518";"2019SJ00";"       0"
"218271856";"4000   ";"12600";"A041922";"H008766";"GM0518";"2019SJ00";"       0"
"218286703";"4000   ";"12600";"A041922";"H008673";"GM0518";"2019SJ00";"       0"
"218301550";"4000   ";"12600";"A041922";"H008751";"GM0518";"2019SJ00";"       0"
"218316397";"4000   ";"12600";"A041922";"H007119";"GM0518";"2019SJ00";"       0"
"218331244";"4000   ";"12600";"A041922";"A008187";"GM0518";"2019SJ00";"       0"
"218346091";"4000   ";"12600";"A041922";"2012659";"GM0518";"2019SJ00";"       0"
"218360938";"4000   ";"12600";"A041923";"T001040";"GM0518";"2019SJ00";"       0"
"218375785";"4000   ";"12600";"A041923";"1012600";"GM0518";"2019SJ00";"       0"
"218390632";"4000   ";"12600";"A041923";"2012605";"GM0518";"2019SJ00";"       0"
"218405479";"4000   ";"12600";"A041923";"2012655";"GM0518";"2019SJ00";"       0"
"218420326";"4000   ";"12600";"A041923";"2012657";"GM0518";"2019SJ00";"       0"
"218435173";"4000   ";"12600";"A041923";"H008766";"GM0518";"2019SJ00";"       0"
"218450020";"4000   ";"12600";"A041923";"H008673";"GM0518";"2019SJ00";"       0"
"218464867";"4000   ";"12600";"A041923";"H008751";"GM0518";"2019SJ00";"       0"
"218479714";"4000   ";"12600";"A041923";"H007119";"GM0518";"2019SJ00";"       0"
"218494561";"4000   ";"12600";"A041923";"A008187";"GM0518";"2019SJ00";"       0"
"218509408";"4000   ";"12600";"A041923";"2012659";"GM0518";"2019SJ00";"       0"
"218524255";"4000   ";"12600";"A025289";"T001040";"GM0518";"2019SJ00";"       0"
"218539102";"4000   ";"12600";"A025289";"1012600";"GM0518";"2019SJ00";"       0"
"218553949";"4000   ";"12600";"A025289";"2012605";"GM0518";"2019SJ00";"       0"
"218568796";"4000   ";"12600";"A025289";"2012655";"GM0518";"2019SJ00";"       0"
"218583643";"4000   ";"12600";"A025289";"2012657";"GM0518";"2019SJ00";"       0"
"218598490";"4000   ";"12600";"A025289";"H008766";"GM0518";"2019SJ00";"       0"
"218613337";"4000   ";"12600";"A025289";"H008673";"GM0518";"2019SJ00";"       0"
"218628184";"4000   ";"12600";"A025289";"H008751";"GM0518";"2019SJ00";"       0"
"218643031";"4000   ";"12600";"A025289";"H007119";"GM0518";"2019SJ00";"       0"
"218657878";"4000   ";"12600";"A025289";"A008187";"GM0518";"2019SJ00";"       0"
"218672725";"4000   ";"12600";"A025289";"2012659";"GM0518";"2019SJ00";"       0"
"218687572";"4000   ";"12600";"A025300";"T001040";"GM0518";"2019SJ00";"       0"
"218702419";"4000   ";"12600";"A025300";"1012600";"GM0518";"2019SJ00";"       0"
"218717266";"4000   ";"12600";"A025300";"2012605";"GM0518";"2019SJ00";"       0"
"218732113";"4000   ";"12600";"A025300";"2012655";"GM0518";"2019SJ00";"       0"
"218746960";"4000   ";"12600";"A025300";"2012657";"GM0518";"2019SJ00";"       0"
"218761807";"4000   ";"12600";"A025300";"H008766";"GM0518";"2019SJ00";"       0"
"218776654";"4000   ";"12600";"A025300";"H008673";"GM0518";"2019SJ00";"       0"
"218791501";"4000   ";"12600";"A025300";"H008751";"GM0518";"2019SJ00";"       0"
"218806348";"4000   ";"12600";"A025300";"H007119";"GM0518";"2019SJ00";"       0"
"218821195";"4000   ";"12600";"A025300";"A008187";"GM0518";"2019SJ00";"       0"
"218836042";"4000   ";"12600";"A025300";"2012659";"GM0518";"2019SJ00";"       0"
"218850889";"4000   ";"12600";"A041867";"T001040";"GM0518";"2019SJ00";"     115"
"218865736";"4000   ";"12600";"A041867";"1012600";"GM0518";"2019SJ00";"      30"
"218880583";"4000   ";"12600";"A041867";"2012605";"GM0518";"2019SJ00";"      85"
"218895430";"4000   ";"12600";"A041867";"2012655";"GM0518";"2019SJ00";"       6"
"218910277";"4000   ";"12600";"A041867";"2012657";"GM0518";"2019SJ00";"      79"
"218925124";"4000   ";"12600";"A041867";"H008766";"GM0518";"2019SJ00";"       5"
"218939971";"4000   ";"12600";"A041867";"H008673";"GM0518";"2019SJ00";"      10"
"218954818";"4000   ";"12600";"A041867";"H008751";"GM0518";"2019SJ00";"       7"
"218969665";"4000   ";"12600";"A041867";"H007119";"GM0518";"2019SJ00";"      24"
"218984512";"4000   ";"12600";"A041867";"A008187";"GM0518";"2019SJ00";"      33"
"218999359";"4000   ";"12600";"A041867";"2012659";"GM0518";"2019SJ00";"       0"
"219014206";"4000   ";"12600";"A041868";"T001040";"GM0518";"2019SJ00";"      69"
"219029053";"4000   ";"12600";"A041868";"1012600";"GM0518";"2019SJ00";"       8"
"219043900";"4000   ";"12600";"A041868";"2012605";"GM0518";"2019SJ00";"      61"
"219058747";"4000   ";"12600";"A041868";"2012655";"GM0518";"2019SJ00";"       3"
"219073594";"4000   ";"12600";"A041868";"2012657";"GM0518";"2019SJ00";"      58"
"219088441";"4000   ";"12600";"A041868";"H008766";"GM0518";"2019SJ00";"       2"
"219103288";"4000   ";"12600";"A041868";"H008673";"GM0518";"2019SJ00";"       5"
"219118135";"4000   ";"12600";"A041868";"H008751";"GM0518";"2019SJ00";"       3"
"219132982";"4000   ";"12600";"A041868";"H007119";"GM0518";"2019SJ00";"      21"
"219147829";"4000   ";"12600";"A041868";"A008187";"GM0518";"2019SJ00";"      27"
"219162676";"4000   ";"12600";"A041868";"2012659";"GM0518";"2019SJ00";"       0"
"219177523";"4000   ";"12600";"A025293";"T001040";"GM0518";"2019SJ00";"      46"
"219192370";"4000   ";"12600";"A025293";"1012600";"GM0518";"2019SJ00";"      22"
"219207217";"4000   ";"12600";"A025293";"2012605";"GM0518";"2019SJ00";"      24"
"219222064";"4000   ";"12600";"A025293";"2012655";"GM0518";"2019SJ00";"       3"
"219236911";"4000   ";"12600";"A025293";"2012657";"GM0518";"2019SJ00";"      21"
"219251758";"4000   ";"12600";"A025293";"H008766";"GM0518";"2019SJ00";"       3"
"219266605";"4000   ";"12600";"A025293";"H008673";"GM0518";"2019SJ00";"       5"
"219281452";"4000   ";"12600";"A025293";"H008751";"GM0518";"2019SJ00";"       4"
"219296299";"4000   ";"12600";"A025293";"H007119";"GM0518";"2019SJ00";"       3"
"219311146";"4000   ";"12600";"A025293";"A008187";"GM0518";"2019SJ00";"       6"
"219325993";"4000   ";"12600";"A025293";"2012659";"GM0518";"2019SJ00";"       0"
"219340840";"4000   ";"12600";"A041751";"T001040";"GM0518";"2019SJ00";"      17"
"219355687";"4000   ";"12600";"A041751";"1012600";"GM0518";"2019SJ00";"       1"
"219370534";"4000   ";"12600";"A041751";"2012605";"GM0518";"2019SJ00";"      16"
"219385381";"4000   ";"12600";"A041751";"2012655";"GM0518";"2019SJ00";"       0"
"219400228";"4000   ";"12600";"A041751";"2012657";"GM0518";"2019SJ00";"      16"
"219415075";"4000   ";"12600";"A041751";"H008766";"GM0518";"2019SJ00";"       0"
"219429922";"4000   ";"12600";"A041751";"H008673";"GM0518";"2019SJ00";"       2"
"219444769";"4000   ";"12600";"A041751";"H008751";"GM0518";"2019SJ00";"       1"
"219459616";"4000   ";"12600";"A041751";"H007119";"GM0518";"2019SJ00";"       3"
"219474463";"4000   ";"12600";"A041751";"A008187";"GM0518";"2019SJ00";"      10"
"219489310";"4000   ";"12600";"A041751";"2012659";"GM0518";"2019SJ00";"       0"
"219504157";"4000   ";"12600";"A041755";"T001040";"GM0518";"2019SJ00";"      16"
"219519004";"4000   ";"12600";"A041755";"1012600";"GM0518";"2019SJ00";"       2"
"219533851";"4000   ";"12600";"A041755";"2012605";"GM0518";"2019SJ00";"      14"
"219548698";"4000   ";"12600";"A041755";"2012655";"GM0518";"2019SJ00";"       0"
"219563545";"4000   ";"12600";"A041755";"2012657";"GM0518";"2019SJ00";"      14"
"219578392";"4000   ";"12600";"A041755";"H008766";"GM0518";"2019SJ00";"       1"
"219593239";"4000   ";"12600";"A041755";"H008673";"GM0518";"2019SJ00";"       2"
"219608086";"4000   ";"12600";"A041755";"H008751";"GM0518";"2019SJ00";"       2"
"219622933";"4000   ";"12600";"A041755";"H007119";"GM0518";"2019SJ00";"       2"
"219637780";"4000   ";"12600";"A041755";"A008187";"GM0518";"2019SJ00";"       7"
"219652627";"4000   ";"12600";"A041755";"2012659";"GM0518";"2019SJ00";"       0"
"219667474";"4000   ";"12600";"A041759";"T001040";"GM0518";"2019SJ00";"      39"
"219682321";"4000   ";"12600";"A041759";"1012600";"GM0518";"2019SJ00";"      12"
"219697168";"4000   ";"12600";"A041759";"2012605";"GM0518";"2019SJ00";"      27"
"219712015";"4000   ";"12600";"A041759";"2012655";"GM0518";"2019SJ00";"       3"
"219726862";"4000   ";"12600";"A041759";"2012657";"GM0518";"2019SJ00";"      24"
"219741709";"4000   ";"12600";"A041759";"H008766";"GM0518";"2019SJ00";"       2"
"219756556";"4000   ";"12600";"A041759";"H008673";"GM0518";"2019SJ00";"       4"
"219771403";"4000   ";"12600";"A041759";"H008751";"GM0518";"2019SJ00";"       1"
"219786250";"4000   ";"12600";"A041759";"H007119";"GM0518";"2019SJ00";"      10"
"219801097";"4000   ";"12600";"A041759";"A008187";"GM0518";"2019SJ00";"       7"
"219815944";"4000   ";"12600";"A041759";"2012659";"GM0518";"2019SJ00";"       0"
"219830791";"4000   ";"12600";"A041924";"T001040";"GM0518";"2019SJ00";"      43"
"219845638";"4000   ";"12600";"A041924";"1012600";"GM0518";"2019SJ00";"      15"
"219860485";"4000   ";"12600";"A041924";"2012605";"GM0518";"2019SJ00";"      28"
"219875332";"4000   ";"12600";"A041924";"2012655";"GM0518";"2019SJ00";"       3"
"219890179";"4000   ";"12600";"A041924";"2012657";"GM0518";"2019SJ00";"      25"
"219905026";"4000   ";"12600";"A041924";"H008766";"GM0518";"2019SJ00";"       2"
"219919873";"4000   ";"12600";"A041924";"H008673";"GM0518";"2019SJ00";"       2"
"219934720";"4000   ";"12600";"A041924";"H008751";"GM0518";"2019SJ00";"       3"
"219949567";"4000   ";"12600";"A041924";"H007119";"GM0518";"2019SJ00";"       9"
"219964414";"4000   ";"12600";"A041924";"A008187";"GM0518";"2019SJ00";"       9"
"219979261";"4000   ";"12600";"A041924";"2012659";"GM0518";"2019SJ00";"       0"
"219994108";"4000   ";"12600";"A041925";"T001040";"GM0518";"2019SJ00";"       0"
"220008955";"4000   ";"12600";"A041925";"1012600";"GM0518";"2019SJ00";"       0"
"220023802";"4000   ";"12600";"A041925";"2012605";"GM0518";"2019SJ00";"       0"
"220038649";"4000   ";"12600";"A041925";"2012655";"GM0518";"2019SJ00";"       0"
"220053496";"4000   ";"12600";"A041925";"2012657";"GM0518";"2019SJ00";"       0"
"220068343";"4000   ";"12600";"A041925";"H008766";"GM0518";"2019SJ00";"       0"
"220083190";"4000   ";"12600";"A041925";"H008673";"GM0518";"2019SJ00";"       0"
"220098037";"4000   ";"12600";"A041925";"H008751";"GM0518";"2019SJ00";"       0"
"220112884";"4000   ";"12600";"A041925";"H007119";"GM0518";"2019SJ00";"       0"
"220127731";"4000   ";"12600";"A041925";"A008187";"GM0518";"2019SJ00";"       0"
"220142578";"4000   ";"12600";"A041925";"2012659";"GM0518";"2019SJ00";"       0"
"220157425";"4000   ";"12600";"A025294";"T001040";"GM0518";"2019SJ00";"     437"
"220172272";"4000   ";"12600";"A025294";"1012600";"GM0518";"2019SJ00";"     113"
"220187119";"4000   ";"12600";"A025294";"2012605";"GM0518";"2019SJ00";"     324"
"220201966";"4000   ";"12600";"A025294";"2012655";"GM0518";"2019SJ00";"      71"
"220216813";"4000   ";"12600";"A025294";"2012657";"GM0518";"2019SJ00";"     253"
"220231660";"4000   ";"12600";"A025294";"H008766";"GM0518";"2019SJ00";"      37"
"220246507";"4000   ";"12600";"A025294";"H008673";"GM0518";"2019SJ00";"      36"
"220261354";"4000   ";"12600";"A025294";"H008751";"GM0518";"2019SJ00";"      47"
"220276201";"4000   ";"12600";"A025294";"H007119";"GM0518";"2019SJ00";"      56"
"220291048";"4000   ";"12600";"A025294";"A008187";"GM0518";"2019SJ00";"      77"
"220305895";"4000   ";"12600";"A025294";"2012659";"GM0518";"2019SJ00";"       0"
"220320742";"4000   ";"12600";"A025297";"T001040";"GM0518";"2019SJ00";"     245"
"220335589";"4000   ";"12600";"A025297";"1012600";"GM0518";"2019SJ00";"      76"
"220350436";"4000   ";"12600";"A025297";"2012605";"GM0518";"2019SJ00";"     169"
"220365283";"4000   ";"12600";"A025297";"2012655";"GM0518";"2019SJ00";"      72"
"220380130";"4000   ";"12600";"A025297";"2012657";"GM0518";"2019SJ00";"      97"
"220394977";"4000   ";"12600";"A025297";"H008766";"GM0518";"2019SJ00";"      11"
"220409824";"4000   ";"12600";"A025297";"H008673";"GM0518";"2019SJ00";"      10"
"220424671";"4000   ";"12600";"A025297";"H008751";"GM0518";"2019SJ00";"      22"
"220439518";"4000   ";"12600";"A025297";"H007119";"GM0518";"2019SJ00";"      10"
"220454365";"4000   ";"12600";"A025297";"A008187";"GM0518";"2019SJ00";"      44"
"220469212";"4000   ";"12600";"A025297";"2012659";"GM0518";"2019SJ00";"       0"
"220484059";"4000   ";"12700";"T001345";"T001040";"GM0518";"2019SJ00";"       0"
"220498906";"4000   ";"12700";"T001345";"1012600";"GM0518";"2019SJ00";"       0"
"220513753";"4000   ";"12700";"T001345";"2012605";"GM0518";"2019SJ00";"       0"
"220528600";"4000   ";"12700";"T001345";"2012655";"GM0518";"2019SJ00";"       0"
"220543447";"4000   ";"12700";"T001345";"2012657";"GM0518";"2019SJ00";"       0"
"220558294";"4000   ";"12700";"T001345";"H008766";"GM0518";"2019SJ00";"       0"
"220573141";"4000   ";"12700";"T001345";"H008673";"GM0518";"2019SJ00";"       0"
"220587988";"4000   ";"12700";"T001345";"H008751";"GM0518";"2019SJ00";"       0"
"220602835";"4000   ";"12700";"T001345";"H007119";"GM0518";"2019SJ00";"       0"
"220617682";"4000   ";"12700";"T001345";"A008187";"GM0518";"2019SJ00";"       0"
"220632529";"4000   ";"12700";"T001345";"2012659";"GM0518";"2019SJ00";"       0"
"220647376";"4000   ";"12700";"A041919";"T001040";"GM0518";"2019SJ00";"       0"
"220662223";"4000   ";"12700";"A041919";"1012600";"GM0518";"2019SJ00";"       0"
"220677070";"4000   ";"12700";"A041919";"2012605";"GM0518";"2019SJ00";"       0"
"220691917";"4000   ";"12700";"A041919";"2012655";"GM0518";"2019SJ00";"       0"
"220706764";"4000   ";"12700";"A041919";"2012657";"GM0518";"2019SJ00";"       0"
"220721611";"4000   ";"12700";"A041919";"H008766";"GM0518";"2019SJ00";"       0"
"220736458";"4000   ";"12700";"A041919";"H008673";"GM0518";"2019SJ00";"       0"
"220751305";"4000   ";"12700";"A041919";"H008751";"GM0518";"2019SJ00";"       0"
"220766152";"4000   ";"12700";"A041919";"H007119";"GM0518";"2019SJ00";"       0"
"220780999";"4000   ";"12700";"A041919";"A008187";"GM0518";"2019SJ00";"       0"
"220795846";"4000   ";"12700";"A041919";"2012659";"GM0518";"2019SJ00";"       0"
"220810693";"4000   ";"12700";"A041920";"T001040";"GM0518";"2019SJ00";"       0"
"220825540";"4000   ";"12700";"A041920";"1012600";"GM0518";"2019SJ00";"       0"
"220840387";"4000   ";"12700";"A041920";"2012605";"GM0518";"2019SJ00";"       0"
"220855234";"4000   ";"12700";"A041920";"2012655";"GM0518";"2019SJ00";"       0"
"220870081";"4000   ";"12700";"A041920";"2012657";"GM0518";"2019SJ00";"       0"
"220884928";"4000   ";"12700";"A041920";"H008766";"GM0518";"2019SJ00";"       0"
"220899775";"4000   ";"12700";"A041920";"H008673";"GM0518";"2019SJ00";"       0"
"220914622";"4000   ";"12700";"A041920";"H008751";"GM0518";"2019SJ00";"       0"
"220929469";"4000   ";"12700";"A041920";"H007119";"GM0518";"2019SJ00";"       0"
"220944316";"4000   ";"12700";"A041920";"A008187";"GM0518";"2019SJ00";"       0"
"220959163";"4000   ";"12700";"A041920";"2012659";"GM0518";"2019SJ00";"       0"
"220974010";"4000   ";"12700";"A041921";"T001040";"GM0518";"2019SJ00";"       0"
"220988857";"4000   ";"12700";"A041921";"1012600";"GM0518";"2019SJ00";"       0"
"221003704";"4000   ";"12700";"A041921";"2012605";"GM0518";"2019SJ00";"       0"
"221018551";"4000   ";"12700";"A041921";"2012655";"GM0518";"2019SJ00";"       0"
"221033398";"4000   ";"12700";"A041921";"2012657";"GM0518";"2019SJ00";"       0"
"221048245";"4000   ";"12700";"A041921";"H008766";"GM0518";"2019SJ00";"       0"
"221063092";"4000   ";"12700";"A041921";"H008673";"GM0518";"2019SJ00";"       0"
"221077939";"4000   ";"12700";"A041921";"H008751";"GM0518";"2019SJ00";"       0"
"221092786";"4000   ";"12700";"A041921";"H007119";"GM0518";"2019SJ00";"       0"
"221107633";"4000   ";"12700";"A041921";"A008187";"GM0518";"2019SJ00";"       0"
"221122480";"4000   ";"12700";"A041921";"2012659";"GM0518";"2019SJ00";"       0"
"221137327";"4000   ";"12700";"A041922";"T001040";"GM0518";"2019SJ00";"       0"
"221152174";"4000   ";"12700";"A041922";"1012600";"GM0518";"2019SJ00";"       0"
"221167021";"4000   ";"12700";"A041922";"2012605";"GM0518";"2019SJ00";"       0"
"221181868";"4000   ";"12700";"A041922";"2012655";"GM0518";"2019SJ00";"       0"
"221196715";"4000   ";"12700";"A041922";"2012657";"GM0518";"2019SJ00";"       0"
"221211562";"4000   ";"12700";"A041922";"H008766";"GM0518";"2019SJ00";"       0"
"221226409";"4000   ";"12700";"A041922";"H008673";"GM0518";"2019SJ00";"       0"
"221241256";"4000   ";"12700";"A041922";"H008751";"GM0518";"2019SJ00";"       0"
