"PC6","neighb_code","n_individuals","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","female","male","Western","Non_Western","Dutch","education_low","education_middle","education_high","n_households","household_avg_size","children","couples_with_children","couples_without_children","singleparents","singles","no_children","neighb_name"
"2541EE","BU05183480",33,5,5,8,10,5,14,19,4,21,8,7,12,10,18,1.83,10,3,2,3,10,23,"Morgenstond-Zuid"
"2541EG","BU05183480",73,21,7,19,18,8,40,33,19,42,12,16,22,18,31,2.35,27,8,7,6,10,46,"Morgenstond-Zuid"
"2541EH","BU05183480",40,7,1,11,14,7,19,21,7,22,11,11,10,11,23,1.74,9,3,5,2,13,31,"Morgenstond-Zuid"
"2541EJ","BU05183480",7,0,0,4,2,1,5,2,1,6,0,2,3,2,6,1.17,0,0,1,0,5,7,"Morgenstond-Zuid"
"2541EK","BU05183480",29,7,3,11,7,1,17,12,8,15,6,4,14,5,16,1.81,11,1,1,4,10,18,"Morgenstond-Zuid"
"2541EL","BU05183480",20,2,2,8,7,1,8,12,2,12,6,5,7,7,11,1.82,4,3,2,1,5,16,"Morgenstond-Zuid"
"2541EM","BU05183480",53,4,9,20,16,4,27,26,14,29,10,17,13,18,27,1.96,14,6,6,3,12,39,"Morgenstond-Zuid"
"2541EN","BU05183480",42,12,4,16,7,3,21,21,9,23,10,9,12,11,19,2.21,15,5,3,5,6,27,"Morgenstond-Zuid"
"2541EP","BU05183480",29,7,2,13,7,0,16,13,5,16,8,7,6,11,19,1.53,7,2,1,3,13,22,"Morgenstond-Zuid"
"2541ER","BU05183480",55,12,7,23,8,5,26,29,10,34,11,15,21,10,25,2.2,18,7,5,4,9,37,"Morgenstond-Zuid"
"2541ES","BU05183480",44,8,7,8,17,4,20,24,12,26,6,15,14,8,20,2.2,15,5,4,5,6,29,"Morgenstond-Zuid"
"2541ET","BU05183480",60,12,7,21,15,5,25,35,8,34,18,16,13,21,26,2.31,21,9,4,3,10,39,"Morgenstond-Zuid"
"2541EV","BU05183480",43,10,6,11,10,6,24,19,9,24,10,13,13,10,17,2.53,16,8,2,1,6,27,"Morgenstond-Zuid"
"2541EW","BU05183480",49,10,4,20,13,2,29,20,9,27,13,16,12,13,26,1.88,13,5,5,2,14,36,"Morgenstond-Zuid"
"2541EX","BU05183480",27,7,2,9,8,1,15,12,6,16,5,7,7,6,12,2.25,10,4,1,2,5,17,"Morgenstond-Zuid"
"2541EZ","BU05183480",32,11,4,12,4,1,15,17,6,18,8,9,6,6,15,2.13,12,5,0,0,10,20,"Morgenstond-Zuid"
"2541GB","BU05183398",95,16,16,24,28,11,47,48,14,55,26,30,19,29,46,2.07,30,10,9,7,20,65,"Dreven en Gaarden"
"2541GC","BU05183398",58,8,6,21,12,11,24,34,7,36,15,20,17,15,29,2,14,9,6,0,14,44,"Dreven en Gaarden"
"2541GD","BU05183398",56,9,8,14,16,9,26,30,8,33,15,19,15,17,28,2,16,9,3,1,15,40,"Dreven en Gaarden"
"2541GE","BU05183398",58,7,9,16,12,14,27,31,7,34,17,19,18,11,27,2.15,17,6,8,2,11,41,"Dreven en Gaarden"
"2541GG","BU05183398",62,10,9,19,14,10,34,28,4,40,18,16,19,18,31,2,17,8,6,4,13,45,"Dreven en Gaarden"
"2541GH","BU05183398",69,10,6,26,16,11,30,39,9,40,20,25,18,17,34,2.03,17,7,11,1,15,52,"Dreven en Gaarden"
"2541GJ","BU05183398",54,10,4,20,11,9,23,31,10,34,10,18,11,18,28,1.93,14,5,7,2,14,40,"Dreven en Gaarden"
"2541GK","BU05183398",65,15,6,14,15,15,28,37,9,40,16,11,23,15,31,2.1,22,7,5,5,14,43,"Dreven en Gaarden"
"2541GL","BU05183398",79,16,9,22,22,10,42,37,9,56,14,27,14,25,39,2.03,24,9,7,6,17,55,"Dreven en Gaarden"
"2541GM","BU05183398",68,13,8,21,13,13,37,31,8,44,16,16,19,20,35,1.94,18,7,8,3,17,50,"Dreven en Gaarden"
"2541GN","BU05183398",57,9,4,21,13,10,27,30,10,35,12,21,15,13,30,1.9,14,6,7,4,13,43,"Dreven en Gaarden"
"2541GP","BU05183398",50,13,2,16,13,6,22,28,6,27,17,11,9,16,24,2.08,17,7,2,2,13,33,"Dreven en Gaarden"
"2541GR","BU05183398",76,19,8,15,22,12,36,40,10,47,19,16,19,23,32,2.38,25,14,5,2,11,51,"Dreven en Gaarden"
"2541GS","BU05183398",75,13,6,18,20,18,41,34,5,50,20,20,17,26,39,1.92,18,5,13,4,17,57,"Dreven en Gaarden"
"2541GT","BU05183398",53,12,7,18,10,6,28,25,6,34,13,19,11,12,25,2.12,17,8,3,5,9,36,"Dreven en Gaarden"
"2541GV","BU05183398",36,7,3,13,10,3,21,15,4,21,11,13,9,7,18,2,10,5,3,1,9,26,"Dreven en Gaarden"
"2541GW","BU05183398",32,6,2,11,8,5,18,14,7,20,5,12,8,6,16,2,9,5,2,1,8,23,"Dreven en Gaarden"
"2541GX","BU05183398",42,8,2,14,7,11,24,18,6,26,10,13,13,11,23,1.83,9,7,3,0,13,33,"Dreven en Gaarden"
"2541GZ","BU05183398",64,14,9,15,18,8,33,31,12,38,14,24,19,13,28,2.29,24,9,3,6,10,40,"Dreven en Gaarden"
"2541HP","BU05183480",42,6,8,10,12,6,18,24,7,22,13,10,14,10,24,1.75,11,3,4,2,15,31,"Morgenstond-Zuid"
"2541HS","BU05183480",36,6,3,21,5,1,18,18,9,16,11,12,8,10,17,2.12,10,6,3,2,6,26,"Morgenstond-Zuid"
"2541HT","BU05183480",43,12,4,10,11,6,23,20,8,21,14,7,13,12,19,2.26,16,5,3,4,7,27,"Morgenstond-Zuid"
"2541HV","BU05183480",27,5,1,10,7,4,15,12,7,16,4,8,5,11,15,1.8,6,4,2,1,8,21,"Morgenstond-Zuid"
"2541HW","BU05183480",47,7,7,12,16,5,22,25,12,24,11,17,19,3,27,1.74,14,4,2,4,17,33,"Morgenstond-Zuid"
"2541HX","BU05183480",35,11,3,15,6,0,19,16,6,18,11,5,11,9,16,2.19,13,4,2,4,6,22,"Morgenstond-Zuid"
"2541JB","BU05183480",30,6,4,12,5,3,16,14,6,17,7,14,3,9,17,1.76,9,2,2,3,10,21,"Morgenstond-Zuid"
"2541JC","BU05183480",44,7,2,16,15,4,22,22,8,27,9,15,7,17,23,1.91,11,7,3,0,13,33,"Morgenstond-Zuid"
"2541JD","BU05183480",24,2,2,13,5,2,14,10,3,14,7,5,11,7,12,2,5,2,5,2,3,19,"Morgenstond-Zuid"
"2541JE","BU05183480",22,3,3,5,9,2,9,13,8,11,3,6,6,7,14,1.57,5,2,1,0,11,17,"Morgenstond-Zuid"
"2541JG","BU05183480",47,9,4,13,14,7,23,24,18,19,10,11,20,7,20,2.35,15,6,6,1,7,32,"Morgenstond-Zuid"
"2541JH","BU05183480",36,4,3,12,9,8,22,14,8,20,8,13,11,8,23,1.57,5,3,5,1,14,31,"Morgenstond-Zuid"
"2541JJ","BU05183480",43,7,4,18,14,0,22,21,2,27,14,8,16,13,21,2.05,16,4,2,5,10,27,"Morgenstond-Zuid"
"2541PL","BU05183480",73,11,12,19,23,8,37,36,16,44,13,20,25,18,33,2.21,22,8,10,3,12,51,"Morgenstond-Zuid"
"2541PM","BU05183480",29,10,3,11,5,0,13,16,6,18,5,9,2,9,10,2.9,13,5,1,1,3,16,"Morgenstond-Zuid"
"2541PN","BU05183480",17,3,3,7,2,2,9,8,1,10,6,6,5,3,10,1.7,4,1,2,1,6,13,"Morgenstond-Zuid"
"2541PP","BU05183480",59,16,3,18,15,7,36,23,10,32,17,17,10,20,26,2.27,20,8,5,4,9,39,"Morgenstond-Zuid"
"2541PR","BU05183480",27,6,2,10,5,4,16,11,4,15,8,6,5,11,13,2.08,7,2,5,2,4,20,"Morgenstond-Zuid"
"2541PS","BU05183480",23,7,0,11,3,2,10,13,3,11,9,6,5,8,10,2.3,7,4,2,0,4,16,"Morgenstond-Zuid"
"2541PT","BU05183480",108,21,9,42,27,9,54,54,22,61,25,35,33,25,60,1.8,30,12,6,6,36,78,"Morgenstond-Zuid"
"2541PV","BU05183480",32,7,8,10,6,1,18,14,6,21,5,5,9,11,14,2.29,12,5,1,2,6,20,"Morgenstond-Zuid"
"2541PW","BU05183480",36,3,2,12,11,8,19,17,7,21,8,9,13,11,23,1.57,7,4,2,0,17,29,"Morgenstond-Zuid"
"2541PX","BU05183480",38,8,5,15,8,2,17,21,4,27,7,10,12,8,21,1.81,12,4,1,2,14,26,"Morgenstond-Zuid"
"2541PZ","BU05183480",33,6,4,9,8,6,17,16,7,18,8,8,11,8,19,1.74,9,3,2,1,13,24,"Morgenstond-Zuid"
"2541RB","BU05183480",41,9,3,12,13,4,20,21,4,25,12,16,11,6,20,2.05,13,6,2,1,11,28,"Morgenstond-Zuid"
"2541RC","BU05183480",26,6,1,9,9,1,13,13,6,14,6,8,5,8,18,1.44,7,1,0,2,15,19,"Morgenstond-Zuid"
"2541RD","BU05183480",44,6,4,15,13,6,19,25,9,24,11,14,12,12,24,1.83,12,5,3,2,14,32,"Morgenstond-Zuid"
"2541RE","BU05183480",46,8,4,19,10,5,19,27,11,22,13,11,11,15,26,1.77,10,5,5,1,15,36,"Morgenstond-Zuid"
"2541RG","BU05183480",97,22,8,30,26,11,49,48,22,61,14,25,26,28,49,1.98,28,12,8,6,23,69,"Morgenstond-Zuid"
"2541RH","BU05183480",35,5,2,11,12,5,12,23,4,24,7,12,11,8,19,1.84,10,4,2,1,12,25,"Morgenstond-Zuid"
"2541RJ","BU05183480",28,1,2,6,9,10,15,13,4,16,8,9,8,10,17,1.65,3,2,6,0,9,25,"Morgenstond-Zuid"
"2541RK","BU05183480",29,6,4,12,5,2,18,11,5,18,6,4,8,11,16,1.81,8,3,2,2,9,21,"Morgenstond-Zuid"
"2541RL","BU05183480",21,4,1,9,5,2,9,12,4,13,4,6,4,8,10,2.1,6,3,2,1,4,15,"Morgenstond-Zuid"
"2541RM","BU05183480",37,7,7,9,13,1,19,18,5,27,5,12,12,7,16,2.31,14,5,2,2,7,23,"Morgenstond-Zuid"
"2541RN","BU05183480",16,3,2,5,3,3,6,10,4,8,4,1,7,6,8,2,5,2,1,1,4,11,"Morgenstond-Zuid"
"2541RP","BU05183480",21,1,1,12,4,3,10,11,3,15,3,8,6,6,13,1.62,2,1,5,1,6,19,"Morgenstond-Zuid"
"2541RR","BU05183480",47,10,8,14,12,3,23,24,11,18,18,12,9,17,26,1.81,13,5,3,3,15,34,"Morgenstond-Zuid"
"2541RS","BU05183480",30,4,4,7,10,5,14,16,6,10,14,8,11,7,15,2,7,4,4,0,7,23,"Morgenstond-Zuid"
"2541RT","BU05183480",54,8,8,20,15,3,23,31,6,34,14,20,18,9,23,2.35,18,9,4,3,7,36,"Morgenstond-Zuid"
"2541RV","BU05183480",58,11,2,24,12,9,23,35,16,28,14,18,14,17,32,1.81,14,6,6,1,19,44,"Morgenstond-Zuid"
"2541RW","BU05183480",25,4,2,8,4,7,12,13,4,15,6,8,5,9,13,1.92,7,3,2,1,7,18,"Morgenstond-Zuid"
"2541RX","BU05183480",30,3,6,6,14,1,17,13,9,14,7,12,10,3,16,1.88,8,5,1,1,9,22,"Morgenstond-Zuid"
"2541RZ","BU05183480",31,9,1,10,9,2,14,17,6,16,9,11,6,8,14,2.21,12,5,0,3,6,19,"Morgenstond-Zuid"
"2541SB","BU05183480",204,37,24,72,53,18,97,107,37,123,44,58,58,57,101,2.02,57,33,13,6,49,147,"Morgenstond-Zuid"
"2541SN","BU05183480",58,11,8,21,13,5,26,32,6,39,13,19,13,15,26,2.23,21,8,3,2,13,37,"Morgenstond-Zuid"
"2541SP","BU05183480",41,8,2,22,8,1,18,23,5,22,14,13,11,11,22,1.86,10,4,5,2,11,31,"Morgenstond-Zuid"
"2541SR","BU05183480",32,6,2,13,7,4,15,17,3,21,8,11,6,9,19,1.68,6,3,4,1,11,26,"Morgenstond-Zuid"
"2541ST","BU05183480",23,4,2,4,11,2,12,11,4,11,8,7,9,6,12,1.92,7,3,1,1,7,16,"Morgenstond-Zuid"
"2541SV","BU05183480",225,57,18,90,48,12,114,111,44,130,51,68,56,51,102,2.21,73,29,21,10,42,152,"Morgenstond-Zuid"
"2541TC","BU05183480",41,8,3,12,11,7,22,19,11,21,9,10,13,11,22,1.86,11,2,6,3,11,30,"Morgenstond-Zuid"
"2541TD","BU05183480",47,10,5,13,14,5,21,26,13,25,9,16,10,13,22,2.14,16,6,3,4,9,31,"Morgenstond-Zuid"
"2541TE","BU05183480",25,2,4,9,5,5,9,16,3,17,5,10,5,8,16,1.56,4,1,4,1,10,21,"Morgenstond-Zuid"
"2541TG","BU05183480",35,9,4,12,8,2,21,14,7,21,7,9,11,9,16,2.19,12,5,2,2,7,23,"Morgenstond-Zuid"
"2541TH","BU05183480",44,6,3,21,7,7,20,24,9,28,7,17,14,8,22,2,9,5,8,1,8,35,"Morgenstond-Zuid"
"2541TJ","BU05183480",48,9,6,11,11,11,24,24,10,20,18,14,10,15,24,2,14,4,6,6,8,34,"Morgenstond-Zuid"
"2541TK","BU05183480",28,7,2,7,8,4,17,11,1,21,6,6,7,10,12,2.33,10,4,2,1,5,18,"Morgenstond-Zuid"
"2541TL","BU05183480",58,8,10,21,15,4,27,31,9,32,17,14,18,18,31,1.87,15,6,6,1,18,43,"Morgenstond-Zuid"
"2541TM","BU05183480",51,9,3,23,10,6,27,24,14,24,13,6,15,20,23,2.22,16,7,5,4,7,35,"Morgenstond-Zuid"
"2541TN","BU05183480",54,12,6,12,17,7,28,26,10,32,12,13,21,11,27,2,15,4,8,4,11,39,"Morgenstond-Zuid"
"2541TP","BU05183480",42,11,4,15,9,3,23,19,8,21,13,12,9,12,21,2,15,3,3,5,10,27,"Morgenstond-Zuid"
"2541TR","BU05183480",15,0,1,6,3,5,7,8,2,9,4,8,4,3,14,1.07,0,0,1,0,13,15,"Morgenstond-Zuid"
"2541TS","BU05183489",36,7,4,18,6,1,20,16,4,18,14,11,11,9,15,2.4,14,6,1,1,7,22,"Morgenstond-Oost"
"2541TT","BU05183489",33,5,5,12,8,3,18,15,4,17,12,12,10,7,19,1.74,10,3,1,2,13,23,"Morgenstond-Oost"
"2541TV","BU05183489",32,7,3,11,4,7,15,17,5,11,16,9,4,12,17,1.88,9,3,3,2,9,23,"Morgenstond-Oost"
"2541TW","BU05183489",35,6,4,10,10,5,16,19,5,17,13,13,6,11,18,1.94,9,4,4,0,10,26,"Morgenstond-Oost"
"2541TX","BU05183489",43,9,4,14,6,10,18,25,6,23,14,17,7,11,23,1.87,12,3,5,4,11,31,"Morgenstond-Oost"
"2541TZ","BU05183489",29,3,6,9,6,5,15,14,5,12,12,8,12,5,15,1.93,7,5,2,0,8,22,"Morgenstond-Oost"
"2541VA","BU05183489",29,2,0,10,7,10,15,14,3,14,12,10,11,6,21,1.38,3,3,2,0,16,26,"Morgenstond-Oost"
"2541VB","BU05183489",38,7,1,16,8,6,18,20,5,24,9,10,12,11,23,1.65,10,3,2,3,15,28,"Morgenstond-Oost"
"2541VC","BU05183489",43,5,5,17,9,7,18,25,5,21,17,16,13,10,21,2.05,12,8,2,2,9,31,"Morgenstond-Oost"
"2541VD","BU05183489",46,11,7,18,8,2,25,21,7,21,18,15,8,13,21,2.19,16,5,4,3,9,30,"Morgenstond-Oost"
"2541VE","BU05183489",30,4,3,9,9,5,16,14,1,18,11,11,3,13,20,1.5,5,3,2,0,15,25,"Morgenstond-Oost"
"2541VG","BU05183489",26,2,6,9,6,3,12,14,5,9,12,7,8,9,14,1.86,8,1,3,3,7,18,"Morgenstond-Oost"
"2541VH","BU05183489",56,13,10,9,16,8,34,22,7,32,17,19,16,11,24,2.33,22,7,3,3,11,34,"Morgenstond-Oost"
"2541VJ","BU05183489",50,12,2,23,9,4,23,27,6,23,21,13,14,15,25,2,14,9,2,1,13,36,"Morgenstond-Oost"
"2541VK","BU05183489",46,5,5,23,7,6,17,29,5,26,15,17,10,13,25,1.84,11,5,5,1,14,35,"Morgenstond-Oost"
"2541VL","BU05183489",54,13,7,14,11,9,30,24,7,29,18,14,18,9,26,2.08,18,5,5,5,11,36,"Morgenstond-Oost"
"2541VM","BU05183489",22,5,3,7,3,4,8,14,2,12,8,7,6,4,11,2,7,3,1,1,6,15,"Morgenstond-Oost"
"2541VN","BU05183489",22,2,2,5,5,8,9,13,2,10,10,10,7,3,13,1.69,5,1,3,1,8,17,"Morgenstond-Oost"
"2541VP","BU05183489",30,2,3,13,7,5,14,16,5,16,9,9,9,10,19,1.58,5,3,3,1,12,25,"Morgenstond-Oost"
"2541VR","BU05183489",36,6,3,13,7,7,16,20,3,18,15,8,13,10,18,2,10,5,3,1,9,26,"Morgenstond-Oost"
"2541VS","BU05183489",27,6,5,5,2,9,17,10,5,12,10,10,6,6,11,2.45,9,3,4,2,2,18,"Morgenstond-Oost"
"2541VT","BU05183489",51,11,8,17,9,6,24,27,9,29,13,17,11,16,24,2.12,19,5,3,5,11,32,"Morgenstond-Oost"
"2541VV","BU05183489",42,9,4,16,10,3,20,22,6,22,14,13,10,9,20,2.1,14,7,1,1,11,28,"Morgenstond-Oost"
"2541VW","BU05183489",12,1,2,3,3,3,6,6,2,7,3,6,4,2,5,2.4,3,2,2,0,1,9,"Morgenstond-Oost"
"2541VZ","BU05183489",21,2,2,10,0,7,14,7,3,12,6,6,8,6,12,1.75,4,3,2,0,7,17,"Morgenstond-Oost"
"2541XA","BU05183489",41,7,1,15,11,7,20,21,1,25,15,9,13,14,22,1.86,10,6,3,2,11,31,"Morgenstond-Oost"
"2541XB","BU05183489",27,4,4,7,5,7,8,19,4,11,12,7,10,6,15,1.8,8,1,3,4,7,19,"Morgenstond-Oost"
"2541XC","BU05183489",40,7,8,7,14,4,17,23,8,26,6,17,7,10,17,2.35,17,5,1,2,9,23,"Morgenstond-Oost"
"2541XD","BU05183489",40,5,4,18,5,8,16,24,5,20,15,10,15,10,23,1.74,9,6,2,2,13,31,"Morgenstond-Oost"
"2541XE","BU05183489",44,11,6,14,9,4,23,21,5,24,15,14,11,9,22,2,14,4,4,4,10,30,"Morgenstond-Oost"
"2541XG","BU05183284",124,18,27,31,31,17,67,57,22,28,74,33,44,26,56,2.21,43,14,11,9,22,81,"Leyenburg"
"2541XH","BU05183489",31,8,4,8,7,4,17,14,5,20,6,6,8,9,15,2.07,11,2,3,3,7,20,"Morgenstond-Oost"
"2541XJ","BU05183489",47,11,5,15,10,6,23,24,10,23,14,16,12,10,25,1.88,15,5,2,4,14,32,"Morgenstond-Oost"
"2541XK","BU05183489",31,6,5,7,7,6,15,16,3,21,7,8,10,10,16,1.94,10,2,3,2,9,21,"Morgenstond-Oost"
"2541XL","BU05183489",37,10,4,13,8,2,16,21,6,18,13,12,8,8,17,2.18,15,3,2,4,8,22,"Morgenstond-Oost"
"2541XM","BU05183489",43,8,2,13,11,9,23,20,6,23,14,13,11,11,25,1.72,9,3,6,2,14,34,"Morgenstond-Oost"
"2541XN","BU05183489",24,5,1,12,3,3,11,13,4,11,9,5,6,9,13,1.85,6,4,1,1,7,18,"Morgenstond-Oost"
"2541XP","BU05183489",41,9,3,12,8,9,21,20,5,24,12,15,9,9,22,1.86,11,5,3,1,13,30,"Morgenstond-Oost"
"2541XR","BU05183284",115,13,14,40,29,19,64,51,18,23,74,37,33,34,62,1.85,24,12,17,3,30,91,"Leyenburg"
"2541XT","BU05183489",31,6,4,11,8,2,12,19,4,17,10,10,9,6,16,1.94,9,5,1,0,10,22,"Morgenstond-Oost"
"2541XV","BU05183489",42,8,2,16,9,7,20,22,6,23,13,17,8,9,24,1.75,9,4,5,1,14,33,"Morgenstond-Oost"
"2541XW","BU05183489",25,2,2,9,7,5,14,11,2,10,13,10,6,7,19,1.32,4,0,2,2,15,21,"Morgenstond-Oost"
"2541XX","BU05183489",31,6,2,18,4,1,14,17,5,15,11,13,5,7,19,1.63,8,2,2,4,11,23,"Morgenstond-Oost"
"2541XZ","BU05183489",38,6,3,13,11,5,15,23,3,24,11,17,8,9,21,1.81,11,5,1,2,13,27,"Morgenstond-Oost"
"2542AA","BU05183398",282,44,32,82,63,61,149,133,37,158,87,79,81,88,145,1.94,74,34,29,9,73,208,"Dreven en Gaarden"
"2542AB","BU05183398",252,58,30,68,53,43,144,108,24,157,71,72,72,62,124,2.03,82,26,20,21,57,170,"Dreven en Gaarden"
"2542AC","BU05183398",205,55,26,61,37,26,111,94,29,120,56,50,62,51,92,2.23,73,24,16,13,39,132,"Dreven en Gaarden"
"2542AD","BU05183398",53,9,9,17,13,5,28,25,6,38,9,16,13,14,23,2.3,20,6,4,5,8,33,"Dreven en Gaarden"
"2542AM","BU05183398",1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,"Dreven en Gaarden"
"2542AN","BU05183398",60,9,9,15,15,12,26,34,12,34,14,22,19,13,26,2.31,17,10,7,2,7,43,"Dreven en Gaarden"
"2542AP","BU05183398",43,10,5,11,9,8,24,19,7,19,17,7,15,13,19,2.26,16,6,2,2,9,27,"Dreven en Gaarden"
"2542AS","BU05183398",46,12,5,15,7,7,20,26,10,30,6,9,12,15,20,2.3,15,7,4,2,7,31,"Dreven en Gaarden"
"2542AT","BU05183398",62,11,10,18,13,10,29,33,11,36,15,15,21,17,29,2.14,17,8,8,2,11,45,"Dreven en Gaarden"
"2542AV","BU05183398",50,12,2,15,13,8,27,23,5,29,16,8,17,15,25,2,15,7,3,2,13,35,"Dreven en Gaarden"
"2542AW","BU05183398",50,13,3,15,11,8,25,25,5,30,15,19,3,18,21,2.38,16,11,2,1,7,34,"Dreven en Gaarden"
"2542AX","BU05183398",66,14,11,21,11,9,30,36,2,47,17,23,18,15,27,2.44,23,11,5,0,11,43,"Dreven en Gaarden"
"2542BA","BU05183398",56,13,8,17,10,8,28,28,7,33,16,16,12,17,22,2.55,20,8,6,3,5,36,"Dreven en Gaarden"
"2542BB","BU05183398",52,11,4,16,11,10,27,25,10,25,17,18,15,8,26,2,14,7,5,2,12,38,"Dreven en Gaarden"
"2542BC","BU05183398",53,8,11,11,17,6,25,28,6,34,13,16,14,13,21,2.52,21,7,4,4,6,32,"Dreven en Gaarden"
"2542BD","BU05183398",50,12,5,12,14,7,27,23,9,24,17,16,13,11,25,2,16,3,6,5,11,34,"Dreven en Gaarden"
"2542BE","BU05183398",67,12,6,16,8,25,32,35,8,38,21,23,15,17,28,2.39,21,6,12,5,5,46,"Dreven en Gaarden"
"2542BG","BU05183398",32,9,3,7,8,5,17,15,5,18,9,7,12,7,14,2.29,13,4,1,4,5,19,"Dreven en Gaarden"
"2542BH","BU05183398",59,14,9,16,11,9,38,21,9,35,15,21,14,11,30,1.97,23,5,1,7,17,36,"Dreven en Gaarden"
"2542BJ","BU05183398",39,11,4,13,8,3,16,23,6,27,6,11,7,13,17,2.29,14,7,1,1,8,25,"Dreven en Gaarden"
"2542BK","BU05183398",70,14,10,23,12,11,37,33,11,39,20,18,23,17,36,1.94,20,9,5,3,19,50,"Dreven en Gaarden"
"2542CB","BU05183398",48,6,8,14,9,11,23,25,6,33,9,17,12,13,25,1.92,13,6,4,2,13,35,"Dreven en Gaarden"
"2542CC","BU05183398",21,4,1,4,2,10,14,7,2,12,7,8,4,6,11,1.91,6,2,2,1,6,15,"Dreven en Gaarden"
"2542CD","BU05183398",23,3,6,3,7,4,11,12,3,7,13,5,11,6,12,1.92,8,3,0,1,8,15,"Dreven en Gaarden"
"2542CE","BU05183398",43,9,4,15,10,5,23,20,3,29,11,13,16,7,23,1.87,10,7,3,0,13,33,"Dreven en Gaarden"
"2542CG","BU05183398",59,13,8,16,17,5,28,31,11,40,8,20,11,18,25,2.36,21,10,3,1,11,38,"Dreven en Gaarden"
"2542CH","BU05183398",53,12,5,15,8,13,28,25,7,23,23,16,10,16,27,1.96,16,6,4,3,14,37,"Dreven en Gaarden"
"2542CJ","BU05183398",36,4,5,8,10,9,19,17,3,21,12,14,5,10,17,2.12,8,4,7,0,6,28,"Dreven en Gaarden"
"2542CK","BU05183398",61,11,9,17,11,13,38,23,9,37,15,19,19,16,26,2.35,19,11,5,2,8,42,"Dreven en Gaarden"
"2542CL","BU05183398",78,13,8,26,14,17,48,30,14,44,20,30,16,21,38,2.05,21,12,7,4,15,57,"Dreven en Gaarden"
"2542CM","BU05183398",60,10,6,22,14,8,37,23,5,35,20,17,16,18,31,1.94,18,7,4,5,15,42,"Dreven en Gaarden"
"2542CN","BU05183398",30,4,5,12,6,3,19,11,4,17,9,12,5,11,17,1.76,8,4,1,1,11,22,"Dreven en Gaarden"
"2542CP","BU05183398",35,8,6,10,4,7,16,19,5,22,8,7,7,16,18,1.94,13,3,1,4,10,22,"Dreven en Gaarden"
"2542CS","BU05183398",12,2,1,3,5,1,5,7,3,6,3,3,5,3,6,2,3,2,1,0,3,9,"Dreven en Gaarden"
"2542CT","BU05183398",21,1,3,4,7,6,12,9,2,17,2,6,8,4,11,1.91,4,3,3,1,4,17,"Dreven en Gaarden"
"2542CV","BU05183398",18,2,0,8,3,5,10,8,2,11,5,4,6,6,11,1.64,4,1,2,2,6,14,"Dreven en Gaarden"
"2542CW","BU05183398",9,1,1,3,2,2,5,4,0,6,3,3,2,3,5,1.8,2,2,0,0,3,7,"Dreven en Gaarden"
"2542EG","BU05183398",9,3,3,2,1,0,2,7,2,5,2,3,3,1,5,1.8,4,0,0,2,3,5,"Dreven en Gaarden"
"2542EH","BU05183398",56,15,6,22,7,6,29,27,8,33,15,16,16,9,26,2.15,19,8,3,2,13,37,"Dreven en Gaarden"
"2542EJ","BU05183398",41,10,2,14,11,4,19,22,5,21,15,12,11,9,18,2.28,13,6,4,2,6,28,"Dreven en Gaarden"
"2542EK","BU05183398",40,8,5,10,12,5,18,22,2,30,8,10,12,10,15,2.67,14,9,2,1,3,26,"Dreven en Gaarden"
"2542EL","BU05183398",80,16,8,28,14,14,47,33,8,51,21,28,17,24,39,2.05,22,12,7,2,18,58,"Dreven en Gaarden"
"2542EM","BU05183398",51,12,7,13,13,6,24,27,11,33,7,17,12,11,23,2.22,18,9,1,3,10,33,"Dreven en Gaarden"
"2542EN","BU05183398",51,10,9,8,16,8,23,28,7,35,9,13,15,15,25,2.04,16,7,3,2,13,35,"Dreven en Gaarden"
"2542EP","BU05183398",13,1,2,5,3,2,7,6,3,5,5,5,2,5,7,1.86,2,1,3,0,3,11,"Dreven en Gaarden"
"2542ER","BU05183398",53,13,3,13,11,13,29,24,5,33,15,12,16,13,28,1.89,15,7,3,2,16,38,"Dreven en Gaarden"
"2542ES","BU05183398",117,30,17,31,26,13,57,60,17,71,29,32,31,29,51,2.29,43,19,4,8,20,74,"Dreven en Gaarden"
"2542ET","BU05183398",24,5,2,7,9,1,10,14,5,14,5,5,8,7,10,2.4,7,4,3,0,3,17,"Dreven en Gaarden"
"2542EX","BU05183398",82,18,12,21,22,9,33,49,10,45,27,17,27,21,31,2.65,30,16,5,2,8,52,"Dreven en Gaarden"
"2542EZ","BU05183398",117,24,16,27,29,21,57,60,14,70,33,35,29,32,56,2.09,38,13,10,7,26,79,"Dreven en Gaarden"
"2542GL","BU05183398",40,10,3,17,3,7,22,18,8,25,7,13,10,7,22,1.82,12,4,2,3,13,28,"Dreven en Gaarden"
"2542GM","BU05183398",36,7,7,13,2,7,16,20,6,24,6,5,14,9,21,1.71,8,4,3,1,13,28,"Dreven en Gaarden"
"2542GN","BU05183398",40,6,10,7,11,6,18,22,2,24,14,17,11,6,17,2.35,14,7,2,0,8,26,"Dreven en Gaarden"
"2542GP","BU05183398",36,11,4,9,7,5,21,15,3,26,7,5,14,8,17,2.12,14,4,1,5,7,22,"Dreven en Gaarden"
