"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group","car_ownership"
40027,1,"BU05183488","single","2545WH","income_1_10",0
40028,1,"BU05183488","single","2545RK","income_2_10",0
40029,1,"BU05183488","single","2544BM","income_2_10",0
40030,1,"BU05183488","single","2545BK","income_3_10",1
40031,1,"BU05183488","single","2545WH","income_2_10",1
40032,1,"BU05183488","single","2545GH","income_3_10",0
40033,1,"BU05183488","single","2545JJ","income_1_10",0
40034,1,"BU05183488","single","2545TP","income_2_10",1
40035,1,"BU05183488","single","2545TK","income_6_10",1
40036,1,"BU05183488","single","2544BV","income_7_10",0
40037,1,"BU05183488","single","2545BT","income_3_10",1
40038,1,"BU05183488","single","2545SX","income_1_10",0
40039,1,"BU05183488","single","2545BP","income_4_10",0
40040,1,"BU05183488","single","2545KA","income_5_10",1
40041,1,"BU05183488","single","2544BN","income_7_10",1
40042,1,"BU05183488","single","2545TC","income_9_10",0
40043,1,"BU05183488","single","2545BN","income_10_10",0
40044,1,"BU05183488","single","2544AS","income_2_10",0
40045,1,"BU05183488","single","2545XV","income_2_10",0
40046,1,"BU05183488","single","2545RH","income_3_10",0
40047,1,"BU05183488","single","2545XA","income_6_10",0
40048,1,"BU05183488","single","2545JV","income_3_10",1
40049,1,"BU05183488","single","2545KX","income_6_10",1
40050,1,"BU05183488","single","2544BM","income_5_10",0
40051,1,"BU05183488","single","2545TP","income_8_10",1
40052,1,"BU05183488","single","2545WG","income_1_10",1
40053,1,"BU05183488","single","2545NR","income_3_10",1
40054,1,"BU05183488","single","2545WB","income_1_10",0
40055,1,"BU05183488","single","2544BL","income_1_10",1
40056,1,"BU05183488","single","2545KE","income_4_10",1
40057,1,"BU05183488","single","2545VN","income_9_10",0
40058,1,"BU05183488","single","2545GM","income_5_10",0
40059,1,"BU05183488","single","2545JL","income_6_10",1
40060,1,"BU05183488","single","2545JZ","income_5_10",1
40061,1,"BU05183488","single","2545BP","income_8_10",0
40062,1,"BU05183488","single","2544AK","income_4_10",1
40063,1,"BU05183488","single","2545KD","income_1_10",0
40064,1,"BU05183488","single","2545TC","income_5_10",1
40065,1,"BU05183488","single","2544AX","income_3_10",1
40066,1,"BU05183488","single","2545BK","income_2_10",0
40067,1,"BU05183488","single","2545TR","income_1_10",1
40068,1,"BU05183488","single","2544BV","income_4_10",1
40069,1,"BU05183488","single","2544AK","income_7_10",1
40070,1,"BU05183488","single","2544AX","income_1_10",1
40071,1,"BU05183488","single","2544AV","income_2_10",0
40072,1,"BU05183488","single","2545BN","income_1_10",0
40073,1,"BU05183488","single","2545GD","income_1_10",1
40074,1,"BU05183488","single","2544AP","income_2_10",1
40075,1,"BU05183488","single","2545TP","income_3_10",1
40076,1,"BU05183488","single","2544BJ","income_1_10",1
40077,1,"BU05183488","single","2545JK","income_5_10",0
40078,1,"BU05183488","single","2545KB","income_8_10",0
40079,1,"BU05183488","single","2544AK","income_1_10",1
40080,1,"BU05183488","single","2545VC","income_3_10",0
40081,1,"BU05183488","single","2545GL","income_7_10",0
40082,1,"BU05183488","single","2544BV","income_5_10",0
40083,1,"BU05183488","single","2544BT","income_6_10",0
40084,1,"BU05183488","single","2545TA","income_10_10",0
40085,1,"BU05183488","single","2545JL","income_6_10",0
40086,1,"BU05183488","single","2545AR","income_4_10",1
40087,1,"BU05183488","single","2544AM","income_7_10",0
40088,1,"BU05183488","single","2545JK","income_2_10",0
40089,1,"BU05183488","single","2545AL","income_1_10",0
40090,1,"BU05183488","single","2545GE","income_2_10",1
40091,1,"BU05183488","single","2545BL","income_2_10",0
40092,1,"BU05183488","single","2545BM","income_4_10",0
40093,1,"BU05183488","single","2544BH","income_3_10",1
40094,1,"BU05183488","single","2545XA","income_5_10",1
40095,1,"BU05183488","single","2545GE","income_4_10",1
40096,1,"BU05183488","single","2545WN","income_6_10",1
40097,1,"BU05183488","single","2545GE","income_3_10",1
40098,1,"BU05183488","single","2545XA","income_4_10",1
40099,1,"BU05183488","single","2545KB","income_6_10",0
40100,1,"BU05183488","single","2545BT","income_3_10",1
40101,1,"BU05183488","single","2545NR","income_10_10",0
40102,1,"BU05183488","single","2545VD","income_5_10",1
40103,1,"BU05183488","single","2545RL","income_6_10",0
40104,1,"BU05183488","single","2545JX","income_4_10",1
40105,1,"BU05183488","single","2545TE","income_5_10",1
40106,1,"BU05183488","single","2545XP","income_4_10",0
40107,1,"BU05183488","single","2545JG","income_1_10",1
40108,1,"BU05183488","single","2544BM","income_9_10",0
40109,1,"BU05183488","single","2545WL","income_1_10",0
40110,1,"BU05183488","single","2545TA","income_3_10",1
40111,1,"BU05183488","single","2544BN","income_4_10",0
40112,1,"BU05183488","single","2545SP","income_10_10",0
40113,1,"BU05183488","single","2545BV","income_3_10",1
40114,1,"BU05183488","single","2545JW","income_7_10",1
40115,1,"BU05183488","single","2545BM","income_3_10",0
40116,1,"BU05183488","single","2545AT","income_2_10",0
40117,1,"BU05183488","single","2545TP","income_2_10",1
40118,1,"BU05183488","single","2545TV","income_6_10",1
40119,1,"BU05183488","single","2545JN","income_8_10",1
40120,1,"BU05183488","single","2545WH","income_1_10",0
40121,1,"BU05183488","single","2545LM","income_6_10",0
40122,1,"BU05183488","single","2545GM","income_1_10",0
40123,1,"BU05183488","single","2545WC","income_7_10",0
40124,1,"BU05183488","single","2545AN","income_3_10",0
40125,1,"BU05183488","single","2544AH","income_8_10",0
40126,1,"BU05183488","single","2545XA","income_5_10",1
40127,1,"BU05183488","single","2545SX","income_4_10",0
40128,1,"BU05183488","single","2544AH","income_4_10",1
40129,1,"BU05183488","single","2544AN","income_7_10",1
40130,1,"BU05183488","single","2544BV","income_7_10",1
40131,1,"BU05183488","single","2545TD","income_8_10",1
40132,1,"BU05183488","single","2545VC","income_2_10",0
40133,1,"BU05183488","single","2545KE","income_6_10",0
40134,1,"BU05183488","single","2545TA","income_4_10",0
40135,1,"BU05183488","single","2544BK","income_10_10",1
40136,1,"BU05183488","single","2545GG","income_3_10",0
40137,1,"BU05183488","single","2545RW","income_9_10",0
40138,1,"BU05183488","single","2545KZ","income_4_10",1
40139,1,"BU05183488","single","2545BV","income_1_10",1
40140,1,"BU05183488","single","2544BG","income_10_10",1
40141,1,"BU05183488","single","2545GM","income_2_10",0
40142,1,"BU05183488","single","2545BT","income_5_10",1
40143,1,"BU05183488","single","2545AT","income_1_10",0
40144,1,"BU05183488","single","2545VA","income_1_10",1
40145,1,"BU05183488","single","2545TE","income_5_10",0
40146,1,"BU05183488","single","2545GE","income_5_10",0
40147,1,"BU05183488","single","2545TR","income_2_10",0
40148,1,"BU05183488","single","2545JW","income_5_10",1
40149,1,"BU05183488","single","2545CK","income_6_10",1
40150,1,"BU05183488","single","2545BP","income_4_10",0
40151,1,"BU05183488","single","2545JK","income_6_10",0
40152,1,"BU05183488","single","2545RD","income_5_10",0
40153,1,"BU05183488","single","2545TT","income_4_10",1
40154,1,"BU05183488","single","2545LP","income_2_10",0
40155,1,"BU05183488","single","2544BN","income_8_10",0
40156,1,"BU05183488","single","2545RD","income_4_10",0
40157,1,"BU05183488","single","2544BT","income_4_10",0
40158,1,"BU05183488","single","2544AT","income_2_10",1
40159,1,"BU05183488","single","2545VD","income_3_10",1
40160,1,"BU05183488","single","2545RD","income_3_10",0
40161,1,"BU05183488","single","2545GB","income_2_10",1
40162,1,"BU05183488","single","2545TC","income_5_10",1
40163,1,"BU05183488","single","2545KC","income_5_10",0
40164,1,"BU05183488","single","2545BM","income_9_10",0
40165,1,"BU05183488","single","2545BL","income_2_10",0
40166,1,"BU05183488","single","2545NR","income_1_10",1
40167,1,"BU05183488","single","2545LM","income_9_10",1
40168,1,"BU05183488","single","2545BW","income_1_10",0
40169,1,"BU05183488","single","2545LR","income_1_10",1
40170,1,"BU05183488","single","2545TV","income_4_10",1
40171,1,"BU05183488","single","2545BP","income_5_10",1
40172,1,"BU05183488","single","2545NX","income_2_10",0
40173,1,"BU05183488","single","2544AT","income_8_10",0
40174,1,"BU05183488","single","2545BM","income_5_10",0
40175,1,"BU05183488","single","2545BW","income_9_10",1
40176,1,"BU05183488","single","2545VR","income_2_10",0
40177,1,"BU05183488","single","2545BT","income_7_10",0
40178,1,"BU05183488","single","2545WG","income_1_10",0
40179,1,"BU05183488","single","2545BR","income_1_10",1
40180,1,"BU05183488","single","2545XR","income_6_10",1
40181,1,"BU05183488","single","2545BS","income_7_10",1
40182,1,"BU05183488","single","2545VG","income_1_10",1
40183,1,"BU05183488","single","2545NW","income_1_10",0
40184,1,"BU05183488","single","2545LL","income_4_10",0
40185,1,"BU05183488","single","2544AL","income_1_10",0
40186,1,"BU05183488","single","2545NX","income_1_10",0
40187,1,"BU05183488","single","2545RD","income_3_10",0
40188,1,"BU05183488","single","2545TP","income_4_10",0
40189,1,"BU05183488","single","2545WC","income_6_10",1
40190,1,"BU05183488","single","2544BN","income_2_10",0
40191,1,"BU05183488","single","2545WK","income_1_10",1
40192,1,"BU05183488","single","2545BV","income_2_10",1
40193,1,"BU05183488","single","2544AH","income_3_10",1
40194,1,"BU05183488","single","2544AH","income_2_10",0
40195,1,"BU05183488","single","2545XV","income_10_10",1
40196,1,"BU05183488","single","2544AX","income_4_10",0
40197,1,"BU05183488","single","2545RD","income_2_10",1
40198,1,"BU05183488","single","2544BH","income_1_10",1
40199,1,"BU05183488","single","2544BN","income_3_10",0
40200,1,"BU05183488","single","2545WK","income_10_10",1
40201,1,"BU05183488","single","2545WE","income_10_10",1
40202,1,"BU05183488","single","2545JG","income_1_10",1
40203,1,"BU05183488","single","2545KG","income_8_10",0
40204,1,"BU05183488","single","2544BL","income_9_10",1
40205,1,"BU05183488","single","2545BK","income_5_10",0
40206,1,"BU05183488","single","2544BN","income_1_10",1
40207,1,"BU05183488","single","2545AN","income_4_10",1
40208,1,"BU05183488","single","2545GG","income_1_10",0
40209,1,"BU05183488","single","2544BN","income_2_10",1
40210,1,"BU05183488","single","2545BL","income_5_10",0
40211,1,"BU05183488","single","2545WL","income_2_10",1
40212,1,"BU05183488","single","2545SX","income_2_10",0
40213,1,"BU05183488","single","2545BV","income_1_10",0
40214,1,"BU05183488","single","2545JZ","income_7_10",1
40215,1,"BU05183488","single","2545BS","income_9_10",1
40216,1,"BU05183488","single","2545GH","income_2_10",1
40217,1,"BU05183488","single","2545TH","income_1_10",1
40218,1,"BU05183488","single","2545TC","income_10_10",1
40219,1,"BU05183488","single","2545TT","income_10_10",0
40220,1,"BU05183488","single","2545WJ","income_1_10",0
40221,1,"BU05183488","single","2545WJ","income_2_10",1
40222,1,"BU05183488","single","2545TV","income_3_10",1
40223,1,"BU05183488","single","2545KH","income_1_10",1
40224,1,"BU05183488","single","2545LK","income_7_10",0
40225,1,"BU05183488","single","2545KC","income_1_10",1
40226,1,"BU05183488","single","2545KX","income_2_10",0
40227,1,"BU05183488","single","2544AX","income_5_10",1
40228,1,"BU05183488","single","2545WH","income_5_10",1
40229,1,"BU05183488","single","2545TT","income_7_10",1
40230,1,"BU05183488","single","2545CA","income_3_10",1
40231,1,"BU05183488","single","2545TK","income_7_10",1
40232,1,"BU05183488","single","2545BL","income_1_10",0
40233,1,"BU05183488","single","2545GB","income_6_10",0
40234,1,"BU05183488","single","2545GL","income_1_10",1
40235,1,"BU05183488","single","2545VE","income_3_10",1
40236,1,"BU05183488","single","2545VR","income_1_10",0
40237,1,"BU05183488","single","2545RW","income_2_10",0
40238,1,"BU05183488","single","2545BP","income_10_10",0
40239,1,"BU05183488","single","2544AS","income_1_10",0
40240,1,"BU05183488","single","2545LN","income_6_10",0
40241,1,"BU05183488","single","2545JK","income_5_10",1
40242,1,"BU05183488","single","2544AH","income_1_10",1
40243,1,"BU05183488","single","2545SX","income_6_10",0
40244,1,"BU05183488","single","2545GC","income_5_10",1
40245,1,"BU05183488","single","2545GM","income_8_10",1
40246,1,"BU05183488","single","2545BK","income_8_10",0
40247,1,"BU05183488","single","2545WN","income_3_10",0
40248,1,"BU05183488","single","2545TC","income_2_10",0
40249,1,"BU05183488","single","2545RH","income_4_10",1
40250,1,"BU05183488","single","2545BT","income_9_10",0
40251,1,"BU05183488","single","2545BR","income_6_10",0
40252,1,"BU05183488","single","2545XA","income_1_10",0
40253,1,"BU05183488","single","2545XA","income_1_10",1
40254,1,"BU05183488","single","2545KE","income_4_10",0
40255,1,"BU05183488","single","2545XT","income_9_10",0
40256,1,"BU05183488","single","2545NX","income_6_10",1
40257,1,"BU05183488","single","2545WG","income_7_10",1
40258,1,"BU05183488","single","2545TA","income_3_10",1
40259,1,"BU05183488","single","2545CA","income_3_10",0
40260,1,"BU05183488","single","2545LM","income_1_10",1
40261,1,"BU05183488","single","2544AV","income_4_10",0
40262,1,"BU05183488","single","2544BN","income_2_10",0
40263,1,"BU05183488","single","2545TM","income_8_10",0
40264,1,"BU05183488","single","2545JG","income_2_10",0
40265,1,"BU05183488","single","2545BP","income_10_10",1
40266,1,"BU05183488","single","2545KZ","income_6_10",1
40267,1,"BU05183488","single","2545BT","income_8_10",0
40268,1,"BU05183488","single","2545JJ","income_10_10",1
40269,1,"BU05183488","single","2544BV","income_6_10",0
40270,1,"BU05183488","single","2545GK","income_1_10",1
40271,1,"BU05183488","single","2545VD","income_3_10",1
40272,1,"BU05183488","single","2544BV","income_10_10",0
40273,1,"BU05183488","single","2545RP","income_2_10",1
40274,1,"BU05183488","single","2545TP","income_4_10",1
40275,1,"BU05183488","single","2545BP","income_6_10",1
40276,1,"BU05183488","single","2545SW","income_4_10",1
40277,1,"BU05183488","single","2545BS","income_1_10",0
40278,1,"BU05183488","single","2545JW","income_5_10",1
40279,1,"BU05183488","single","2545AL","income_6_10",0
40280,1,"BU05183488","single","2545AD","income_1_10",1
40281,1,"BU05183488","single","2545RN","income_10_10",1
40282,1,"BU05183488","single","2545TR","income_3_10",1
40283,1,"BU05183488","single","2545NP","income_6_10",1
40284,1,"BU05183488","single","2545BS","income_1_10",0
40285,1,"BU05183488","single","2545GE","income_4_10",0
40286,1,"BU05183488","single","2545XA","income_2_10",1
40287,1,"BU05183488","single","2544AR","income_5_10",0
40288,1,"BU05183488","single","2545TV","income_10_10",1
40289,1,"BU05183488","single","2545KL","income_3_10",0
40290,1,"BU05183488","single","2545LP","income_1_10",0
40291,1,"BU05183488","single","2544AS","income_6_10",1
40292,1,"BU05183488","single","2545WL","income_7_10",1
40293,1,"BU05183488","single","2545WK","income_4_10",1
40294,1,"BU05183488","single","2544BJ","income_1_10",1
40295,1,"BU05183488","single","2545JG","income_4_10",0
40296,1,"BU05183488","single","2544AJ","income_2_10",0
40297,1,"BU05183488","single","2545GE","income_9_10",1
40298,1,"BU05183488","single","2545AL","income_8_10",1
40299,1,"BU05183488","single","2544BK","income_2_10",0
40300,1,"BU05183488","single","2545SV","income_1_10",0
40301,1,"BU05183488","single","2545KG","income_2_10",0
40302,1,"BU05183488","single","2545TC","income_7_10",0
40303,1,"BU05183488","single","2545TC","income_8_10",1
40304,1,"BU05183488","single","2545CK","income_2_10",1
40305,1,"BU05183488","single","2545AE","income_5_10",0
40306,1,"BU05183488","single","2545KB","income_4_10",0
40307,1,"BU05183488","single","2544AW","income_6_10",0
40308,1,"BU05183488","single","2544AP","income_1_10",1
40309,1,"BU05183488","single","2545AS","income_8_10",1
40310,1,"BU05183488","single","2544BV","income_1_10",1
40311,1,"BU05183488","single","2545AM","income_1_10",0
40312,1,"BU05183488","single","2545RN","income_6_10",1
40313,1,"BU05183488","single","2545RW","income_8_10",1
40314,1,"BU05183488","single","2544BT","income_8_10",0
40315,1,"BU05183488","single","2545BT","income_5_10",0
40316,1,"BU05183488","single","2544AL","income_4_10",1
40317,1,"BU05183488","single","2544AN","income_4_10",0
40318,1,"BU05183488","single","2545LP","income_1_10",1
40319,1,"BU05183488","single","2545AL","income_1_10",1
40320,1,"BU05183488","single","2545KA","income_2_10",0
40321,1,"BU05183488","single","2545WG","income_8_10",0
40322,1,"BU05183488","single","2545WD","income_3_10",0
40323,1,"BU05183488","single","2545GD","income_6_10",0
40324,1,"BU05183488","single","2545LS","income_9_10",1
40325,1,"BU05183488","single","2545JM","income_1_10",0
40326,1,"BU05183488","single","2545NS","income_5_10",0
40327,1,"BU05183488","single","2545NP","income_2_10",0
40328,1,"BU05183488","single","2544AH","income_10_10",1
40329,1,"BU05183488","single","2545VN","income_1_10",1
40330,1,"BU05183488","single","2545BS","income_1_10",1
40331,1,"BU05183488","single","2545VD","income_7_10",0
40332,1,"BU05183488","single","2545BT","income_4_10",1
40333,1,"BU05183488","single","2545BR","income_2_10",0
40334,1,"BU05183488","single","2545XA","income_2_10",0
40335,1,"BU05183488","single","2545KX","income_3_10",1
40336,1,"BU05183488","single","2545RD","income_1_10",0
40337,1,"BU05183488","single","2545AR","income_1_10",1
40338,1,"BU05183488","single","2545JM","income_4_10",0
40339,1,"BU05183488","single","2545CA","income_7_10",0
40340,1,"BU05183488","single","2545BL","income_7_10",1
40341,1,"BU05183488","single","2545LR","income_1_10",0
40342,1,"BU05183488","single","2545BP","income_1_10",1
40343,1,"BU05183488","single","2545TP","income_9_10",1
40344,1,"BU05183488","single","2545BM","income_3_10",0
40345,1,"BU05183488","single","2545BW","income_5_10",0
40346,1,"BU05183488","single","2545BK","income_1_10",0
40347,1,"BU05183488","single","2544BV","income_1_10",1
40348,1,"BU05183488","single","2545LR","income_7_10",0
40349,1,"BU05183488","single","2544AM","income_5_10",1
40350,1,"BU05183488","single","2545KH","income_6_10",0
40351,1,"BU05183488","single","2545KB","income_6_10",1
40352,1,"BU05183488","single","2545CL","income_4_10",1
40353,1,"BU05183488","single","2545WK","income_2_10",0
40354,1,"BU05183488","single","2545JW","income_10_10",1
40355,1,"BU05183488","single","2545RL","income_2_10",1
40356,1,"BU05183488","single","2545VK","income_3_10",1
40357,1,"BU05183488","single","2545RJ","income_6_10",1
40358,1,"BU05183488","single","2544AT","income_9_10",1
40359,1,"BU05183488","single","2545WL","income_4_10",0
40360,1,"BU05183488","single","2544AN","income_1_10",0
40361,1,"BU05183488","single","2545AR","income_3_10",1
40362,1,"BU05183488","single","2545JJ","income_10_10",1
40363,1,"BU05183488","single","2545CK","income_1_10",1
40364,1,"BU05183488","single","2545LN","income_1_10",1
40365,1,"BU05183488","single","2545XR","income_3_10",1
40366,1,"BU05183488","single","2545WK","income_2_10",1
40367,1,"BU05183488","single","2545KB","income_2_10",0
40368,1,"BU05183488","single","2545VS","income_3_10",0
40369,1,"BU05183488","single","2544BV","income_5_10",0
40370,1,"BU05183488","single","2545WJ","income_5_10",0
40371,1,"BU05183488","single","2545NS","income_3_10",1
40372,1,"BU05183488","single","2545BM","income_2_10",0
40373,1,"BU05183488","single","2545VC","income_10_10",0
40374,1,"BU05183488","single","2545KC","income_5_10",1
40375,1,"BU05183488","single","2545KA","income_9_10",1
40376,1,"BU05183488","single","2545RJ","income_5_10",0
40377,1,"BU05183488","single","2545SL","income_5_10",1
40378,1,"BU05183488","single","2544BN","income_2_10",1
40379,1,"BU05183488","single","2545RP","income_10_10",1
40380,1,"BU05183488","single","2545NW","income_3_10",1
40381,1,"BU05183488","single","2545LP","income_3_10",1
40382,1,"BU05183488","single","2544AV","income_6_10",1
40383,1,"BU05183488","single","2545GK","income_10_10",0
40384,1,"BU05183488","single","2545NX","income_9_10",1
40385,1,"BU05183488","single","2545KH","income_2_10",1
40386,1,"BU05183488","single","2544BT","income_7_10",0
40387,1,"BU05183488","single","2545KD","income_6_10",0
40388,1,"BU05183488","single","2545AW","income_1_10",1
40389,1,"BU05183488","single","2545GM","income_4_10",0
40390,1,"BU05183488","single","2544AJ","income_8_10",1
40391,1,"BU05183488","single","2544AG","income_6_10",1
40392,1,"BU05183488","single","2545NP","income_2_10",0
40393,1,"BU05183488","single","2545GM","income_2_10",1
40394,1,"BU05183488","single","2545LR","income_7_10",1
40395,1,"BU05183488","single","2544AW","income_3_10",0
40396,1,"BU05183488","single","2545JL","income_3_10",1
40397,1,"BU05183488","single","2545SL","income_9_10",1
40398,1,"BU05183488","single","2545BT","income_9_10",0
40399,1,"BU05183488","single","2545WK","income_7_10",0
40400,1,"BU05183488","single","2545RD","income_6_10",0
40401,1,"BU05183488","single","2545WG","income_2_10",0
40402,1,"BU05183488","single","2545WC","income_9_10",1
40403,1,"BU05183488","single","2544BE","income_3_10",0
40404,1,"BU05183488","single","2545NX","income_3_10",0
40405,1,"BU05183488","single","2544BL","income_9_10",0
40406,1,"BU05183488","single","2545AD","income_8_10",0
40407,1,"BU05183488","single","2545AM","income_9_10",1
40408,1,"BU05183488","single","2545BM","income_1_10",1
40409,1,"BU05183488","single","2545BW","income_2_10",1
40410,1,"BU05183488","single","2545CA","income_2_10",0
40411,1,"BU05183488","single","2545RP","income_5_10",0
40412,1,"BU05183488","single","2545AR","income_3_10",0
40413,1,"BU05183488","single","2544AK","income_5_10",1
40414,1,"BU05183488","single","2545LN","income_1_10",0
40415,1,"BU05183488","single","2544AT","income_1_10",0
40416,1,"BU05183488","single","2545GA","income_5_10",0
40417,1,"BU05183488","single","2545AS","income_2_10",1
40418,1,"BU05183488","single","2545VC","income_8_10",0
40419,1,"BU05183488","single","2545KB","income_6_10",0
40420,1,"BU05183488","single","2544AV","income_1_10",0
40421,1,"BU05183488","single","2545BW","income_5_10",0
40422,1,"BU05183488","single","2544BL","income_2_10",1
40423,1,"BU05183488","single","2545NR","income_9_10",1
40424,1,"BU05183488","single","2545TC","income_8_10",1
40425,1,"BU05183488","single","2545BS","income_7_10",1
40426,1,"BU05183488","single","2545TA","income_3_10",0
40427,1,"BU05183488","single","2545WH","income_10_10",0
40428,1,"BU05183488","single","2545CL","income_1_10",0
40429,1,"BU05183488","single","2545JV","income_7_10",1
40430,1,"BU05183488","single","2545CK","income_1_10",0
40431,1,"BU05183488","single","2545LR","income_8_10",1
40432,1,"BU05183488","single","2545LL","income_8_10",1
40433,1,"BU05183488","single","2545KC","income_4_10",0
40434,1,"BU05183488","single","2545JJ","income_6_10",0
40435,1,"BU05183488","single","2545LN","income_9_10",0
40436,1,"BU05183488","single","2545BV","income_3_10",1
40437,1,"BU05183488","single","2544BN","income_2_10",0
40438,1,"BU05183488","single","2545RD","income_5_10",0
40439,1,"BU05183488","single","2545TC","income_1_10",0
40440,1,"BU05183488","single","2544AV","income_2_10",0
40441,1,"BU05183488","single","2545WL","income_1_10",1
40442,1,"BU05183488","single","2545NR","income_1_10",0
40443,1,"BU05183488","single","2545RL","income_3_10",0
40444,1,"BU05183488","single","2545WL","income_7_10",0
40445,1,"BU05183488","single","2545BN","income_2_10",0
40446,1,"BU05183488","single","2544BK","income_2_10",1
40447,1,"BU05183488","single","2545BW","income_6_10",0
40448,1,"BU05183488","single","2545AR","income_3_10",0
40449,1,"BU05183488","single","2545AC","income_6_10",1
40450,1,"BU05183488","single","2545KA","income_5_10",1
40451,1,"BU05183488","single","2545VE","income_1_10",1
40452,1,"BU05183488","single","2545BM","income_2_10",0
40453,1,"BU05183488","single","2545JK","income_3_10",0
40454,1,"BU05183488","single","2545JZ","income_4_10",1
40455,1,"BU05183488","single","2544AT","income_1_10",0
40456,1,"BU05183488","single","2545JX","income_4_10",1
40457,1,"BU05183488","single","2545GJ","income_6_10",1
40458,1,"BU05183488","single","2545JV","income_2_10",1
40459,1,"BU05183488","single","2545XA","income_10_10",0
40460,1,"BU05183488","single","2545TW","income_6_10",0
40461,1,"BU05183488","single","2544BL","income_1_10",1
40462,1,"BU05183488","single","2545TE","income_8_10",0
40463,1,"BU05183488","single","2545AW","income_9_10",0
40464,1,"BU05183488","single","2545WL","income_1_10",1
40465,1,"BU05183488","single","2544BN","income_2_10",0
40466,1,"BU05183488","single","2545BS","income_1_10",0
40467,1,"BU05183488","single","2545WG","income_2_10",0
40468,1,"BU05183488","single","2545GM","income_1_10",0
40469,1,"BU05183488","single","2545SX","income_5_10",0
40470,1,"BU05183488","single","2545JN","income_1_10",1
40471,1,"BU05183488","single","2545AT","income_5_10",1
40472,1,"BU05183488","single","2545WN","income_8_10",0
40473,1,"BU05183488","single","2545KE","income_2_10",0
40474,1,"BU05183488","single","2545KE","income_5_10",0
40475,1,"BU05183488","single","2545VA","income_9_10",1
40476,1,"BU05183488","single","2544BN","income_9_10",1
40477,1,"BU05183488","single","2545TP","income_3_10",0
40478,1,"BU05183488","single","2545LL","income_10_10",1
40479,1,"BU05183488","single","2544AW","income_7_10",1
40480,1,"BU05183488","single","2545RP","income_2_10",0
40481,1,"BU05183488","single","2545KX","income_6_10",1
40482,1,"BU05183488","single","2545AD","income_5_10",1
40483,1,"BU05183488","single","2544BN","income_5_10",0
40484,1,"BU05183488","single","2544AJ","income_6_10",1
40485,1,"BU05183488","single","2545JK","income_9_10",1
40486,1,"BU05183488","single","2545AD","income_4_10",0
40487,1,"BU05183488","single","2545SR","income_5_10",1
40488,1,"BU05183488","single","2545XP","income_4_10",0
40489,1,"BU05183488","single","2544BM","income_5_10",0
40490,1,"BU05183488","single","2545GH","income_10_10",0
40491,1,"BU05183488","single","2544BV","income_1_10",0
40492,1,"BU05183488","single","2545KE","income_2_10",1
40493,1,"BU05183488","single","2545KH","income_1_10",0
40494,1,"BU05183488","single","2545WK","income_10_10",0
40495,1,"BU05183488","single","2544BV","income_3_10",1
40496,1,"BU05183488","single","2545NX","income_4_10",0
40497,1,"BU05183488","single","2545AR","income_1_10",0
40498,1,"BU05183488","single","2545XA","income_7_10",0
40499,1,"BU05183488","single","2544AJ","income_6_10",1
40500,1,"BU05183488","single","2545VD","income_2_10",0
40501,1,"BU05183488","single","2544AS","income_2_10",1
40502,1,"BU05183488","single","2545JG","income_2_10",0
40503,1,"BU05183488","single","2545SR","income_2_10",0
40504,1,"BU05183488","single","2545GM","income_4_10",0
40505,1,"BU05183488","single","2545BW","income_1_10",1
40506,1,"BU05183488","single","2545XC","income_9_10",1
40507,1,"BU05183488","single","2545GC","income_5_10",0
40508,1,"BU05183488","single","2545SL","income_2_10",0
40509,1,"BU05183488","single","2545BM","income_1_10",0
40510,1,"BU05183488","single","2545TA","income_6_10",0
40511,1,"BU05183488","single","2545BV","income_1_10",0
40512,1,"BU05183488","single","2544AX","income_2_10",1
40513,1,"BU05183488","single","2545BN","income_5_10",0
40514,1,"BU05183488","single","2545BT","income_5_10",1
40515,1,"BU05183488","single","2545AN","income_3_10",1
40516,1,"BU05183488","single","2545CK","income_4_10",1
40517,1,"BU05183488","single","2545RD","income_2_10",1
40518,1,"BU05183488","single","2544BH","income_2_10",0
40519,1,"BU05183488","single","2545TR","income_1_10",1
40520,1,"BU05183488","single","2544BN","income_1_10",1
40521,1,"BU05183488","single","2545TT","income_7_10",1
40522,1,"BU05183488","single","2545JK","income_1_10",1
40523,1,"BU05183488","single","2544AG","income_2_10",0
40524,1,"BU05183488","single","2545BN","income_10_10",1
40525,1,"BU05183488","single","2545WN","income_5_10",1
40526,1,"BU05183488","single","2545AR","income_7_10",1
40527,1,"BU05183488","single","2545KA","income_1_10",1
40528,1,"BU05183488","single","2544BN","income_9_10",0
40529,1,"BU05183488","single","2545VC","income_1_10",0
40530,1,"BU05183488","single","2545XP","income_2_10",0
40531,1,"BU05183488","single","2545WE","income_5_10",0
40532,1,"BU05183488","single","2544AP","income_9_10",0
40533,1,"BU05183488","single","2544AP","income_1_10",0
40534,1,"BU05183488","single","2545SZ","income_1_10",1
40535,1,"BU05183488","single","2545VE","income_3_10",0
40536,1,"BU05183488","single","2544AH","income_1_10",1
40537,1,"BU05183488","single","2545AD","income_3_10",1
40538,1,"BU05183488","single","2545RD","income_2_10",0
40539,1,"BU05183488","single","2545TD","income_4_10",1
40540,1,"BU05183488","single","2544AT","income_1_10",1
40541,1,"BU05183488","single","2545AR","income_1_10",1
40542,1,"BU05183488","single","2545AM","income_2_10",0
