"","agent_ID","age_group","neighb_code","age"
"50968","Agent_50968","age_0_15","BU05183488",5
"7485","Agent_7485","age_25_45","BU05183284",32
"52883","Agent_52883","age_25_45","BU05183488",33
"8612","Agent_8612","age_45_65","BU05183284",64
"39461","Agent_39461","age_45_65","BU05183398",56
"68954","Agent_68954","age_15_25","BU05183638",22
"31201","Agent_31201","age_over65","BU05183396",69
"3169","Agent_3169","age_15_25","BU05183284",22
"55326","Agent_55326","age_45_65","BU05183488",49
"35479","Agent_35479","age_25_45","BU05183398",42
"59391","Agent_59391","age_25_45","BU05183489",44
"24343","Agent_24343","age_0_15","BU05183396",7
"74719","Agent_74719","age_0_15","BU05183639",8
"27199","Agent_27199","age_25_45","BU05183396",27
"38461","Agent_38461","age_25_45","BU05183398",43
"11498","Agent_11498","age_45_65","BU05183284",55
"64179","Agent_64179","age_0_15","BU05183620",6
"58105","Agent_58105","age_0_15","BU05183489",1
"33102","Agent_33102","age_0_15","BU05183398",4
"6581","Agent_6581","age_25_45","BU05183284",43
"4666","Agent_4666","age_25_45","BU05183284",27
"58101","Agent_58101","age_0_15","BU05183489",14
"47869","Agent_47869","age_25_45","BU05183480",44
"71561","Agent_71561","age_45_65","BU05183638",50
"63516","Agent_63516","age_over65","BU05183536",68
"15472","Agent_15472","age_0_15","BU05183387",13
"68895","Agent_68895","age_15_25","BU05183638",24
"62227","Agent_62227","age_45_65","BU05183489",55
"27175","Agent_27175","age_25_45","BU05183396",34
"5061","Agent_5061","age_25_45","BU05183284",32
"59527","Agent_59527","age_25_45","BU05183489",29
"13218","Agent_13218","age_over65","BU05183284",69
"17938","Agent_17938","age_15_25","BU05183387",20
"75661","Agent_75661","age_25_45","BU05183639",40
"15963","Agent_15963","age_0_15","BU05183387",4
"30612","Agent_30612","age_45_65","BU05183396",55
"42559","Agent_42559","age_over65","BU05183398",91
"67899","Agent_67899","age_0_15","BU05183638",6
"52760","Agent_52760","age_25_45","BU05183488",28
"65448","Agent_65448","age_25_45","BU05183620",37
"7551","Agent_7551","age_25_45","BU05183284",42
"65764","Agent_65764","age_45_65","BU05183620",47
"66069","Agent_66069","age_45_65","BU05183620",47
"35605","Agent_35605","age_25_45","BU05183398",38
"23684","Agent_23684","age_over65","BU05183387",71
"51731","Agent_51731","age_0_15","BU05183488",10
"51179","Agent_51179","age_0_15","BU05183488",10
"37934","Agent_37934","age_25_45","BU05183398",44
"57548","Agent_57548","age_over65","BU05183488",70
"12894","Agent_12894","age_over65","BU05183284",69
"30848","Agent_30848","age_over65","BU05183396",84
"4673","Agent_4673","age_25_45","BU05183284",25
"19106","Agent_19106","age_25_45","BU05183387",26
"33586","Agent_33586","age_0_15","BU05183398",8
"64366","Agent_64366","age_15_25","BU05183620",23
"72068","Agent_72068","age_45_65","BU05183638",61
"60664","Agent_60664","age_25_45","BU05183489",30
"20471","Agent_20471","age_25_45","BU05183387",28
"8285","Agent_8285","age_25_45","BU05183284",26
"8989","Agent_8989","age_45_65","BU05183284",62
"61189","Agent_61189","age_25_45","BU05183489",29
"76547","Agent_76547","age_25_45","BU05183639",28
"37089","Agent_37089","age_25_45","BU05183398",43
"45427","Agent_45427","age_15_25","BU05183480",16
"46746","Agent_46746","age_25_45","BU05183480",38
"53676","Agent_53676","age_25_45","BU05183488",39
"18972","Agent_18972","age_25_45","BU05183387",34
"30609","Agent_30609","age_45_65","BU05183396",57
"56671","Agent_56671","age_45_65","BU05183488",56
"45228","Agent_45228","age_0_15","BU05183480",11
"67737","Agent_67737","age_0_15","BU05183638",10
"7760","Agent_7760","age_25_45","BU05183284",42
"71792","Agent_71792","age_45_65","BU05183638",58
"36775","Agent_36775","age_25_45","BU05183398",25
"60877","Agent_60877","age_25_45","BU05183489",37
"43006","Agent_43006","age_25_45","BU05183399",31
"17253","Agent_17253","age_15_25","BU05183387",20
"72402","Agent_72402","age_45_65","BU05183638",59
"42157","Agent_42157","age_over65","BU05183398",66
"66307","Agent_66307","age_45_65","BU05183620",59
"58241","Agent_58241","age_0_15","BU05183489",1
"29302","Agent_29302","age_45_65","BU05183396",47
"75740","Agent_75740","age_25_45","BU05183639",36
"54388","Agent_54388","age_25_45","BU05183488",25
"76063","Agent_76063","age_25_45","BU05183639",44
"68869","Agent_68869","age_15_25","BU05183638",21
"1827","Agent_1827","age_0_15","BU05183284",6
"52394","Agent_52394","age_15_25","BU05183488",19
"31387","Agent_31387","age_over65","BU05183396",77
"76823","Agent_76823","age_25_45","BU05183639",34
"32177","Agent_32177","age_0_15","BU05183398",6
"77093","Agent_77093","age_25_45","BU05183639",32
"48003","Agent_48003","age_25_45","BU05183480",31
"28330","Agent_28330","age_25_45","BU05183396",43
"39446","Agent_39446","age_45_65","BU05183398",60
"74302","Agent_74302","age_0_15","BU05183639",7
"62413","Agent_62413","age_45_65","BU05183489",50
"16574","Agent_16574","age_0_15","BU05183387",8
"39885","Agent_39885","age_45_65","BU05183398",55
"77017","Agent_77017","age_25_45","BU05183639",42
"59931","Agent_59931","age_25_45","BU05183489",34
"75789","Agent_75789","age_25_45","BU05183639",43
"50472","Agent_50472","age_0_15","BU05183488",6
"71530","Agent_71530","age_45_65","BU05183638",48
"17285","Agent_17285","age_15_25","BU05183387",17
"38013","Agent_38013","age_25_45","BU05183398",34
"29798","Agent_29798","age_45_65","BU05183396",50
"36073","Agent_36073","age_25_45","BU05183398",32
"49562","Agent_49562","age_45_65","BU05183480",62
"36413","Agent_36413","age_25_45","BU05183398",26
"69924","Agent_69924","age_25_45","BU05183638",41
"71688","Agent_71688","age_45_65","BU05183638",56
"49553","Agent_49553","age_45_65","BU05183480",47
"30864","Agent_30864","age_over65","BU05183396",73
"33443","Agent_33443","age_0_15","BU05183398",8
"49610","Agent_49610","age_45_65","BU05183480",60
"1054","Agent_1054","age_0_15","BU05183284",7
"54988","Agent_54988","age_45_65","BU05183488",50
"29840","Agent_29840","age_45_65","BU05183396",45
"45397","Agent_45397","age_15_25","BU05183480",22
"44471","Agent_44471","age_0_15","BU05183480",11
"75402","Agent_75402","age_15_25","BU05183639",19
"10764","Agent_10764","age_45_65","BU05183284",55
"28903","Agent_28903","age_45_65","BU05183396",46
"68848","Agent_68848","age_15_25","BU05183638",15
"13423","Agent_13423","age_over65","BU05183284",70
"36714","Agent_36714","age_25_45","BU05183398",35
"24339","Agent_24339","age_0_15","BU05183396",11
"11157","Agent_11157","age_45_65","BU05183284",62
"68945","Agent_68945","age_15_25","BU05183638",18
"12286","Agent_12286","age_45_65","BU05183284",59
"73620","Agent_73620","age_over65","BU05183638",66
"51571","Agent_51571","age_0_15","BU05183488",10
"2846","Agent_2846","age_15_25","BU05183284",18
"43350","Agent_43350","age_45_65","BU05183399",46
"37877","Agent_37877","age_25_45","BU05183398",40
"44553","Agent_44553","age_0_15","BU05183480",14
"51421","Agent_51421","age_0_15","BU05183488",11
"37028","Agent_37028","age_25_45","BU05183398",44
"67266","Agent_67266","age_0_15","BU05183638",2
"11930","Agent_11930","age_45_65","BU05183284",59
"74125","Agent_74125","age_0_15","BU05183639",2
"18037","Agent_18037","age_25_45","BU05183387",29
"50163","Agent_50163","age_over65","BU05183480",74
"18458","Agent_18458","age_25_45","BU05183387",36
"22333","Agent_22333","age_45_65","BU05183387",47
"72671","Agent_72671","age_45_65","BU05183638",53
"28438","Agent_28438","age_25_45","BU05183396",34
"19748","Agent_19748","age_25_45","BU05183387",31
"34454","Agent_34454","age_15_25","BU05183398",22
"16450","Agent_16450","age_0_15","BU05183387",1
"69171","Agent_69171","age_25_45","BU05183638",34
"33979","Agent_33979","age_0_15","BU05183398",1
"64602","Agent_64602","age_15_25","BU05183620",19
"2882","Agent_2882","age_15_25","BU05183284",20
"2459","Agent_2459","age_15_25","BU05183284",19
"14962","Agent_14962","age_over65","BU05183284",72
"46788","Agent_46788","age_25_45","BU05183480",35
"15730","Agent_15730","age_0_15","BU05183387",1
"27926","Agent_27926","age_25_45","BU05183396",32
"63426","Agent_63426","age_over65","BU05183489",88
"53565","Agent_53565","age_25_45","BU05183488",26
"34766","Agent_34766","age_15_25","BU05183398",23
"12867","Agent_12867","age_over65","BU05183284",67
"16572","Agent_16572","age_0_15","BU05183387",10
"23368","Agent_23368","age_over65","BU05183387",74
"12442","Agent_12442","age_over65","BU05183284",68
"71636","Agent_71636","age_45_65","BU05183638",46
"17748","Agent_17748","age_15_25","BU05183387",21
"36615","Agent_36615","age_25_45","BU05183398",36
"38941","Agent_38941","age_45_65","BU05183398",61
"19184","Agent_19184","age_25_45","BU05183387",42
"60924","Agent_60924","age_25_45","BU05183489",37
"42814","Agent_42814","age_15_25","BU05183399",16
"19336","Agent_19336","age_25_45","BU05183387",39
"50805","Agent_50805","age_0_15","BU05183488",11
"61212","Agent_61212","age_25_45","BU05183489",40
"66365","Agent_66365","age_45_65","BU05183620",55
"95","Agent_95","age_0_15","BU05183284",14
"2641","Agent_2641","age_15_25","BU05183284",16
"74482","Agent_74482","age_0_15","BU05183639",11
"10501","Agent_10501","age_45_65","BU05183284",59
"68121","Agent_68121","age_0_15","BU05183638",10
"62299","Agent_62299","age_45_65","BU05183489",45
"21228","Agent_21228","age_45_65","BU05183387",47
"730","Agent_730","age_0_15","BU05183284",14
"67894","Agent_67894","age_0_15","BU05183638",9
"35662","Agent_35662","age_25_45","BU05183398",39
"16343","Agent_16343","age_0_15","BU05183387",4
"37001","Agent_37001","age_25_45","BU05183398",40
"63121","Agent_63121","age_over65","BU05183489",72
"28597","Agent_28597","age_25_45","BU05183396",29
"77209","Agent_77209","age_25_45","BU05183639",25
"49035","Agent_49035","age_45_65","BU05183480",64
"36435","Agent_36435","age_25_45","BU05183398",40
"65447","Agent_65447","age_25_45","BU05183620",42
"26317","Agent_26317","age_15_25","BU05183396",21
"19227","Agent_19227","age_25_45","BU05183387",30
"60340","Agent_60340","age_25_45","BU05183489",25
"24299","Agent_24299","age_0_15","BU05183396",0
"30536","Agent_30536","age_45_65","BU05183396",51
"35568","Agent_35568","age_25_45","BU05183398",42
"49631","Agent_49631","age_45_65","BU05183480",57
"57128","Agent_57128","age_over65","BU05183488",67
"41330","Agent_41330","age_over65","BU05183398",76
"21293","Agent_21293","age_45_65","BU05183387",58
"4970","Agent_4970","age_25_45","BU05183284",43
"2008","Agent_2008","age_0_15","BU05183284",11
"74697","Agent_74697","age_0_15","BU05183639",3
"7389","Agent_7389","age_25_45","BU05183284",29
"39206","Agent_39206","age_45_65","BU05183398",52
"41434","Agent_41434","age_over65","BU05183398",90
"38607","Agent_38607","age_45_65","BU05183398",61
"40362","Agent_40362","age_45_65","BU05183398",55
"6027","Agent_6027","age_25_45","BU05183284",34
"58205","Agent_58205","age_0_15","BU05183489",0
"6413","Agent_6413","age_25_45","BU05183284",35
"10505","Agent_10505","age_45_65","BU05183284",58
"59839","Agent_59839","age_25_45","BU05183489",42
"6835","Agent_6835","age_25_45","BU05183284",43
"62895","Agent_62895","age_over65","BU05183489",72
"55926","Agent_55926","age_45_65","BU05183488",55
"51759","Agent_51759","age_0_15","BU05183488",10
"44875","Agent_44875","age_0_15","BU05183480",8
"56825","Agent_56825","age_over65","BU05183488",76
"21336","Agent_21336","age_45_65","BU05183387",60
"14513","Agent_14513","age_over65","BU05183284",74
"5953","Agent_5953","age_25_45","BU05183284",44
"75421","Agent_75421","age_15_25","BU05183639",19
"36234","Agent_36234","age_25_45","BU05183398",37
"73629","Agent_73629","age_over65","BU05183638",92
"65042","Agent_65042","age_25_45","BU05183620",27
"33229","Agent_33229","age_0_15","BU05183398",9
"10544","Agent_10544","age_45_65","BU05183284",50
"32814","Agent_32814","age_0_15","BU05183398",5
"35954","Agent_35954","age_25_45","BU05183398",30
"10698","Agent_10698","age_45_65","BU05183284",58
"51850","Agent_51850","age_15_25","BU05183488",20
"56480","Agent_56480","age_45_65","BU05183488",54
"62707","Agent_62707","age_over65","BU05183489",72
"50219","Agent_50219","age_over65","BU05183480",74
"70307","Agent_70307","age_25_45","BU05183638",30
"68655","Agent_68655","age_15_25","BU05183638",20
"16943","Agent_16943","age_15_25","BU05183387",22
"30104","Agent_30104","age_45_65","BU05183396",55
"36785","Agent_36785","age_25_45","BU05183398",44
"28057","Agent_28057","age_25_45","BU05183396",31
"53376","Agent_53376","age_25_45","BU05183488",34
"67965","Agent_67965","age_0_15","BU05183638",4
"64352","Agent_64352","age_15_25","BU05183620",23
"48007","Agent_48007","age_25_45","BU05183480",37
"33775","Agent_33775","age_0_15","BU05183398",14
"51318","Agent_51318","age_0_15","BU05183488",13
"26702","Agent_26702","age_25_45","BU05183396",34
"60408","Agent_60408","age_25_45","BU05183489",26
"21263","Agent_21263","age_45_65","BU05183387",61
"45641","Agent_45641","age_15_25","BU05183480",24
"76964","Agent_76964","age_25_45","BU05183639",33
"56560","Agent_56560","age_45_65","BU05183488",56
"43653","Agent_43653","age_over65","BU05183399",72
"3509","Agent_3509","age_15_25","BU05183284",21
"55670","Agent_55670","age_45_65","BU05183488",52
"60822","Agent_60822","age_25_45","BU05183489",30
"76664","Agent_76664","age_25_45","BU05183639",33
"47086","Agent_47086","age_25_45","BU05183480",40
"38131","Agent_38131","age_25_45","BU05183398",29
"29910","Agent_29910","age_45_65","BU05183396",63
"10817","Agent_10817","age_45_65","BU05183284",52
"68153","Agent_68153","age_0_15","BU05183638",6
"53651","Agent_53651","age_25_45","BU05183488",44
"13701","Agent_13701","age_over65","BU05183284",88
"46545","Agent_46545","age_25_45","BU05183480",25
"44502","Agent_44502","age_0_15","BU05183480",13
"10747","Agent_10747","age_45_65","BU05183284",54
"57252","Agent_57252","age_over65","BU05183488",80
"7995","Agent_7995","age_25_45","BU05183284",38
"27411","Agent_27411","age_25_45","BU05183396",31
"73243","Agent_73243","age_over65","BU05183638",70
"48763","Agent_48763","age_45_65","BU05183480",53
"78273","Agent_78273","age_over65","BU05183639",90
"8236","Agent_8236","age_25_45","BU05183284",28
"62465","Agent_62465","age_45_65","BU05183489",59
"49340","Agent_49340","age_45_65","BU05183480",49
"15312","Agent_15312","age_0_15","BU05183387",4
"75045","Agent_75045","age_15_25","BU05183639",21
"19772","Agent_19772","age_25_45","BU05183387",44
"5477","Agent_5477","age_25_45","BU05183284",40
"57475","Agent_57475","age_over65","BU05183488",71
"29516","Agent_29516","age_45_65","BU05183396",49
"20190","Agent_20190","age_25_45","BU05183387",44
"53125","Agent_53125","age_25_45","BU05183488",42
"17965","Agent_17965","age_15_25","BU05183387",21
"60749","Agent_60749","age_25_45","BU05183489",38
"64135","Agent_64135","age_0_15","BU05183620",8
"61327","Agent_61327","age_45_65","BU05183489",62
"11091","Agent_11091","age_45_65","BU05183284",57
"68799","Agent_68799","age_15_25","BU05183638",16
"54496","Agent_54496","age_25_45","BU05183488",33
"73854","Agent_73854","age_over65","BU05183638",77
"4770","Agent_4770","age_25_45","BU05183284",43
"2471","Agent_2471","age_15_25","BU05183284",19
"25049","Agent_25049","age_0_15","BU05183396",12
"34951","Agent_34951","age_15_25","BU05183398",24
"30474","Agent_30474","age_45_65","BU05183396",56
"56392","Agent_56392","age_45_65","BU05183488",56
"39159","Agent_39159","age_45_65","BU05183398",58
"32063","Agent_32063","age_0_15","BU05183398",14
"38611","Agent_38611","age_45_65","BU05183398",49
"78109","Agent_78109","age_45_65","BU05183639",61
"57095","Agent_57095","age_over65","BU05183488",69
"51723","Agent_51723","age_0_15","BU05183488",9
"63406","Agent_63406","age_over65","BU05183489",72
"39230","Agent_39230","age_45_65","BU05183398",47
"39311","Agent_39311","age_45_65","BU05183398",47
"77837","Agent_77837","age_45_65","BU05183639",64
"61537","Agent_61537","age_45_65","BU05183489",46
"57518","Agent_57518","age_over65","BU05183488",84
"60668","Agent_60668","age_25_45","BU05183489",35
"74790","Agent_74790","age_0_15","BU05183639",0
"41986","Agent_41986","age_over65","BU05183398",73
"20030","Agent_20030","age_25_45","BU05183387",37
"5645","Agent_5645","age_25_45","BU05183284",44
"7552","Agent_7552","age_25_45","BU05183284",35
"69715","Agent_69715","age_25_45","BU05183638",27
"72253","Agent_72253","age_45_65","BU05183638",54
"36412","Agent_36412","age_25_45","BU05183398",27
"9467","Agent_9467","age_45_65","BU05183284",47
"55316","Agent_55316","age_45_65","BU05183488",53
"36454","Agent_36454","age_25_45","BU05183398",34
"42755","Agent_42755","age_0_15","BU05183399",7
"55166","Agent_55166","age_45_65","BU05183488",51
"72952","Agent_72952","age_45_65","BU05183638",60
"76077","Agent_76077","age_25_45","BU05183639",41
"44373","Agent_44373","age_0_15","BU05183480",8
"8750","Agent_8750","age_45_65","BU05183284",48
"50160","Agent_50160","age_over65","BU05183480",89
"24894","Agent_24894","age_0_15","BU05183396",0
"68280","Agent_68280","age_15_25","BU05183638",19
"18576","Agent_18576","age_25_45","BU05183387",37
"38416","Agent_38416","age_25_45","BU05183398",34
"27662","Agent_27662","age_25_45","BU05183396",39
"40193","Agent_40193","age_45_65","BU05183398",56
"75779","Agent_75779","age_25_45","BU05183639",34
"67087","Agent_67087","age_0_15","BU05183638",13
"21574","Agent_21574","age_45_65","BU05183387",45
"15378","Agent_15378","age_0_15","BU05183387",0
"68802","Agent_68802","age_15_25","BU05183638",17
"22953","Agent_22953","age_over65","BU05183387",79
"46835","Agent_46835","age_25_45","BU05183480",26
"22718","Agent_22718","age_over65","BU05183387",67
"58057","Agent_58057","age_0_15","BU05183489",12
"61069","Agent_61069","age_25_45","BU05183489",26
"17732","Agent_17732","age_15_25","BU05183387",19
"3950","Agent_3950","age_25_45","BU05183284",37
"6980","Agent_6980","age_25_45","BU05183284",29
"57084","Agent_57084","age_over65","BU05183488",70
"45646","Agent_45646","age_15_25","BU05183480",16
"11150","Agent_11150","age_45_65","BU05183284",51
"57962","Agent_57962","age_0_15","BU05183489",14
"9992","Agent_9992","age_45_65","BU05183284",47
"65320","Agent_65320","age_25_45","BU05183620",43
"16432","Agent_16432","age_0_15","BU05183387",5
"50394","Agent_50394","age_0_15","BU05183488",2
"42790","Agent_42790","age_0_15","BU05183399",6
"56581","Agent_56581","age_45_65","BU05183488",62
"55572","Agent_55572","age_45_65","BU05183488",62
"24394","Agent_24394","age_0_15","BU05183396",7
"74140","Agent_74140","age_0_15","BU05183639",1
"65343","Agent_65343","age_25_45","BU05183620",34
"60784","Agent_60784","age_25_45","BU05183489",42
"57490","Agent_57490","age_over65","BU05183488",66
"5369","Agent_5369","age_25_45","BU05183284",32
"64403","Agent_64403","age_15_25","BU05183620",18
"46809","Agent_46809","age_25_45","BU05183480",28
"64247","Agent_64247","age_0_15","BU05183620",4
"46365","Agent_46365","age_25_45","BU05183480",31
"72154","Agent_72154","age_45_65","BU05183638",50
"54448","Agent_54448","age_25_45","BU05183488",31
"38019","Agent_38019","age_25_45","BU05183398",40
"28110","Agent_28110","age_25_45","BU05183396",33
"44859","Agent_44859","age_0_15","BU05183480",4
"39386","Agent_39386","age_45_65","BU05183398",53
"3272","Agent_3272","age_15_25","BU05183284",17
"61376","Agent_61376","age_45_65","BU05183489",63
"22623","Agent_22623","age_45_65","BU05183387",62
"35521","Agent_35521","age_25_45","BU05183398",39
"4334","Agent_4334","age_25_45","BU05183284",40
"61192","Agent_61192","age_25_45","BU05183489",42
"7512","Agent_7512","age_25_45","BU05183284",27
"19327","Agent_19327","age_25_45","BU05183387",32
"61603","Agent_61603","age_45_65","BU05183489",52
"52021","Agent_52021","age_15_25","BU05183488",18
"21489","Agent_21489","age_45_65","BU05183387",53
"10080","Agent_10080","age_45_65","BU05183284",56
"43671","Agent_43671","age_over65","BU05183399",82
"17121","Agent_17121","age_15_25","BU05183387",15
"1782","Agent_1782","age_0_15","BU05183284",6
"50602","Agent_50602","age_0_15","BU05183488",6
"16653","Agent_16653","age_0_15","BU05183387",8
"57901","Agent_57901","age_0_15","BU05183489",4
"38077","Agent_38077","age_25_45","BU05183398",36
"68476","Agent_68476","age_15_25","BU05183638",22
"2812","Agent_2812","age_15_25","BU05183284",18
"23341","Agent_23341","age_over65","BU05183387",79
"34837","Agent_34837","age_15_25","BU05183398",21
"15974","Agent_15974","age_0_15","BU05183387",2
"617","Agent_617","age_0_15","BU05183284",13
"1173","Agent_1173","age_0_15","BU05183284",8
"63518","Agent_63518","age_over65","BU05183536",66
"8317","Agent_8317","age_25_45","BU05183284",41
"52","Agent_52","age_45_65","BU05181785",46
"68871","Agent_68871","age_15_25","BU05183638",15
"76146","Agent_76146","age_25_45","BU05183639",38
"44555","Agent_44555","age_0_15","BU05183480",8
"7802","Agent_7802","age_25_45","BU05183284",35
"29153","Agent_29153","age_45_65","BU05183396",45
"6198","Agent_6198","age_25_45","BU05183284",44
"23387","Agent_23387","age_over65","BU05183387",78
"34199","Agent_34199","age_15_25","BU05183398",22
"38544","Agent_38544","age_45_65","BU05183398",64
"62026","Agent_62026","age_45_65","BU05183489",53
"45388","Agent_45388","age_15_25","BU05183480",20
"31155","Agent_31155","age_over65","BU05183396",72
"39851","Agent_39851","age_45_65","BU05183398",48
"57531","Agent_57531","age_over65","BU05183488",74
"23044","Agent_23044","age_over65","BU05183387",74
"59442","Agent_59442","age_25_45","BU05183489",26
"47458","Agent_47458","age_25_45","BU05183480",44
"10449","Agent_10449","age_45_65","BU05183284",54
"72222","Agent_72222","age_45_65","BU05183638",63
"23514","Agent_23514","age_over65","BU05183387",66
"40783","Agent_40783","age_45_65","BU05183398",55
"32894","Agent_32894","age_0_15","BU05183398",8
"19466","Agent_19466","age_25_45","BU05183387",27
"25865","Agent_25865","age_15_25","BU05183396",19
"30908","Agent_30908","age_over65","BU05183396",68
"14493","Agent_14493","age_over65","BU05183284",72
"6724","Agent_6724","age_25_45","BU05183284",32
"9848","Agent_9848","age_45_65","BU05183284",50
"77666","Agent_77666","age_45_65","BU05183639",47
"32139","Agent_32139","age_0_15","BU05183398",12
"36708","Agent_36708","age_25_45","BU05183398",34
"1961","Agent_1961","age_0_15","BU05183284",4
"21454","Agent_21454","age_45_65","BU05183387",60
"658","Agent_658","age_0_15","BU05183284",14
"30963","Agent_30963","age_over65","BU05183396",72
"26375","Agent_26375","age_25_45","BU05183396",26
"13678","Agent_13678","age_over65","BU05183284",85
"66547","Agent_66547","age_over65","BU05183620",72
"10196","Agent_10196","age_45_65","BU05183284",51
"1089","Agent_1089","age_0_15","BU05183284",8
"67563","Agent_67563","age_0_15","BU05183638",10
"77596","Agent_77596","age_45_65","BU05183639",51
"46599","Agent_46599","age_25_45","BU05183480",28
"33841","Agent_33841","age_0_15","BU05183398",12
"8791","Agent_8791","age_45_65","BU05183284",56
"22712","Agent_22712","age_over65","BU05183387",67
"18042","Agent_18042","age_25_45","BU05183387",43
"30560","Agent_30560","age_45_65","BU05183396",47
"53043","Agent_53043","age_25_45","BU05183488",27
"28929","Agent_28929","age_45_65","BU05183396",46
"71001","Agent_71001","age_25_45","BU05183638",35
"66994","Agent_66994","age_0_15","BU05183638",4
"35724","Agent_35724","age_25_45","BU05183398",41
"39611","Agent_39611","age_45_65","BU05183398",48
"11743","Agent_11743","age_45_65","BU05183284",47
"73841","Agent_73841","age_over65","BU05183638",65
"18860","Agent_18860","age_25_45","BU05183387",40
"13459","Agent_13459","age_over65","BU05183284",76
"31117","Agent_31117","age_over65","BU05183396",78
"10956","Agent_10956","age_45_65","BU05183284",47
"13573","Agent_13573","age_over65","BU05183284",74
"16816","Agent_16816","age_0_15","BU05183387",8
"24719","Agent_24719","age_0_15","BU05183396",5
"77990","Agent_77990","age_45_65","BU05183639",51
"28881","Agent_28881","age_45_65","BU05183396",53
"9597","Agent_9597","age_45_65","BU05183284",54
"37834","Agent_37834","age_25_45","BU05183398",34
"39247","Agent_39247","age_45_65","BU05183398",50
"67634","Agent_67634","age_0_15","BU05183638",2
"18074","Agent_18074","age_25_45","BU05183387",37
"18651","Agent_18651","age_25_45","BU05183387",40
"63052","Agent_63052","age_over65","BU05183489",77
"38010","Agent_38010","age_25_45","BU05183398",34
"57205","Agent_57205","age_over65","BU05183488",67
"30271","Agent_30271","age_45_65","BU05183396",59
"33091","Agent_33091","age_0_15","BU05183398",0
"32287","Agent_32287","age_0_15","BU05183398",7
"21377","Agent_21377","age_45_65","BU05183387",48
"33906","Agent_33906","age_0_15","BU05183398",9
"44515","Agent_44515","age_0_15","BU05183480",5
"51658","Agent_51658","age_0_15","BU05183488",7
"74806","Agent_74806","age_0_15","BU05183639",4
"6981","Agent_6981","age_25_45","BU05183284",44
"58492","Agent_58492","age_0_15","BU05183489",1
"32469","Agent_32469","age_0_15","BU05183398",7
"24091","Agent_24091","age_0_15","BU05183396",7
"44809","Agent_44809","age_0_15","BU05183480",2
"30238","Agent_30238","age_45_65","BU05183396",55
"62615","Agent_62615","age_45_65","BU05183489",59
"46505","Agent_46505","age_25_45","BU05183480",38
"59486","Agent_59486","age_25_45","BU05183489",33
"62687","Agent_62687","age_over65","BU05183489",92
"6552","Agent_6552","age_25_45","BU05183284",35
"22384","Agent_22384","age_45_65","BU05183387",53
"38738","Agent_38738","age_45_65","BU05183398",53
"51703","Agent_51703","age_0_15","BU05183488",3
"47973","Agent_47973","age_25_45","BU05183480",35
"66370","Agent_66370","age_45_65","BU05183620",48
"31068","Agent_31068","age_over65","BU05183396",66
"17814","Agent_17814","age_15_25","BU05183387",17
"77366","Agent_77366","age_45_65","BU05183639",58
"13215","Agent_13215","age_over65","BU05183284",71
"41549","Agent_41549","age_over65","BU05183398",67
"41807","Agent_41807","age_over65","BU05183398",84
"7809","Agent_7809","age_25_45","BU05183284",41
"46121","Agent_46121","age_25_45","BU05183480",25
"36794","Agent_36794","age_25_45","BU05183398",36
"21870","Agent_21870","age_45_65","BU05183387",58
"29519","Agent_29519","age_45_65","BU05183396",46
"24371","Agent_24371","age_0_15","BU05183396",8
"42002","Agent_42002","age_over65","BU05183398",69
"64876","Agent_64876","age_25_45","BU05183620",27
"73197","Agent_73197","age_over65","BU05183638",81
"75239","Agent_75239","age_15_25","BU05183639",15
"55124","Agent_55124","age_45_65","BU05183488",49
"53758","Agent_53758","age_25_45","BU05183488",44
"26136","Agent_26136","age_15_25","BU05183396",23
"23959","Agent_23959","age_0_15","BU05183396",0
"14650","Agent_14650","age_over65","BU05183284",69
"24369","Agent_24369","age_0_15","BU05183396",11
"24303","Agent_24303","age_0_15","BU05183396",11
"76639","Agent_76639","age_25_45","BU05183639",41
"72353","Agent_72353","age_45_65","BU05183638",48
"271","Agent_271","age_0_15","BU05183284",7
"33557","Agent_33557","age_0_15","BU05183398",14
"34731","Agent_34731","age_15_25","BU05183398",18
"20674","Agent_20674","age_45_65","BU05183387",49
"72169","Agent_72169","age_45_65","BU05183638",45
"77529","Agent_77529","age_45_65","BU05183639",55
"14414","Agent_14414","age_over65","BU05183284",84
"55808","Agent_55808","age_45_65","BU05183488",62
"9418","Agent_9418","age_45_65","BU05183284",56
"62893","Agent_62893","age_over65","BU05183489",85
"43309","Agent_43309","age_45_65","BU05183399",58
"48661","Agent_48661","age_45_65","BU05183480",45
"20717","Agent_20717","age_45_65","BU05183387",55
"54046","Agent_54046","age_25_45","BU05183488",32
"59637","Agent_59637","age_25_45","BU05183489",34
"24219","Agent_24219","age_0_15","BU05183396",5
"30461","Agent_30461","age_45_65","BU05183396",45
"69084","Agent_69084","age_15_25","BU05183638",22
"59827","Agent_59827","age_25_45","BU05183489",27
"56646","Agent_56646","age_45_65","BU05183488",59
"46437","Agent_46437","age_25_45","BU05183480",39
"64742","Agent_64742","age_25_45","BU05183620",34
"24849","Agent_24849","age_0_15","BU05183396",1
"26719","Agent_26719","age_25_45","BU05183396",29
"29587","Agent_29587","age_45_65","BU05183396",56
"14154","Agent_14154","age_over65","BU05183284",74
"53193","Agent_53193","age_25_45","BU05183488",40
"11258","Agent_11258","age_45_65","BU05183284",54
