"hh_ID","hh_size","neighb_code","hh_type","PC6","income_group"
34956,4,"BU05183638","couple_with_children","2531CG","income_3_10"
34957,4,"BU05183638","couple_with_children","2531XT","income_1_10"
34958,4,"BU05183638","couple_with_children","2533CN","income_8_10"
34959,3,"BU05183638","single-parent","2531SN","income_5_10"
34960,3,"BU05183638","single-parent","2531EA","income_1_10"
34961,4,"BU05183638","couple_with_children","2531VD","income_6_10"
34962,4,"BU05183638","couple_with_children","2532CN","income_6_10"
34963,4,"BU05183638","couple_with_children","2531VS","income_8_10"
34964,4,"BU05183638","couple_with_children","2531EG","income_4_10"
34965,4,"BU05183638","couple_with_children","2531SH","income_10_10"
34966,4,"BU05183638","couple_with_children","2531CE","income_3_10"
34967,4,"BU05183638","couple_with_children","2531TK","income_3_10"
34968,4,"BU05183638","couple_with_children","2531VT","income_1_10"
34969,4,"BU05183638","couple_with_children","2531XC","income_9_10"
34970,4,"BU05183638","couple_with_children","2532CJ","income_1_10"
34971,4,"BU05183638","couple_with_children","2531XH","income_4_10"
34972,3,"BU05183638","single-parent","2533CP","income_8_10"
34973,4,"BU05183638","couple_with_children","2531SR","income_4_10"
34974,4,"BU05183638","couple_with_children","2531AX","income_7_10"
34975,3,"BU05183638","single-parent","2531VM","income_7_10"
34976,4,"BU05183638","couple_with_children","2533ED","income_1_10"
34977,4,"BU05183638","couple_with_children","2531XB","income_6_10"
34978,4,"BU05183638","couple_with_children","2531AW","income_7_10"
34979,4,"BU05183638","couple_with_children","2533ED","income_10_10"
34980,3,"BU05183638","single-parent","2531VG","income_1_10"
34981,3,"BU05183638","single-parent","2531TV","income_4_10"
34982,4,"BU05183638","couple_with_children","2532CH","income_8_10"
34983,4,"BU05183638","couple_with_children","2531SG","income_5_10"
34984,3,"BU05183638","single-parent","2532CE","income_1_10"
34985,4,"BU05183638","couple_with_children","2531SM","income_3_10"
34986,3,"BU05183638","single-parent","2531XW","income_3_10"
34987,4,"BU05183638","couple_with_children","2531BA","income_10_10"
34988,3,"BU05183638","single-parent","2532CN","income_2_10"
34989,4,"BU05183638","couple_with_children","2532CH","income_3_10"
34990,4,"BU05183638","couple_with_children","2531BK","income_7_10"
34991,4,"BU05183638","couple_with_children","2532CL","income_1_10"
34992,4,"BU05183638","couple_with_children","2531AB","income_10_10"
34993,4,"BU05183638","couple_with_children","2532CA","income_7_10"
34994,4,"BU05183638","couple_with_children","2531TV","income_6_10"
34995,3,"BU05183638","single-parent","2531VK","income_1_10"
34996,4,"BU05183638","couple_with_children","2531VE","income_10_10"
34997,4,"BU05183638","couple_with_children","2531TM","income_4_10"
34998,4,"BU05183638","couple_with_children","2531TT","income_1_10"
34999,4,"BU05183638","couple_with_children","2531XG","income_10_10"
35000,4,"BU05183638","couple_with_children","2531AH","income_1_10"
35001,4,"BU05183638","couple_with_children","2531EP","income_2_10"
35002,3,"BU05183638","single-parent","2531BN","income_7_10"
35003,4,"BU05183638","couple_with_children","2532RA","income_10_10"
35004,4,"BU05183638","couple_with_children","2531SK","income_1_10"
35005,4,"BU05183638","couple_with_children","2533EB","income_8_10"
35006,4,"BU05183638","couple_with_children","2531BA","income_10_10"
35007,4,"BU05183638","couple_with_children","2532CD","income_9_10"
35008,4,"BU05183638","couple_with_children","2533CM","income_10_10"
35009,4,"BU05183638","couple_with_children","2532CH","income_4_10"
35010,4,"BU05183638","couple_with_children","2531AR","income_4_10"
35011,4,"BU05183638","couple_with_children","2531BN","income_4_10"
35012,4,"BU05183638","couple_with_children","2531AH","income_9_10"
35013,3,"BU05183638","single-parent","2531AA","income_9_10"
35014,4,"BU05183638","couple_with_children","2531SV","income_7_10"
35015,3,"BU05183638","single-parent","2531EW","income_10_10"
35016,4,"BU05183638","couple_with_children","2532CD","income_2_10"
35017,3,"BU05183638","single-parent","2531EJ","income_3_10"
35018,4,"BU05183638","couple_with_children","2531XL","income_10_10"
35019,3,"BU05183638","single-parent","2531EP","income_2_10"
35020,3,"BU05183638","single-parent","2531SG","income_9_10"
35021,3,"BU05183638","single-parent","2531VN","income_3_10"
35022,4,"BU05183638","couple_with_children","2531EJ","income_8_10"
35023,3,"BU05183638","single-parent","2533CR","income_5_10"
35024,3,"BU05183638","single-parent","2533CN","income_9_10"
35025,4,"BU05183638","couple_with_children","2531AJ","income_7_10"
35026,4,"BU05183638","couple_with_children","2531XR","income_10_10"
35027,3,"BU05183638","single-parent","2531EX","income_2_10"
35028,3,"BU05183638","single-parent","2531XC","income_7_10"
35029,3,"BU05183638","single-parent","2531VR","income_7_10"
35030,4,"BU05183638","couple_with_children","2531VE","income_3_10"
35031,4,"BU05183638","couple_with_children","2531AG","income_7_10"
35032,3,"BU05183638","single-parent","2531TK","income_2_10"
35033,3,"BU05183638","single-parent","2531EW","income_3_10"
35034,4,"BU05183638","couple_with_children","2531SB","income_8_10"
35035,4,"BU05183638","couple_with_children","2531AP","income_1_10"
35036,4,"BU05183638","couple_with_children","2531XP","income_8_10"
35037,4,"BU05183638","couple_with_children","2531XZ","income_7_10"
35038,4,"BU05183638","couple_with_children","2531SL","income_9_10"
35039,3,"BU05183638","single-parent","2533CR","income_1_10"
35040,2,"BU05183638","single-parent","2531SV","income_2_10"
35041,2,"BU05183638","single-parent","2532RA","income_1_10"
35042,3,"BU05183638","couple_with_children","2531SK","income_7_10"
35043,2,"BU05183638","single-parent","2532CL","income_1_10"
35044,3,"BU05183638","couple_with_children","2531XS","income_4_10"
35045,3,"BU05183638","couple_with_children","2531CE","income_6_10"
35046,3,"BU05183638","couple_with_children","2531VM","income_10_10"
35047,3,"BU05183638","couple_with_children","2531XD","income_6_10"
35048,3,"BU05183638","couple_with_children","2531EM","income_8_10"
35049,3,"BU05183638","couple_with_children","2531ED","income_6_10"
35050,3,"BU05183638","couple_with_children","2531AT","income_10_10"
35051,3,"BU05183638","couple_with_children","2532CJ","income_1_10"
35052,3,"BU05183638","couple_with_children","2533CN","income_9_10"
35053,2,"BU05183638","single-parent","2531XP","income_9_10"
35054,2,"BU05183638","single-parent","2533CS","income_4_10"
35055,3,"BU05183638","couple_with_children","2531TK","income_10_10"
35056,3,"BU05183638","couple_with_children","2531TK","income_9_10"
35057,3,"BU05183638","couple_with_children","2532CA","income_1_10"
35058,3,"BU05183638","couple_with_children","2531BB","income_9_10"
35059,3,"BU05183638","couple_with_children","2532RD","income_5_10"
35060,3,"BU05183638","couple_with_children","2531XT","income_3_10"
35061,2,"BU05183638","single-parent","2531SE","income_8_10"
35062,3,"BU05183638","couple_with_children","2531AH","income_6_10"
35063,3,"BU05183638","couple_with_children","2533EC","income_5_10"
35064,3,"BU05183638","couple_with_children","2531AA","income_1_10"
35065,3,"BU05183638","couple_with_children","2531BN","income_7_10"
35066,3,"BU05183638","couple_with_children","2531XR","income_1_10"
35067,3,"BU05183638","couple_with_children","2531AJ","income_8_10"
35068,3,"BU05183638","couple_with_children","2531EC","income_1_10"
35069,2,"BU05183638","single-parent","2531AJ","income_6_10"
35070,3,"BU05183638","couple_with_children","2532CN","income_10_10"
35071,3,"BU05183638","couple_with_children","2531CB","income_9_10"
35072,3,"BU05183638","couple_with_children","2531ED","income_9_10"
35073,3,"BU05183638","couple_with_children","2531XT","income_1_10"
35074,2,"BU05183638","single-parent","2531CG","income_5_10"
35075,3,"BU05183638","couple_with_children","2531TK","income_6_10"
35076,3,"BU05183638","couple_with_children","2531SN","income_9_10"
35077,3,"BU05183638","couple_with_children","2533EG","income_10_10"
35078,2,"BU05183638","single-parent","2532RD","income_2_10"
35079,3,"BU05183638","couple_with_children","2531AM","income_1_10"
35080,3,"BU05183638","couple_with_children","2531TN","income_9_10"
35081,3,"BU05183638","couple_with_children","2531SH","income_3_10"
35082,3,"BU05183638","couple_with_children","2531BA","income_10_10"
35083,2,"BU05183638","single-parent","2531EA","income_1_10"
35084,3,"BU05183638","couple_with_children","2531SV","income_6_10"
35085,3,"BU05183638","couple_with_children","2531AB","income_10_10"
35086,3,"BU05183638","couple_with_children","2531TS","income_2_10"
35087,3,"BU05183638","couple_with_children","2531AM","income_6_10"
35088,3,"BU05183638","couple_with_children","2531BM","income_8_10"
35089,2,"BU05183638","single-parent","2531TV","income_4_10"
35090,3,"BU05183638","couple_with_children","2531VK","income_2_10"
35091,3,"BU05183638","couple_with_children","2532RE","income_10_10"
35092,3,"BU05183638","couple_with_children","2533EB","income_9_10"
35093,2,"BU05183638","single-parent","2531EM","income_1_10"
35094,2,"BU05183638","single-parent","2531SE","income_6_10"
35095,3,"BU05183638","couple_with_children","2531VN","income_9_10"
35096,3,"BU05183638","couple_with_children","2531BN","income_5_10"
35097,3,"BU05183638","couple_with_children","2532CK","income_2_10"
35098,3,"BU05183638","couple_with_children","2531AA","income_8_10"
35099,3,"BU05183638","couple_with_children","2531TS","income_9_10"
35100,3,"BU05183638","couple_with_children","2531SE","income_3_10"
35101,2,"BU05183638","single-parent","2531BE","income_4_10"
35102,3,"BU05183638","couple_with_children","2531VS","income_7_10"
35103,3,"BU05183638","couple_with_children","2531BR","income_6_10"
35104,3,"BU05183638","couple_with_children","2531TJ","income_9_10"
35105,3,"BU05183638","couple_with_children","2531EV","income_7_10"
35106,3,"BU05183638","couple_with_children","2531TL","income_9_10"
35107,3,"BU05183638","couple_with_children","2531BN","income_8_10"
35108,3,"BU05183638","couple_with_children","2531EC","income_10_10"
35109,3,"BU05183638","couple_with_children","2531AA","income_2_10"
35110,3,"BU05183638","couple_with_children","2531TV","income_1_10"
35111,2,"BU05183638","single-parent","2532RB","income_7_10"
35112,3,"BU05183638","couple_with_children","2533EC","income_9_10"
35113,3,"BU05183638","couple_with_children","2532RE","income_7_10"
35114,2,"BU05183638","single-parent","2531CH","income_1_10"
35115,3,"BU05183638","couple_with_children","2531BA","income_8_10"
35116,3,"BU05183638","couple_with_children","2531BN","income_9_10"
35117,3,"BU05183638","couple_with_children","2531VK","income_8_10"
35118,3,"BU05183638","couple_with_children","2531XS","income_9_10"
35119,3,"BU05183638","couple_with_children","2532CA","income_4_10"
35120,3,"BU05183638","couple_with_children","2531AS","income_10_10"
35121,2,"BU05183638","single-parent","2531VG","income_1_10"
35122,3,"BU05183638","couple_with_children","2531ET","income_5_10"
35123,2,"BU05183638","single-parent","2531AS","income_2_10"
35124,3,"BU05183638","couple_with_children","2533ED","income_8_10"
35125,3,"BU05183638","couple_with_children","2531TT","income_9_10"
35126,3,"BU05183638","couple_with_children","2531XL","income_9_10"
35127,2,"BU05183638","single-parent","2531SV","income_1_10"
35128,2,"BU05183638","single-parent","2531VN","income_3_10"
35129,3,"BU05183638","couple_with_children","2531VS","income_5_10"
35130,3,"BU05183638","couple_with_children","2532CD","income_1_10"
35131,3,"BU05183638","couple_with_children","2532CC","income_10_10"
35132,3,"BU05183638","couple_with_children","2531AM","income_3_10"
35133,2,"BU05183638","single-parent","2532CD","income_4_10"
35134,3,"BU05183638","couple_with_children","2531XD","income_5_10"
35135,2,"BU05183638","single-parent","2531BN","income_1_10"
35136,3,"BU05183638","couple_with_children","2531AT","income_9_10"
35137,3,"BU05183638","couple_with_children","2531AK","income_10_10"
35138,3,"BU05183638","couple_with_children","2532RB","income_5_10"
35139,2,"BU05183638","single-parent","2533CR","income_2_10"
35140,3,"BU05183638","couple_with_children","2531XJ","income_9_10"
35141,3,"BU05183638","couple_with_children","2532RD","income_1_10"
35142,3,"BU05183638","couple_with_children","2532RA","income_8_10"
35143,2,"BU05183638","single-parent","2532CH","income_4_10"
35144,3,"BU05183638","couple_with_children","2531AX","income_7_10"
35145,3,"BU05183638","couple_with_children","2531BA","income_10_10"
35146,3,"BU05183638","couple_with_children","2533ED","income_1_10"
35147,2,"BU05183638","single-parent","2533CS","income_1_10"
35148,3,"BU05183638","couple_with_children","2531TV","income_8_10"
35149,3,"BU05183638","couple_with_children","2531TM","income_1_10"
35150,3,"BU05183638","couple_with_children","2532CD","income_1_10"
35151,3,"BU05183638","couple_with_children","2531BC","income_6_10"
35152,3,"BU05183638","couple_with_children","2531EP","income_7_10"
35153,3,"BU05183638","couple_with_children","2531XK","income_7_10"
35154,3,"BU05183638","couple_with_children","2532RC","income_5_10"
35155,3,"BU05183638","couple_with_children","2531ES","income_2_10"
35156,2,"BU05183638","single-parent","2531XZ","income_7_10"
35157,3,"BU05183638","couple_with_children","2531AW","income_9_10"
35158,3,"BU05183638","couple_with_children","2531AT","income_6_10"
35159,3,"BU05183638","couple_with_children","2531AW","income_5_10"
35160,3,"BU05183638","couple_with_children","2531XJ","income_7_10"
35161,3,"BU05183638","couple_with_children","2531VZ","income_2_10"
35162,2,"BU05183638","single-parent","2531GB","income_4_10"
35163,3,"BU05183638","couple_with_children","2531AL","income_3_10"
35164,2,"BU05183638","single-parent","2531XJ","income_2_10"
35165,3,"BU05183638","couple_with_children","2531BN","income_4_10"
35166,3,"BU05183638","couple_with_children","2532CL","income_2_10"
35167,3,"BU05183638","couple_with_children","2531XH","income_2_10"
35168,3,"BU05183638","couple_with_children","2531SJ","income_10_10"
35169,3,"BU05183638","couple_with_children","2531SC","income_9_10"
35170,3,"BU05183638","couple_with_children","2531EA","income_10_10"
35171,3,"BU05183638","couple_with_children","2531XP","income_2_10"
35172,3,"BU05183638","couple_with_children","2531AW","income_4_10"
35173,3,"BU05183638","couple_with_children","2531AB","income_5_10"
35174,2,"BU05183638","single-parent","2533CM","income_6_10"
35175,3,"BU05183638","couple_with_children","2531AJ","income_6_10"
35176,2,"BU05183638","single-parent","2531SJ","income_2_10"
35177,3,"BU05183638","couple_with_children","2531AE","income_4_10"
35178,3,"BU05183638","couple_with_children","2532CL","income_9_10"
35179,2,"BU05183638","single-parent","2531EW","income_8_10"
35180,3,"BU05183638","couple_with_children","2531AM","income_6_10"
35181,3,"BU05183638","couple_with_children","2531AX","income_8_10"
35182,3,"BU05183638","couple_with_children","2531BA","income_8_10"
35183,3,"BU05183638","couple_with_children","2531AH","income_1_10"
35184,2,"BU05183638","single-parent","2532RA","income_2_10"
35185,2,"BU05183638","single-parent","2531AN","income_2_10"
35186,3,"BU05183638","couple_with_children","2532CD","income_10_10"
35187,3,"BU05183638","couple_with_children","2531TM","income_6_10"
35188,2,"BU05183638","single-parent","2531AS","income_6_10"
35189,3,"BU05183638","couple_with_children","2531CH","income_4_10"
35190,3,"BU05183638","couple_with_children","2531VE","income_10_10"
35191,3,"BU05183638","couple_with_children","2531BP","income_10_10"
35192,3,"BU05183638","couple_with_children","2531XZ","income_1_10"
35193,3,"BU05183638","couple_with_children","2531AP","income_9_10"
35194,3,"BU05183638","couple_with_children","2531ET","income_3_10"
35195,3,"BU05183638","couple_with_children","2531BE","income_2_10"
35196,3,"BU05183638","couple_with_children","2531AX","income_4_10"
35197,3,"BU05183638","couple_with_children","2531BC","income_5_10"
35198,3,"BU05183638","couple_with_children","2531CC","income_10_10"
35199,3,"BU05183638","couple_with_children","2531AA","income_7_10"
35200,3,"BU05183638","couple_with_children","2531BH","income_5_10"
35201,2,"BU05183638","single-parent","2531BA","income_1_10"
35202,2,"BU05183638","single-parent","2532RA","income_6_10"
35203,2,"BU05183638","single-parent","2531CG","income_6_10"
35204,3,"BU05183638","couple_with_children","2531SL","income_5_10"
35205,3,"BU05183638","couple_with_children","2531AP","income_7_10"
35206,3,"BU05183638","couple_with_children","2531SL","income_7_10"
35207,3,"BU05183638","couple_with_children","2531TN","income_9_10"
35208,3,"BU05183638","couple_with_children","2531XC","income_4_10"
35209,3,"BU05183638","couple_with_children","2531CE","income_8_10"
35210,3,"BU05183638","couple_with_children","2531VV","income_10_10"
35211,2,"BU05183638","single-parent","2531AL","income_2_10"
35212,2,"BU05183638","single-parent","2531ET","income_1_10"
35213,3,"BU05183638","couple_with_children","2531VD","income_9_10"
35214,2,"BU05183638","single-parent","2531TL","income_2_10"
35215,3,"BU05183638","couple_with_children","2531TV","income_5_10"
35216,3,"BU05183638","couple_with_children","2531BH","income_9_10"
35217,2,"BU05183638","single-parent","2531BA","income_1_10"
35218,2,"BU05183638","single-parent","2531AE","income_1_10"
35219,3,"BU05183638","couple_with_children","2531XD","income_1_10"
35220,3,"BU05183638","couple_with_children","2532CD","income_7_10"
35221,3,"BU05183638","couple_with_children","2531BA","income_3_10"
35222,3,"BU05183638","couple_with_children","2531BA","income_7_10"
35223,3,"BU05183638","couple_with_children","2533EA","income_6_10"
35224,3,"BU05183638","couple_with_children","2531BC","income_1_10"
35225,3,"BU05183638","couple_with_children","2531EV","income_9_10"
35226,3,"BU05183638","couple_with_children","2531VD","income_2_10"
35227,3,"BU05183638","couple_with_children","2531AH","income_10_10"
35228,2,"BU05183638","single-parent","2531CD","income_7_10"
35229,2,"BU05183638","single-parent","2531AT","income_1_10"
35230,3,"BU05183638","couple_with_children","2531CG","income_3_10"
35231,3,"BU05183638","couple_with_children","2531TJ","income_9_10"
35232,3,"BU05183638","couple_with_children","2531XP","income_8_10"
35233,3,"BU05183638","couple_with_children","2531VD","income_9_10"
35234,2,"BU05183638","single-parent","2531ET","income_2_10"
35235,3,"BU05183638","couple_with_children","2531XR","income_10_10"
35236,3,"BU05183638","couple_with_children","2531BH","income_1_10"
35237,3,"BU05183638","couple_with_children","2531AA","income_10_10"
35238,3,"BU05183638","couple_with_children","2531XG","income_4_10"
35239,3,"BU05183638","couple_with_children","2533EB","income_4_10"
35240,3,"BU05183638","couple_with_children","2531SN","income_10_10"
35241,3,"BU05183638","couple_with_children","2531XD","income_9_10"
35242,3,"BU05183638","couple_with_children","2531TV","income_1_10"
35243,2,"BU05183638","single-parent","2531AE","income_8_10"
35244,2,"BU05183638","single-parent","2531BD","income_8_10"
35245,2,"BU05183638","single-parent","2531AG","income_7_10"
35246,3,"BU05183638","couple_with_children","2531TW","income_8_10"
35247,3,"BU05183638","couple_with_children","2532RB","income_2_10"
35248,3,"BU05183638","couple_with_children","2533CT","income_1_10"
35249,2,"BU05183638","single-parent","2531SN","income_5_10"
35250,2,"BU05183638","single-parent","2531SM","income_1_10"
35251,3,"BU05183638","couple_with_children","2531EP","income_7_10"
35252,2,"BU05183638","single-parent","2532CJ","income_2_10"
35253,2,"BU05183638","single-parent","2531TK","income_10_10"
35254,3,"BU05183638","couple_with_children","2531XT","income_2_10"
35255,3,"BU05183638","couple_with_children","2531SJ","income_1_10"
35256,2,"BU05183638","single-parent","2531AA","income_2_10"
35257,3,"BU05183638","couple_with_children","2532CM","income_10_10"
35258,3,"BU05183638","couple_with_children","2533EA","income_9_10"
35259,2,"BU05183638","single-parent","2531XX","income_4_10"
35260,3,"BU05183638","couple_with_children","2532CD","income_9_10"
35261,3,"BU05183638","couple_with_children","2531VR","income_5_10"
35262,2,"BU05183638","single-parent","2532RC","income_6_10"
35263,3,"BU05183638","couple_with_children","2531SL","income_5_10"
35264,3,"BU05183638","couple_with_children","2531SH","income_1_10"
35265,3,"BU05183638","couple_with_children","2533CP","income_6_10"
35266,3,"BU05183638","couple_with_children","2532RE","income_10_10"
35267,2,"BU05183638","single-parent","2531XG","income_7_10"
35268,2,"BU05183638","single-parent","2531XT","income_2_10"
35269,3,"BU05183638","couple_with_children","2531SB","income_5_10"
35270,2,"BU05183638","single-parent","2531BE","income_2_10"
35271,2,"BU05183638","single-parent","2531XK","income_6_10"
35272,3,"BU05183638","couple_with_children","2531VR","income_3_10"
35273,3,"BU05183638","couple_with_children","2531BA","income_1_10"
35274,3,"BU05183638","couple_with_children","2531BR","income_10_10"
35275,3,"BU05183638","couple_with_children","2531BR","income_7_10"
35276,3,"BU05183638","couple_with_children","2531BD","income_1_10"
35277,2,"BU05183638","single-parent","2531VM","income_3_10"
35278,3,"BU05183638","couple_with_children","2531AB","income_10_10"
35279,3,"BU05183638","couple_with_children","2531TV","income_10_10"
35280,2,"BU05183638","single-parent","2531XP","income_10_10"
35281,3,"BU05183638","couple_with_children","2533CP","income_6_10"
35282,3,"BU05183638","couple_with_children","2531VR","income_8_10"
35283,3,"BU05183638","couple_with_children","2531AA","income_9_10"
35284,3,"BU05183638","couple_with_children","2531EH","income_1_10"
35285,3,"BU05183638","couple_with_children","2531BE","income_5_10"
35286,3,"BU05183638","couple_with_children","2532CC","income_1_10"
35287,3,"BU05183638","couple_with_children","2531BN","income_2_10"
35288,2,"BU05183638","single-parent","2531CC","income_8_10"
35289,3,"BU05183638","couple_with_children","2531AJ","income_7_10"
35290,3,"BU05183638","couple_with_children","2531EH","income_10_10"
35291,3,"BU05183638","couple_with_children","2531AR","income_6_10"
35292,2,"BU05183638","single-parent","2531SN","income_3_10"
35293,3,"BU05183638","couple_with_children","2531SR","income_9_10"
35294,2,"BU05183638","single-parent","2531GB","income_4_10"
35295,3,"BU05183638","couple_with_children","2531CC","income_9_10"
35296,3,"BU05183638","couple_with_children","2531XR","income_9_10"
35297,3,"BU05183638","couple_with_children","2531GA","income_4_10"
35298,2,"BU05183638","single-parent","2531EX","income_3_10"
35299,2,"BU05183638","single-parent","2533CR","income_8_10"
35300,3,"BU05183638","couple_with_children","2531TT","income_2_10"
35301,3,"BU05183638","couple_with_children","2532CA","income_1_10"
35302,3,"BU05183638","couple_with_children","2531VP","income_8_10"
35303,2,"BU05183638","single-parent","2531TV","income_6_10"
35304,3,"BU05183638","couple_with_children","2531SN","income_9_10"
35305,2,"BU05183638","single-parent","2532CH","income_3_10"
35306,3,"BU05183638","couple_with_children","2531CG","income_5_10"
35307,3,"BU05183638","couple_with_children","2532RA","income_5_10"
35308,3,"BU05183638","couple_with_children","2532RE","income_8_10"
35309,2,"BU05183638","single-parent","2531AJ","income_3_10"
35310,3,"BU05183638","couple_with_children","2531SV","income_10_10"
35311,3,"BU05183638","couple_with_children","2531TP","income_8_10"
35312,3,"BU05183638","couple_with_children","2531ES","income_6_10"
35313,3,"BU05183638","couple_with_children","2531VH","income_7_10"
35314,3,"BU05183638","couple_with_children","2533EB","income_6_10"
35315,3,"BU05183638","couple_with_children","2531VH","income_8_10"
35316,3,"BU05183638","couple_with_children","2531EM","income_10_10"
35317,3,"BU05183638","couple_with_children","2531TW","income_2_10"
35318,3,"BU05183638","couple_with_children","2531SK","income_8_10"
35319,3,"BU05183638","couple_with_children","2531AM","income_4_10"
35320,3,"BU05183638","couple_with_children","2531BK","income_9_10"
35321,3,"BU05183638","couple_with_children","2531AR","income_8_10"
35322,3,"BU05183638","couple_with_children","2532CE","income_1_10"
35323,3,"BU05183638","couple_with_children","2531SL","income_9_10"
35324,3,"BU05183638","couple_with_children","2533CM","income_9_10"
35325,3,"BU05183638","couple_with_children","2531AE","income_10_10"
35326,3,"BU05183638","couple_with_children","2531AB","income_1_10"
35327,3,"BU05183638","couple_with_children","2531EB","income_8_10"
35328,2,"BU05183638","single-parent","2533ED","income_6_10"
35329,3,"BU05183638","couple_with_children","2531BE","income_10_10"
35330,2,"BU05183638","single-parent","2531XT","income_5_10"
35331,3,"BU05183638","couple_with_children","2531TM","income_7_10"
35332,3,"BU05183638","couple_with_children","2531BH","income_7_10"
35333,3,"BU05183638","couple_with_children","2532CK","income_10_10"
35334,2,"BU05183638","single-parent","2531TP","income_2_10"
35335,2,"BU05183638","single-parent","2531VJ","income_9_10"
35336,3,"BU05183638","couple_with_children","2531SK","income_7_10"
35337,3,"BU05183638","couple_with_children","2531VJ","income_8_10"
35338,3,"BU05183638","couple_with_children","2531SP","income_6_10"
35339,2,"BU05183638","single-parent","2531BR","income_1_10"
35340,2,"BU05183638","single-parent","2531XX","income_1_10"
35341,2,"BU05183638","single-parent","2531SE","income_6_10"
35342,3,"BU05183638","couple_with_children","2531SK","income_8_10"
35343,2,"BU05183638","single-parent","2531TL","income_1_10"
35344,3,"BU05183638","couple_with_children","2533CP","income_10_10"
35345,3,"BU05183638","couple_with_children","2531AP","income_10_10"
35346,2,"BU05183638","single-parent","2533CR","income_2_10"
35347,3,"BU05183638","couple_with_children","2531TM","income_7_10"
35348,2,"BU05183638","single-parent","2531VE","income_7_10"
35349,2,"BU05183638","single-parent","2531XB","income_2_10"
35350,3,"BU05183638","couple_with_children","2532CA","income_10_10"
35351,3,"BU05183638","couple_with_children","2531AL","income_8_10"
35352,2,"BU05183638","single-parent","2532CL","income_2_10"
35353,3,"BU05183638","couple_with_children","2531AA","income_9_10"
35354,3,"BU05183638","couple_with_children","2532RC","income_8_10"
35355,3,"BU05183638","couple_with_children","2531SV","income_1_10"
35356,3,"BU05183638","couple_with_children","2531CH","income_6_10"
35357,3,"BU05183638","couple_with_children","2531BG","income_9_10"
35358,3,"BU05183638","couple_with_children","2533CN","income_6_10"
35359,3,"BU05183638","couple_with_children","2531AX","income_8_10"
35360,3,"BU05183638","couple_with_children","2533CP","income_5_10"
35361,2,"BU05183638","single-parent","2531AE","income_3_10"
35362,3,"BU05183638","couple_with_children","2531ST","income_5_10"
35363,3,"BU05183638","couple_with_children","2533CM","income_1_10"
35364,3,"BU05183638","couple_with_children","2531BN","income_1_10"
35365,3,"BU05183638","couple_with_children","2531AE","income_1_10"
35366,3,"BU05183638","couple_with_children","2531AS","income_6_10"
35367,2,"BU05183638","single-parent","2531AA","income_2_10"
35368,3,"BU05183638","couple_with_children","2531XS","income_10_10"
35369,3,"BU05183638","couple_with_children","2531SE","income_10_10"
35370,3,"BU05183638","couple_with_children","2531TP","income_3_10"
35371,3,"BU05183638","couple_with_children","2533CS","income_6_10"
35372,3,"BU05183638","couple_with_children","2532RD","income_1_10"
35373,3,"BU05183638","couple_with_children","2531EP","income_6_10"
35374,3,"BU05183638","couple_with_children","2531XA","income_6_10"
35375,2,"BU05183638","single-parent","2531AA","income_1_10"
35376,2,"BU05183638","single-parent","2531SG","income_1_10"
35377,2,"BU05183638","single-parent","2531SL","income_1_10"
35378,3,"BU05183638","couple_with_children","2531SC","income_9_10"
35379,2,"BU05183638","single-parent","2531AB","income_2_10"
35380,3,"BU05183638","couple_with_children","2533CS","income_1_10"
35381,3,"BU05183638","couple_with_children","2532CD","income_10_10"
35382,2,"BU05183638","single-parent","2531VS","income_7_10"
35383,3,"BU05183638","couple_with_children","2531VX","income_10_10"
35384,3,"BU05183638","couple_with_children","2531VR","income_4_10"
35385,2,"BU05183638","single-parent","2531AP","income_3_10"
35386,2,"BU05183638","single-parent","2532CN","income_2_10"
35387,3,"BU05183638","couple_with_children","2531XM","income_6_10"
35388,3,"BU05183638","couple_with_children","2531CH","income_1_10"
35389,3,"BU05183638","couple_with_children","2531VS","income_8_10"
35390,3,"BU05183638","couple_with_children","2531AA","income_6_10"
35391,3,"BU05183638","couple_with_children","2531AH","income_5_10"
35392,3,"BU05183638","couple_with_children","2531XK","income_10_10"
35393,3,"BU05183638","couple_with_children","2531XZ","income_1_10"
35394,2,"BU05183638","single-parent","2531XT","income_2_10"
35395,3,"BU05183638","couple_with_children","2531EM","income_10_10"
35396,3,"BU05183638","couple_with_children","2531TP","income_6_10"
35397,3,"BU05183638","couple_with_children","2531VD","income_7_10"
35398,3,"BU05183638","couple_with_children","2531BG","income_6_10"
35399,3,"BU05183638","couple_with_children","2531AD","income_1_10"
35400,3,"BU05183638","couple_with_children","2532CD","income_2_10"
35401,2,"BU05183638","single-parent","2531XP","income_7_10"
35402,3,"BU05183638","couple_with_children","2531AP","income_5_10"
35403,3,"BU05183638","couple_with_children","2531ES","income_8_10"
35404,2,"BU05183638","single-parent","2531SG","income_6_10"
35405,3,"BU05183638","couple_with_children","2531SV","income_10_10"
35406,3,"BU05183638","couple_with_children","2531EJ","income_9_10"
35407,3,"BU05183638","couple_with_children","2533CN","income_4_10"
35408,3,"BU05183638","couple_with_children","2531AX","income_8_10"
35409,3,"BU05183638","couple_with_children","2531AA","income_6_10"
35410,2,"BU05183638","single-parent","2531AS","income_6_10"
35411,3,"BU05183638","couple_with_children","2532CB","income_2_10"
35412,3,"BU05183638","couple_with_children","2531AM","income_10_10"
