"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"1323";"BU03636800";"Buurt     ";"BU03636800";"     585";"     290";"     295";"      50";"      70";"     185";"     135";"     155";"     125";"     185";"     360";"     205";"     100";"      60";"     1.6";"       .";"       .";"       ."
"1324";"BU03636801";"Buurt     ";"BU03636801";"     445";"     220";"     225";"      35";"      40";"     120";"     110";"     150";"     105";"      80";"     265";"     140";"     100";"      35";"     1.7";"       .";"       .";"       ."
"1325";"BU03636802";"Buurt     ";"BU03636802";"    4960";"    2415";"    2540";"     835";"     620";"    1610";"    1230";"     675";"     720";"    2690";"    2570";"    1325";"     505";"     745";"     1.9";"       .";"       .";"       ."
"1326";"BU03636803";"Buurt     ";"BU03636803";"    3675";"    1800";"    1875";"     915";"     570";"    1170";"     785";"     245";"     260";"    2575";"    1410";"     500";"     240";"     675";"     2.6";"       .";"       .";"       ."
"1327";"BU03636804";"Buurt     ";"BU03636804";"    2295";"    1145";"    1150";"     640";"     330";"     715";"     470";"     155";"     255";"    1480";"     855";"     315";"     120";"     425";"     2.5";"       .";"       .";"       ."
"1328";"BU03636805";"Buurt     ";"BU03636805";"    1590";"     735";"     850";"     385";"     215";"     375";"     420";"     210";"     220";"     865";"     625";"     195";"     115";"     320";"     2.5";"       .";"       .";"       ."
"1329";"WK036369  ";"Wijk      ";"WK036369  ";"   11185";"    5360";"    5820";"    1535";"    1695";"    3145";"    2415";"    2410";"    1700";"    5120";"    5990";"    3320";"    1240";"    1440";"     1.8";"       .";"       .";"       ."
"1330";"BU03636900";"Buurt     ";"BU03636900";"     230";"     110";"     120";"      25";"      20";"      45";"      65";"      85";"      45";"      30";"      90";"      30";"      35";"      35";"     2.2";"       .";"       .";"       ."
"1331";"BU03636902";"Buurt     ";"BU03636902";"    1655";"     845";"     810";"     160";"     210";"     565";"     325";"     405";"     315";"     610";"     980";"     620";"     210";"     160";"     1.6";"       .";"       .";"       ."
"1332";"BU03636909";"Buurt     ";"BU03636909";"     985";"     460";"     520";"      75";"      70";"     280";"     200";"     375";"     175";"     330";"     570";"     365";"     140";"      75";"     1.5";"       .";"       .";"       ."
"1333";"BU03636910";"Buurt     ";"BU03636910";"    3095";"    1485";"    1610";"     550";"     455";"     970";"     715";"     420";"     475";"    1705";"    1515";"     730";"     300";"     495";"     2.0";"       .";"       .";"       ."
"1334";"BU03636911";"Buurt     ";"BU03636911";"    2715";"    1290";"    1420";"     520";"     415";"     615";"     670";"     500";"     250";"    1755";"    1245";"     540";"     240";"     480";"     2.2";"       .";"       .";"       ."
"1335";"BU03636912";"Buurt     ";"BU03636912";"    2495";"    1165";"    1330";"     210";"     535";"     680";"     445";"     635";"     445";"     695";"    1580";"    1050";"     330";"     210";"     1.5";"       .";"       .";"       ."
"1336";"WK036370  ";"Wijk      ";"WK036370  ";"   14810";"    7235";"    7575";"    2820";"    1870";"    4235";"    3565";"    2330";"    1830";"    7670";"    6695";"    2955";"    1315";"    2435";"     2.2";"       .";"       .";"       ."
"1337";"BU03637000";"Buurt     ";"BU03637000";"    3755";"    1720";"    2030";"     755";"     550";"     940";"     865";"     655";"     455";"    2175";"    1560";"     675";"     250";"     640";"     2.3";"       .";"       .";"       ."
"1338";"BU03637001";"Buurt     ";"BU03637001";"    4160";"    2105";"    2050";"     775";"     340";"    1390";"    1005";"     660";"     515";"    1810";"    2060";"     980";"     465";"     625";"     2.0";"       .";"       .";"       ."
"1339";"BU03637002";"Buurt     ";"BU03637002";"    2610";"    1260";"    1345";"     470";"     385";"     770";"     630";"     365";"     320";"    1570";"    1240";"     635";"     190";"     425";"     2.1";"       .";"       .";"       ."
"1340";"BU03637003";"Buurt     ";"BU03637003";"    3615";"    1800";"    1815";"     700";"     525";"     940";"     895";"     565";"     425";"    1945";"    1540";"     560";"     340";"     650";"     2.3";"       .";"       .";"       ."
"1341";"BU03637004";"Buurt     ";"BU03637004";"     325";"     160";"     160";"      55";"      30";"      75";"     105";"      70";"      70";"      15";"     140";"      45";"      50";"      50";"     2.3";"       .";"       .";"       ."
"1342";"BU03637005";"Buurt     ";"BU03637005";"     340";"     175";"     165";"      75";"      50";"     130";"      80";"      25";"      50";"     155";"     145";"      65";"      30";"      55";"     2.3";"       .";"       .";"       ."
"1343";"WK036371  ";"Wijk      ";"WK036371  ";"    5815";"    3105";"    2705";"     690";"     795";"    3140";"     875";"     330";"    1255";"    1280";"    3660";"    2255";"     870";"     545";"     1.6";"       .";"       .";"       ."
"1344";"BU03637102";"Buurt     ";"BU03637102";"    1295";"     695";"     600";"     315";"      90";"     525";"     315";"      65";"     265";"     135";"     565";"     205";"     140";"     230";"     2.3";"       .";"       .";"       ."
"1345";"BU03637104";"Buurt     ";"BU03637104";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       ."
"1346";"BU03637105";"Buurt     ";"BU03637105";"    2170";"    1125";"    1040";"      55";"     560";"    1475";"      80";"      15";"     475";"     585";"    1720";"    1325";"     345";"      55";"     1.3";"       .";"       .";"       ."
"1347";"BU03637106";"Buurt     ";"BU03637106";"     710";"     365";"     345";"     150";"      45";"     365";"     125";"      40";"     145";"     195";"     385";"     205";"      80";"     105";"     1.9";"       .";"       .";"       ."
"1348";"BU03637107";"Buurt     ";"BU03637107";"    1630";"     910";"     720";"     175";"     105";"     780";"     360";"     220";"     375";"     365";"     980";"     525";"     310";"     155";"     1.7";"       .";"       .";"       ."
"1349";"WK036372  ";"Wijk      ";"WK036372  ";"     245";"     160";"      85";"      20";"      40";"     130";"      50";"      20";"     100";"      45";"     180";"     145";"      35";"      15";"     1.4";"       .";"       .";"       ."
"1350";"BU03637200";"Buurt     ";"BU03637200";"     215";"     145";"      70";"      15";"      35";"     120";"      40";"      15";"     100";"      40";"     165";"     135";"      30";"      10";"     1.3";"       .";"       .";"       ."
"1351";"BU03637201";"Buurt     ";"BU03637201";"       5";"       0";"       0";"       0";"       0";"       5";"       5";"       0";"       5";"       0";"       5";"      10";"       0";"       5";"     1.1";"       .";"       .";"       ."
"1352";"BU03637202";"Buurt     ";"BU03637202";"      20";"      10";"      10";"       5";"       0";"      10";"       5";"       5";"       0";"       5";"       5";"       5";"       5";"       5";"     2.7";"       .";"       .";"       ."
"1353";"WK036373  ";"Wijk      ";"WK036373  ";"    2410";"    1240";"    1170";"     460";"     250";"     445";"     795";"     465";"     275";"     115";"    1000";"     320";"     275";"     410";"     2.4";"       .";"       .";"       ."
"1354";"BU03637300";"Buurt     ";"BU03637300";"      65";"      30";"      30";"      10";"      10";"      10";"      30";"      15";"      10";"       5";"      30";"      15";"      15";"      10";"     2.0";"       .";"       .";"       ."
"1355";"BU03637301";"Buurt     ";"BU03637301";"     630";"     315";"     315";"     150";"      55";"     130";"     200";"     105";"      90";"      30";"     255";"      75";"      75";"     115";"     2.4";"       .";"       .";"       ."
"1356";"BU03637302";"Buurt     ";"BU03637302";"       5";"       0";"       0";"       0";"       5";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"       5";"       5";"     3.0";"       .";"       .";"       ."
"1357";"BU03637303";"Buurt     ";"BU03637303";"     520";"     265";"     250";"     110";"      55";"      85";"     175";"      95";"      65";"      30";"     200";"      50";"      65";"      95";"     2.6";"       .";"       .";"       ."
"1358";"BU03637304";"Buurt     ";"BU03637304";"      20";"      10";"       5";"       5";"       5";"       5";"      10";"       5";"       0";"       5";"       0";"       5";"       0";"       5";"     2.8";"       .";"       .";"       ."
"1359";"BU03637305";"Buurt     ";"BU03637305";"     320";"     160";"     155";"      60";"      35";"      45";"     105";"      80";"      25";"      15";"     130";"      50";"      35";"      55";"     2.4";"       .";"       .";"       ."
"1360";"BU03637306";"Buurt     ";"BU03637306";"     290";"     150";"     140";"      60";"      30";"      45";"     105";"      65";"      25";"      10";"     110";"      25";"      30";"      60";"     2.6";"       .";"       .";"       ."
"1361";"BU03637307";"Buurt     ";"BU03637307";"     480";"     250";"     230";"      75";"      60";"     100";"     150";"     105";"      35";"      25";"     205";"      70";"      60";"      80";"     2.3";"       .";"       .";"       ."
"1362";"BU03637308";"Buurt     ";"BU03637308";"      60";"      35";"      20";"       5";"       5";"      30";"      25";"       5";"      25";"      10";"      50";"      45";"       5";"       5";"     1.2";"       .";"       .";"       ."
"1363";"BU03637309";"Buurt     ";"BU03637309";"       5";"       5";"       0";"       0";"       5";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       5";"       5";"     2.7";"       .";"       .";"       ."
"1364";"WK036374  ";"Wijk      ";"WK036374  ";"    3855";"    2035";"    1815";"     885";"     485";"    1510";"     720";"     260";"     550";"    1515";"    1835";"     935";"     285";"     620";"     2.1";"       .";"       .";"       ."
"1365";"BU03637400";"Buurt     ";"BU03637400";"     125";"      70";"      55";"      40";"      10";"      25";"      35";"      20";"      20";"       5";"      40";"       5";"      15";"      25";"     3.2";"       .";"       .";"       ."
"1366";"BU03637401";"Buurt     ";"BU03637401";"     825";"     500";"     325";"      50";"     200";"     480";"      75";"      30";"      90";"     475";"     700";"     615";"      45";"      45";"     1.2";"       .";"       .";"       ."
"1367";"BU03637402";"Buurt     ";"BU03637402";"    2900";"    1465";"    1435";"     800";"     280";"    1005";"     610";"     210";"     440";"    1035";"    1095";"     320";"     225";"     555";"     2.6";"       .";"       .";"       ."
"1368";"WK036375  ";"Wijk      ";"WK036375  ";"    6095";"    2975";"    3120";"     865";"     755";"    2465";"    1450";"     565";"    1225";"    2155";"    3220";"    1610";"     760";"     860";"     1.9";"       .";"       .";"       ."
"1369";"BU03637500";"Buurt     ";"BU03637500";"    2220";"    1090";"    1125";"     285";"     300";"     875";"     550";"     210";"     485";"     585";"    1175";"     580";"     300";"     300";"     1.9";"       .";"       .";"       ."
"1370";"BU03637501";"Buurt     ";"BU03637501";"    1075";"     550";"     525";"     135";"     125";"     515";"     230";"      80";"     255";"     280";"     645";"     395";"     140";"     120";"     1.7";"       .";"       .";"       ."
"1371";"BU03637502";"Buurt     ";"BU03637502";"    1805";"     880";"     925";"     275";"     225";"     720";"     420";"     170";"     345";"     810";"     905";"     420";"     220";"     275";"     2.0";"       .";"       .";"       ."
"1372";"BU03637503";"Buurt     ";"BU03637503";"     995";"     450";"     540";"     175";"     110";"     360";"     250";"     110";"     140";"     485";"     490";"     220";"     105";"     170";"     2.0";"       .";"       .";"       ."
"1373";"WK036376  ";"Wijk      ";"WK036376  ";"    9215";"    4760";"    4450";"    1820";"    1225";"    3050";"    2200";"     925";"    1260";"    5735";"    4420";"    2245";"     760";"    1425";"     2.1";"       .";"       .";"       ."
"1374";"BU03637600";"Buurt     ";"BU03637600";"    6395";"    3305";"    3085";"    1305";"     835";"    2075";"    1510";"     675";"     880";"    3815";"    3065";"    1570";"     520";"     985";"     2.1";"       .";"       .";"       ."
"1375";"BU03637601";"Buurt     ";"BU03637601";"    2820";"    1455";"    1360";"     510";"     395";"     975";"     695";"     250";"     385";"    1920";"    1355";"     675";"     245";"     445";"     2.1";"       .";"       .";"       ."
"1376";"WK036377  ";"Wijk      ";"WK036377  ";"   17795";"    9045";"    8750";"    3285";"    2440";"    6020";"    3980";"    2075";"    2415";"   10985";"    8640";"    4430";"    1470";"    2745";"     2.1";"       .";"       .";"       ."
"1377";"BU03637700";"Buurt     ";"BU03637700";"    3405";"    1830";"    1570";"     560";"     355";"    1290";"     745";"     460";"     440";"    2145";"    1950";"    1235";"     290";"     435";"     1.7";"       .";"       .";"       ."
"1378";"BU03637701";"Buurt     ";"BU03637701";"    3390";"    1660";"    1725";"     565";"     465";"    1200";"     785";"     375";"     625";"    1365";"    1775";"     940";"     355";"     490";"     1.9";"       .";"       .";"       ."
"1379";"BU03637702";"Buurt     ";"BU03637702";"    3455";"    1750";"    1705";"     565";"     495";"    1150";"     780";"     470";"     720";"    1885";"    1680";"     835";"     335";"     515";"     2.1";"       .";"       .";"       ."
"1380";"BU03637703";"Buurt     ";"BU03637703";"    3570";"    1800";"    1770";"     750";"     550";"    1105";"     830";"     345";"     250";"    2915";"    1465";"     605";"     225";"     645";"     2.4";"       .";"       .";"       ."
"1381";"BU03637704";"Buurt     ";"BU03637704";"      80";"      35";"      45";"      15";"      20";"      50";"       5";"       0";"      25";"      45";"      45";"      20";"      20";"      10";"     1.9";"       .";"       .";"       ."
"1382";"BU03637705";"Buurt     ";"BU03637705";"    3885";"    1960";"    1925";"     830";"     555";"    1240";"     840";"     425";"     360";"    2635";"    1710";"     805";"     250";"     665";"     2.3";"       .";"       .";"       ."
"1383";"WK036378  ";"Wijk      ";"WK036378  ";"   16345";"    8255";"    8085";"    3570";"    2220";"    5305";"    3505";"    1745";"    1830";"   11215";"    6880";"    2885";"    1215";"    2785";"     2.3";"       .";"       .";"       ."
"1384";"BU03637800";"Buurt     ";"BU03637800";"    3030";"    1490";"    1540";"     650";"     430";"     950";"     690";"     315";"     260";"    2100";"    1335";"     575";"     235";"     535";"     2.3";"       .";"       .";"       ."
"1385";"BU03637801";"Buurt     ";"BU03637801";"    2810";"    1445";"    1365";"     680";"     400";"     830";"     535";"     375";"     370";"    1745";"    1065";"     365";"     215";"     500";"     2.6";"       .";"       .";"       ."
"1386";"BU03637802";"Buurt     ";"BU03637802";"    4205";"    2100";"    2105";"     890";"     560";"    1525";"     855";"     385";"     585";"    2940";"    1800";"     785";"     330";"     690";"     2.3";"       .";"       .";"       ."
"1387";"BU03637803";"Buurt     ";"BU03637803";"    5990";"    3045";"    2940";"    1320";"     805";"    1865";"    1340";"     665";"     565";"    4280";"    2505";"    1065";"     415";"    1035";"     2.4";"       .";"       .";"       ."
"1388";"BU03637804";"Buurt     ";"BU03637804";"     300";"     175";"     125";"      40";"      30";"     130";"      95";"      15";"      50";"     160";"     165";"     110";"      30";"      35";"     1.7";"       .";"       .";"       ."
"1389";"WK036379  ";"Wijk      ";"WK036379  ";"    2440";"    1200";"    1240";"     440";"     275";"     650";"     665";"     415";"     290";"    1210";"    1020";"     315";"     290";"     425";"     2.4";"       .";"       .";"       ."
"1390";"BU03637900";"Buurt     ";"BU03637900";"      25";"      15";"      10";"       0";"       5";"       5";"      10";"      10";"       0";"      10";"      10";"      10";"       5";"       5";"     2.0";"       .";"       .";"       ."
"1391";"BU03637901";"Buurt     ";"BU03637901";"    2415";"    1180";"    1230";"     440";"     270";"     645";"     655";"     405";"     290";"    1200";"    1005";"     310";"     285";"     420";"     2.4";"       .";"       .";"       ."
"1392";"WK036380  ";"Wijk      ";"WK036380  ";"    1185";"     660";"     525";"     175";"     160";"     345";"     325";"     190";"     115";"     460";"     400";"     165";"     110";"     130";"     2.1";"       .";"       .";"       ."
"1393";"BU03638000";"Buurt     ";"BU03638000";"     350";"     215";"     135";"      65";"      60";"     170";"      55";"      10";"      15";"     340";"      10";"      10";"       5";"       0";"     1.1";"       .";"       .";"       ."
"1394";"BU03638001";"Buurt     ";"BU03638001";"     765";"     400";"     360";"     105";"      85";"     165";"     250";"     170";"     100";"     110";"     350";"     130";"     105";"     120";"     2.2";"       .";"       .";"       ."
"1395";"BU03638002";"Buurt     ";"BU03638002";"      65";"      35";"      30";"      10";"      15";"      10";"      25";"      10";"       0";"      15";"      35";"      25";"       5";"      10";"     1.9";"       .";"       .";"       ."
"1396";"WK036381  ";"Wijk      ";"WK036381  ";"   17150";"    8435";"    8710";"    2710";"    2270";"    5365";"    3710";"    3095";"    2745";"    8815";"    9085";"    4890";"    1880";"    2325";"     1.9";"       .";"       .";"       ."
"1397";"BU03638100";"Buurt     ";"BU03638100";"    4940";"    2415";"    2525";"     930";"     565";"    1390";"    1115";"     950";"     595";"    3165";"    2520";"    1335";"     400";"     795";"     2.0";"       .";"       .";"       ."
"1398";"BU03638101";"Buurt     ";"BU03638101";"    3145";"    1615";"    1525";"     460";"     310";"    1050";"     745";"     585";"     630";"    1425";"    1640";"     805";"     445";"     395";"     1.9";"       .";"       .";"       ."
"1399";"BU03638102";"Buurt     ";"BU03638102";"    3810";"    1840";"    1965";"     655";"     645";"    1430";"     655";"     430";"     615";"    2190";"    1885";"     945";"     440";"     505";"     2.0";"       .";"       .";"       ."
"1400";"BU03638103";"Buurt     ";"BU03638103";"    1235";"     645";"     585";"     170";"     105";"     345";"     375";"     240";"     180";"     605";"     675";"     380";"     140";"     165";"     1.8";"       .";"       .";"       ."
"1401";"BU03638104";"Buurt     ";"BU03638104";"    4010";"    1915";"    2095";"     495";"     655";"    1150";"     820";"     895";"     725";"    1435";"    2355";"    1430";"     465";"     470";"     1.7";"       .";"       .";"       ."
"1402";"WK036382  ";"Wijk      ";"WK036382  ";"   15380";"    7585";"    7795";"    3035";"    2120";"    5055";"    3375";"    1800";"    2125";"   10095";"    6970";"    3185";"    1275";"    2515";"     2.2";"       .";"       .";"       ."
"1403";"BU03638200";"Buurt     ";"BU03638200";"    2580";"    1180";"    1400";"     460";"     375";"     655";"     575";"     525";"     170";"    1895";"    1095";"     550";"     150";"     400";"     2.2";"       .";"       .";"       ."
"1404";"BU03638201";"Buurt     ";"BU03638201";"    3440";"    1690";"    1745";"     840";"     390";"    1165";"     680";"     370";"     475";"    2320";"    1535";"     665";"     260";"     615";"     2.2";"       .";"       .";"       ."
"1405";"BU03638202";"Buurt     ";"BU03638202";"    3165";"    1590";"    1570";"     605";"     440";"    1060";"     635";"     435";"     455";"    2135";"    1445";"     665";"     300";"     485";"     2.2";"       .";"       .";"       ."
"1406";"BU03638203";"Buurt     ";"BU03638203";"    6190";"    3120";"    3070";"    1135";"     920";"    2180";"    1490";"     475";"    1035";"    3750";"    2895";"    1310";"     570";"    1020";"     2.1";"       .";"       .";"       ."
"1407";"WK036383  ";"Wijk      ";"WK036383  ";"    6170";"    3215";"    2950";"    1100";"     885";"    2035";"    1330";"     825";"    1105";"    3370";"    2785";"    1405";"     495";"     890";"     2.1";"       .";"       .";"       ."
"1408";"BU03638300";"Buurt     ";"BU03638300";"    6060";"    3120";"    2940";"    1100";"     885";"    2005";"    1270";"     810";"    1095";"    3315";"    2780";"    1400";"     495";"     890";"     2.1";"       .";"       .";"       ."
"1409";"BU03638301";"Buurt     ";"BU03638301";"     105";"      95";"      10";"       0";"       0";"      30";"      65";"      15";"      15";"      55";"       5";"       5";"       5";"       0";"     1.2";"       .";"       .";"       ."
"1410";"WK036384  ";"Wijk      ";"WK036384  ";"   14285";"    7025";"    7260";"    2435";"    2030";"    3480";"    4425";"    1925";"    1840";"    6510";"    5930";"    1960";"    1350";"    2630";"     2.4";"       .";"       .";"       ."
"1411";"BU03638400";"Buurt     ";"BU03638400";"    3895";"    1855";"    2035";"     820";"     385";"    1075";"     940";"     680";"     460";"    1810";"    1690";"     635";"     395";"     670";"     2.3";"       .";"       .";"       ."
"1412";"BU03638401";"Buurt     ";"BU03638401";"    4505";"    2255";"    2250";"     680";"     635";"    1085";"    1510";"     600";"     590";"    2010";"    1910";"     640";"     445";"     835";"     2.4";"       .";"       .";"       ."
"1413";"BU03638402";"Buurt     ";"BU03638402";"    5885";"    2915";"    2965";"     935";"    1010";"    1320";"    1975";"     645";"     795";"    2690";"    2320";"     690";"     515";"    1125";"     2.5";"       .";"       .";"       ."
"1414";"WK036385  ";"Wijk      ";"WK036385  ";"    8085";"    4030";"    4055";"    1465";"    1070";"    2315";"    1995";"    1250";"    1350";"    3705";"    3755";"    1655";"     820";"    1285";"     2.1";"       .";"       .";"       ."
"1415";"BU03638500";"Buurt     ";"BU03638500";"    2460";"    1185";"    1275";"     320";"     310";"     495";"     780";"     570";"     420";"     730";"    1175";"     480";"     330";"     375";"     2.1";"       .";"       .";"       ."
"1416";"BU03638501";"Buurt     ";"BU03638501";"    2265";"    1135";"    1130";"     445";"     255";"     640";"     530";"     405";"     465";"     785";"    1015";"     460";"     200";"     360";"     2.1";"       .";"       .";"       ."
"1417";"BU03638502";"Buurt     ";"BU03638502";"    3355";"    1705";"    1650";"     700";"     505";"    1185";"     685";"     285";"     465";"    2190";"    1560";"     720";"     295";"     555";"     2.1";"       .";"       .";"       ."
"1418";"WK036386  ";"Wijk      ";"WK036386  ";"   14335";"    6995";"    7335";"    2180";"    2650";"    6105";"    2340";"    1065";"    2635";"    7545";"    7485";"    4170";"    1515";"    1810";"     1.9";"       .";"       .";"       ."
"1419";"BU03638600";"Buurt     ";"BU03638600";"    6210";"    3055";"    3155";"    1220";"     930";"    2300";"    1275";"     495";"     765";"    4115";"    2565";"     970";"     575";"    1030";"     2.4";"       .";"       .";"       ."
"1420";"BU03638601";"Buurt     ";"BU03638601";"    4405";"    2085";"    2320";"     665";"     575";"    2185";"     665";"     325";"     705";"    2160";"    2370";"    1320";"     530";"     525";"     1.9";"       .";"       .";"       ."
"1421";"BU03638602";"Buurt     ";"BU03638602";"     975";"     480";"     490";"      70";"     340";"     410";"      85";"      75";"     310";"     150";"     735";"     570";"     120";"      55";"     1.3";"       .";"       .";"       ."
"1422";"BU03638603";"Buurt     ";"BU03638603";"     840";"     435";"     405";"      75";"      85";"     480";"     120";"      85";"     260";"     185";"     520";"     295";"     165";"      65";"     1.6";"       .";"       .";"       ."
"1423";"BU03638604";"Buurt     ";"BU03638604";"     715";"     355";"     360";"     140";"     140";"     165";"     185";"      90";"      50";"     560";"     250";"     110";"      20";"     125";"     2.6";"       .";"       .";"       ."
"1424";"BU03638605";"Buurt     ";"BU03638605";"    1180";"     580";"     595";"      20";"     585";"     565";"      15";"       0";"     545";"     375";"    1040";"     920";"     110";"      20";"     1.1";"       .";"       .";"       ."
"1425";"WK036387  ";"Wijk      ";"WK036387  ";"   11395";"    5940";"    5450";"    1250";"    1875";"    5850";"    1635";"     795";"    2850";"    4585";"    7140";"    4595";"    1530";"    1020";"     1.6";"       .";"       .";"       ."
"1426";"BU03638700";"Buurt     ";"BU03638700";"    2830";"    1525";"    1305";"     230";"     250";"    1795";"     375";"     190";"     970";"     860";"    1760";"     955";"     610";"     205";"     1.6";"       .";"       .";"       ."
"1427";"BU03638701";"Buurt     ";"BU03638701";"    1250";"     615";"     630";"     250";"     115";"     465";"     290";"     140";"     295";"     460";"     555";"     210";"     145";"     210";"     2.2";"       .";"       .";"       ."
"1428";"BU03638702";"Buurt     ";"BU03638702";"    1555";"     820";"     730";"     235";"     215";"     600";"     370";"     140";"     260";"     750";"     800";"     500";"     120";"     185";"     1.7";"       .";"       .";"       ."
"1429";"BU03638703";"Buurt     ";"BU03638703";"    3950";"    2005";"    1945";"     490";"     700";"    1860";"     585";"     325";"     860";"    1745";"    2465";"    1600";"     475";"     395";"     1.6";"       .";"       .";"       ."
"1430";"BU03638704";"Buurt     ";"BU03638704";"     570";"     380";"     185";"      25";"     195";"     355";"       0";"       0";"      45";"     385";"     510";"     455";"      40";"      20";"     1.1";"       .";"       .";"       ."
"1431";"BU03638705";"Buurt     ";"BU03638705";"    1230";"     585";"     645";"      25";"     400";"     785";"      20";"       5";"     430";"     390";"    1045";"     885";"     150";"      15";"     1.2";"       .";"       .";"       ."
"1432";"WK036388  ";"Wijk      ";"WK036388  ";"   14145";"    6975";"    7170";"    2090";"    1615";"    3650";"    4455";"    2340";"    2370";"    4420";"    6320";"    2160";"    1805";"    2365";"     2.2";"       .";"       .";"       ."
"1433";"BU03638800";"Buurt     ";"BU03638800";"     135";"      65";"      65";"      10";"      15";"     105";"      10";"       0";"      35";"      45";"      90";"      60";"      30";"      10";"     1.5";"       .";"       .";"       ."
"1434";"BU03638801";"Buurt     ";"BU03638801";"    1000";"     495";"     505";"     140";"      90";"     225";"     350";"     200";"     205";"     190";"     450";"     130";"     170";"     160";"     2.2";"       .";"       .";"       ."
"1435";"BU03638802";"Buurt     ";"BU03638802";"     170";"      95";"      70";"      20";"      25";"      40";"      80";"      10";"      35";"      15";"     100";"      70";"      10";"      30";"     1.6";"       .";"       .";"       ."
"1436";"BU03638803";"Buurt     ";"BU03638803";"     295";"     140";"     155";"      65";"      25";"      70";"      85";"      60";"      50";"      80";"     120";"      40";"      40";"      50";"     2.4";"       .";"       .";"       ."
"1437";"BU03638804";"Buurt     ";"BU03638804";"    3105";"    1510";"    1595";"     500";"     370";"     785";"     975";"     485";"     455";"    1240";"    1290";"     385";"     340";"     570";"     2.4";"       .";"       .";"       ."
"1438";"BU03638805";"Buurt     ";"BU03638805";"    3180";"    1575";"    1600";"     470";"     315";"     835";"     915";"     650";"     455";"    1090";"    1455";"     530";"     430";"     505";"     2.2";"       .";"       .";"       ."
"1439";"BU03638806";"Buurt     ";"BU03638806";"    1115";"     530";"     585";"      80";"     105";"     325";"     285";"     330";"     270";"     395";"     665";"     345";"     215";"     110";"     1.7";"       .";"       .";"       ."
"1440";"BU03638807";"Buurt     ";"BU03638807";"    2270";"    1120";"    1145";"     330";"     335";"     465";"     900";"     245";"     405";"     595";"     890";"     190";"     265";"     445";"     2.5";"       .";"       .";"       ."
"1441";"BU03638808";"Buurt     ";"BU03638808";"    2160";"    1085";"    1075";"     400";"     260";"     680";"     595";"     235";"     390";"     735";"     920";"     310";"     215";"     400";"     2.3";"       .";"       .";"       ."
"1442";"BU03638809";"Buurt     ";"BU03638809";"     695";"     340";"     350";"      85";"      85";"     130";"     260";"     140";"      90";"      50";"     325";"     115";"     105";"     110";"     2.1";"       .";"       .";"       ."
"1443";"WK036389  ";"Wijk      ";"WK036389  ";"   10730";"    5205";"    5525";"    1795";"    1895";"    3590";"    1995";"    1465";"    1825";"    5570";"    5650";"    3195";"     980";"    1485";"     1.9";"       .";"       .";"       ."
"1444";"BU03638900";"Buurt     ";"BU03638900";"    3225";"    1545";"    1675";"     495";"     535";"     890";"     695";"     620";"     540";"    1560";"    1725";"     990";"     305";"     440";"     1.9";"       .";"       .";"       ."
"1445";"BU03638901";"Buurt     ";"BU03638901";"    3585";"    1735";"    1845";"     555";"     595";"    1390";"     625";"     430";"     745";"    1685";"    2000";"    1145";"     420";"     445";"     1.8";"       .";"       .";"       ."
"1446";"BU03638902";"Buurt     ";"BU03638902";"    3115";"    1495";"    1615";"     695";"     410";"    1025";"     625";"     365";"     350";"    2015";"    1275";"     485";"     230";"     565";"     2.4";"       .";"       .";"       ."
"1447";"BU03638903";"Buurt     ";"BU03638903";"     795";"     420";"     375";"      50";"     360";"     285";"      55";"      55";"     195";"     315";"     640";"     580";"      30";"      40";"     1.2";"       .";"       .";"       ."
"1448";"WK036390  ";"Wijk      ";"WK036390  ";"   13560";"    6390";"    7170";"    1765";"    1410";"    4450";"    2835";"    3100";"    3920";"    3490";"    7710";"    4320";"    1745";"    1650";"     1.8";"       .";"       .";"       ."
"1449";"BU03639000";"Buurt     ";"BU03639000";"    4575";"    2115";"    2455";"     485";"     500";"    1635";"     850";"    1110";"    1405";"    1230";"    2745";"    1550";"     695";"     510";"     1.7";"       .";"       .";"       ."
"1450";"BU03639002";"Buurt     ";"BU03639002";"    3835";"    1815";"    2020";"     580";"     455";"    1520";"     790";"     500";"    1110";"    1175";"    2105";"    1135";"     470";"     505";"     1.8";"       .";"       .";"       ."
"1451";"BU03639003";"Buurt     ";"BU03639003";"    4075";"    1935";"    2140";"     575";"     340";"    1095";"     915";"    1160";"    1085";"     915";"    2285";"    1350";"     440";"     500";"     1.8";"       .";"       .";"       ."
