"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingWijkenEnBuurten_4";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Ongehuwd_13";"Gehuwd_14";"Gescheiden_15";"Verweduwd_16";"WestersTotaal_17";"NietWestersTotaal_18";"Marokko_19";"NederlandseAntillenEnAruba_20";"Suriname_21";"Turkije_22";"OverigNietWesters_23";"GeboorteTotaal_24";"GeboorteRelatief_25";"SterfteTotaal_26";"SterfteRelatief_27";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"Bevolkingsdichtheid_33";"Woningvoorraad_34";"GemiddeldeWoningwaarde_35";"PercentageEengezinswoning_36";"PercentageMeergezinswoning_37";"PercentageBewoond_38";"PercentageOnbewoond_39";"Koopwoningen_40";"HuurwoningenTotaal_41";"InBezitWoningcorporatie_42";"InBezitOverigeVerhuurders_43";"EigendomOnbekend_44";"BouwjaarVoor2000_45";"BouwjaarVanaf2000_46";"GemiddeldElektriciteitsverbruikTotaal_47";"Appartement_48";"Tussenwoning_49";"Hoekwoning_50";"TweeOnderEenKapWoning_51";"VrijstaandeWoning_52";"Huurwoning_53";"EigenWoning_54";"GemiddeldAardgasverbruikTotaal_55";"Appartement_56";"Tussenwoning_57";"Hoekwoning_58";"TweeOnderEenKapWoning_59";"VrijstaandeWoning_60";"Huurwoning_61";"EigenWoning_62";"PercentageWoningenMetStadsverwarming_63";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66";"Nettoarbeidsparticipatie_67";"PercentageWerknemers_68";"PercentageZelfstandigen_69";"AantalInkomensontvangers_70";"GemiddeldInkomenPerInkomensontvanger_71";"GemiddeldInkomenPerInwoner_72";"k_40PersonenMetLaagsteInkomen_73";"k_20PersonenMetHoogsteInkomen_74";"GemGestandaardiseerdInkomenVanHuish_75";"k_40HuishoudensMetLaagsteInkomen_76";"k_20HuishoudensMetHoogsteInkomen_77";"HuishoudensMetEenLaagInkomen_78";"HuishOnderOfRondSociaalMinimum_79";"HuishoudensTot110VanSociaalMinimum_80";"HuishoudensTot120VanSociaalMinimum_81";"MediaanVermogenVanParticuliereHuish_82";"PersonenPerSoortUitkeringBijstand_83";"PersonenPerSoortUitkeringAO_84";"PersonenPerSoortUitkeringWW_85";"PersonenPerSoortUitkeringAOW_86";"JongerenMetJeugdzorgInNatura_87";"PercentageJongerenMetJeugdzorg_88";"WmoClienten_89";"WmoClientenRelatief_90";"BedrijfsvestigingenTotaal_91";"ALandbouwBosbouwEnVisserij_92";"BFNijverheidEnEnergie_93";"GIHandelEnHoreca_94";"HJVervoerInformatieEnCommunicatie_95";"KLFinancieleDienstenOnroerendGoed_96";"MNZakelijkeDienstverlening_97";"RUCultuurRecreatieOverigeDiensten_98";"PersonenautoSTotaal_99";"PersonenautoSBrandstofBenzine_100";"PersonenautoSOverigeBrandstof_101";"PersonenautoSPerHuishouden_102";"PersonenautoSNaarOppervlakte_103";"Motorfietsen_104";"AfstandTotHuisartsenpraktijk_105";"AfstandTotGroteSupermarkt_106";"AfstandTotKinderdagverblijf_107";"AfstandTotSchool_108";"ScholenBinnen3Km_109";"OppervlakteTotaal_110";"OppervlakteLand_111";"OppervlakteWater_112";"MeestVoorkomendePostcode_113";"Dekkingspercentage_114";"MateVanStedelijkheid_115";"Omgevingsadressendichtheid_116"
"930";"BU03630102";"Amsterdam                               ";"Buurt     ";"BU03630102";"1";"     465";"     265";"     195";"      20";"      80";"     260";"      90";"      25";"     380";"      60";"      25";"       5";"     185";"     100";"       5";"       5";"      10";"       5";"      80";"       0";"       4";"       0";"       2";"     335";"     225";"      85";"      20";"     1.4";"    8443";"     330";"     401";"       8";"      92";"      79";"      21";"      21";"      79";"      10";"      69";"       0";"      97";"       3";"    2180";"    2070";"       .";"       .";"       .";"       .";"    2090";"    2210";"     980";"     890";"       .";"       .";"       .";"       .";"     900";"     980";"       .";"      40";"     140";"     250";"      77";"      77";"      23";"     400";"    39.5";"    35.6";"    32.5";"    26.8";"    30.4";"    61.0";"    14.3";"    12.4";"    10.5";"    13.2";"    15.0";"     1.8";"      10";"      10";"      10";"      20";"       .";"       .";"       .";"       .";"     260";"       0";"       5";"     120";"      25";"      15";"      60";"      35";"      75";"      60";"      20";"     0.2";"    1377";"       5";"     0.5";"     0.4";"     0.7";"     0.8";"    29.6";"       7";"       6";"       1";"      1012";"       1";"       1";"    7085"
"931";"BU03630103";"Amsterdam                               ";"Buurt     ";"BU03630103";"1";"     805";"     430";"     370";"      45";"     110";"     440";"     150";"      70";"     610";"     150";"      40";"      10";"     315";"     125";"       5";"       5";"      15";"      10";"      90";"       5";"       6";"       0";"       2";"     560";"     375";"     140";"      40";"     1.4";"   16036";"     540";"     464";"       6";"      94";"      83";"      17";"      29";"      71";"       9";"      62";"       1";"     100";"       0";"    2490";"    2430";"    3400";"       .";"       .";"       .";"    2290";"    2950";"    1220";"    1170";"    2100";"       .";"       .";"       .";"    1150";"    1430";"       .";"      90";"     280";"     390";"      76";"      70";"      30";"     700";"    39.6";"    35.1";"    33.2";"    28.2";"    31.7";"    54.5";"    16.0";"    12.4";"    12.2";"    13.2";"    14.5";"     3.8";"      10";"      10";"      20";"      60";"       .";"       .";"      10";"      12";"     380";"       0";"      15";"     120";"      25";"      45";"      95";"      80";"     180";"     120";"      60";"     0.3";"    3597";"      25";"     0.3";"     0.4";"     0.6";"     0.6";"    34.5";"       6";"       5";"       1";"      1012";"       1";"       1";"    9750"
"932";"BU03630104";"Amsterdam                               ";"Buurt     ";"BU03630104";"1";"     825";"     470";"     355";"      60";"     115";"     475";"     140";"      45";"     640";"     150";"      35";"      10";"     315";"     140";"      10";"       5";"      15";"      10";"     100";"       5";"       7";"       0";"       0";"     550";"     340";"     165";"      40";"     1.5";"    9797";"     527";"     419";"       8";"      92";"      84";"      16";"      24";"      76";"       6";"      69";"       1";"      97";"       3";"    2060";"    1980";"    2920";"       .";"       .";"       .";"    1870";"    2350";"     940";"     880";"    1530";"       .";"       .";"       .";"     880";"     970";"       .";"      80";"     190";"     500";"      80";"      74";"      26";"     700";"    41.3";"    36.6";"    31.3";"    27.0";"    33.4";"    50.5";"    14.2";"    10.0";"     7.6";"     9.3";"    10.7";"     4.3";"      10";"      10";"      20";"      40";"       .";"       .";"      10";"      12";"     435";"       0";"      10";"     200";"      25";"      25";"      90";"      90";"     150";"     105";"      40";"     0.3";"    1757";"      35";"     0.6";"     0.4";"     0.7";"     1.0";"    33.3";"       8";"       8";"       0";"      1012";"       1";"       1";"    9548"
"933";"BU03630105";"Amsterdam                               ";"Buurt     ";"BU03630105";"1";"     730";"     395";"     330";"      55";"     110";"     350";"     165";"      65";"     575";"     120";"      40";"      10";"     280";"     110";"       5";"       5";"      10";"       5";"      90";"       0";"       4";"       0";"       3";"     520";"     375";"      95";"      45";"     1.4";"   12269";"     550";"     521";"       3";"      97";"      78";"      22";"      16";"      84";"      26";"      58";"       0";"      98";"       2";"    1880";"    1880";"    2170";"       .";"       .";"       .";"    1840";"    1980";"     980";"     960";"    1780";"       .";"       .";"       .";"     970";"    1000";"       .";"      40";"     200";"     440";"      77";"      75";"      25";"     600";"    44.2";"    38.8";"    35.0";"    29.2";"    35.9";"    56.7";"    14.9";"    13.4";"    12.2";"    14.8";"    17.4";"     5.2";"      10";"      10";"      10";"      50";"      10";"     8.9";"      10";"      14";"     315";"       0";"      15";"     115";"      25";"      25";"      70";"      65";"     125";"     100";"      25";"     0.2";"    2062";"      10";"     0.1";"     0.2";"     0.4";"     0.8";"    42.1";"       7";"       6";"       1";"      1012";"       1";"       1";"    9971"
"934";"BU03630106";"Amsterdam                               ";"Buurt     ";"BU03630106";"1";"     420";"     170";"     250";"      10";"      50";"     225";"      75";"      75";"     325";"      45";"      50";"      10";"     130";"      75";"       5";"       5";"       5";"       5";"      55";"       0";"       0";"       0";"       0";"     315";"     230";"      70";"      10";"     1.3";"    6004";"     342";"     413";"       6";"      94";"      79";"      21";"      11";"      87";"       1";"      85";"       2";"     100";"       0";"    1540";"    1570";"     900";"       .";"       .";"       .";"    1400";"    2500";"     860";"     850";"     950";"       .";"       .";"       .";"     830";"    1010";"       .";"      30";"      70";"     280";"      74";"      75";"      25";"     400";"    37.2";"    35.0";"    31.1";"    25.1";"    30.8";"    61.3";"    11.1";"     9.4";"    10.8";"    14.4";"    18.3";"     7.5";"      10";"      10";"      10";"      70";"       .";"       .";"      15";"      36";"     320";"       0";"      10";"     165";"      30";"      30";"      50";"      35";"      60";"      50";"      10";"     0.2";"     878";"       5";"     0.4";"     0.3";"     0.5";"     1.0";"    39.9";"       7";"       7";"       0";"      1012";"       1";"       1";"    9925"
"935";"BU03630107";"Amsterdam                               ";"Buurt     ";"BU03630107";"1";"     265";"     150";"     110";"      10";"      55";"     135";"      50";"      15";"     210";"      45";"      10";"       5";"     110";"      35";"       0";"       5";"       5";"       5";"      25";"       0";"       8";"       0";"       0";"     185";"     120";"      55";"      10";"     1.4";"    5052";"     197";"     551";"       4";"      96";"      73";"      27";"      27";"      73";"       6";"      66";"       1";"      98";"       2";"    2340";"    2340";"       .";"       .";"       .";"       .";"    2260";"    2610";"    1010";"    1010";"       .";"       .";"       .";"       .";"     970";"    1110";"       .";"      10";"      70";"     210";"      77";"      74";"      26";"     200";"    49.2";"    43.8";"    26.0";"    39.5";"    37.9";"    46.9";"    20.3";"     6.0";"     5.4";"     6.7";"     6.7";"     6.9";"       0";"       0";"      10";"      10";"       .";"       .";"       .";"       .";"     195";"       0";"       5";"     125";"       5";"      10";"      30";"      15";"      45";"      35";"      10";"     0.2";"     858";"       5";"     0.3";"     0.4";"     0.4";"     0.9";"    36.9";"       6";"       5";"       1";"      1012";"       1";"       1";"    9674"
"936";"WK036302  ";"Amsterdam                               ";"Wijk      ";"WK036302  ";"1";"    6370";"    3375";"    2995";"     485";"     855";"    2180";"    1770";"    1095";"    4100";"    1720";"     410";"     150";"    2110";"     685";"      10";"      45";"      55";"      55";"     525";"      45";"       8";"      30";"       5";"    4105";"    2565";"    1035";"     495";"     1.6";"   14234";"    4314";"     804";"       8";"      92";"      77";"      23";"      44";"      55";"      11";"      44";"       1";"      99";"       1";"    2560";"    2420";"    4170";"    3930";"       .";"       .";"    2250";"    2850";"    1300";"    1230";"    2080";"    2230";"       .";"       .";"    1180";"    1400";"       .";"    1200";"    1040";"    3360";"      69";"      65";"      35";"    5200";"    72.6";"    62.2";"    29.7";"    41.7";"    61.7";"    38.3";"    32.6";"     8.0";"     6.8";"     8.6";"     9.6";"   104.5";"      40";"      70";"      80";"     990";"      40";"     3.8";"     135";"      21";"    3210";"       5";"     105";"     575";"     380";"     465";"    1240";"     445";"    2085";"    1565";"     520";"     0.5";"    4654";"     160";"     0.2";"     0.3";"     0.3";"     0.4";"    37.7";"      57";"      45";"      12";"         .";"       .";"       1";"   10638"
"937";"BU03630200";"Amsterdam                               ";"Buurt     ";"BU03630200";"1";"    1840";"     975";"     865";"     165";"     190";"     595";"     510";"     395";"    1105";"     550";"     135";"      55";"     565";"     155";"       0";"      10";"      20";"      10";"     120";"      15";"      10";"       5";"       4";"    1160";"     700";"     305";"     150";"     1.6";"   18959";"    1184";"     777";"       9";"      91";"      82";"      18";"      50";"      48";"       7";"      41";"       2";"      99";"       1";"    2540";"    2380";"    4330";"       .";"       .";"       .";"    2140";"    2860";"    1330";"    1270";"    2030";"       .";"       .";"       .";"    1220";"    1410";"       .";"      60";"     390";"    1130";"      70";"      61";"      39";"    1500";"    61.2";"    52.4";"    30.0";"    40.7";"    52.0";"    37.7";"    32.2";"     7.3";"     6.5";"     7.7";"     8.8";"   192.2";"      10";"      20";"      10";"     360";"      10";"     3.5";"      45";"      24";"     720";"       0";"      25";"      80";"      65";"      95";"     320";"     130";"     560";"     435";"     130";"     0.5";"    5781";"      60";"     0.2";"     0.4";"     0.3";"     0.3";"    32.2";"      12";"      10";"       3";"      1015";"       1";"       1";"    9622"
"938";"BU03630201";"Amsterdam                               ";"Buurt     ";"BU03630201";"1";"    1810";"     940";"     865";"     140";"     345";"     600";"     460";"     275";"    1245";"     445";"     100";"      25";"     645";"     230";"       5";"      15";"      15";"      20";"     185";"      10";"       7";"      10";"       7";"    1160";"     740";"     280";"     135";"     1.6";"   13306";"    1219";"     837";"       7";"      93";"      76";"      24";"      40";"      58";"      17";"      42";"       1";"     100";"       0";"    2640";"    2530";"    4130";"       .";"       .";"       .";"    2360";"    2900";"    1330";"    1270";"    2170";"       .";"       .";"       .";"    1200";"    1430";"       .";"     150";"     350";"    1110";"      63";"      65";"      35";"    1300";"    68.8";"    58.1";"    30.3";"    42.5";"    60.6";"    36.9";"    34.8";"     7.5";"     6.9";"     7.8";"     9.2";"    99.2";"      10";"      30";"      30";"     240";"      15";"     3.9";"      35";"      19";"     930";"       0";"      20";"     150";"     120";"     165";"     335";"     140";"     625";"     460";"     165";"     0.5";"    4595";"      45";"     0.2";"     0.4";"     0.4";"     0.4";"    34.6";"      17";"      14";"       4";"      1015";"       4";"       1";"   10831"
"939";"BU03630202";"Amsterdam                               ";"Buurt     ";"BU03630202";"1";"    2035";"    1075";"     955";"     135";"     240";"     745";"     615";"     315";"    1320";"     545";"     130";"      50";"     690";"     215";"       5";"      15";"      20";"      20";"     155";"      10";"       7";"      10";"       5";"    1330";"     845";"     325";"     160";"     1.5";"   12634";"    1464";"     764";"       8";"      92";"      74";"      26";"      43";"      56";"       8";"      48";"       1";"      99";"       1";"    2450";"    2320";"    3950";"       .";"       .";"       .";"    2170";"    2710";"    1210";"    1140";"    2020";"       .";"       .";"       .";"    1070";"    1330";"       .";"     110";"     340";"    1360";"      72";"      68";"      32";"    1700";"    75.7";"    65.2";"    28.6";"    42.1";"    65.8";"    39.8";"    30.4";"     8.9";"     7.0";"     9.8";"    10.9";"    78.6";"      20";"      20";"      30";"     280";"      10";"     3.4";"      45";"      22";"    1235";"       0";"      45";"     285";"     160";"     155";"     470";"     125";"     680";"     510";"     170";"     0.5";"    4220";"      50";"     0.2";"     0.2";"     0.2";"     0.5";"    41.9";"      20";"      16";"       4";"      1016";"       1";"       1";"   11492"
"940";"BU03630203";"Amsterdam                               ";"Buurt     ";"BU03630203";"1";"     685";"     375";"     305";"      45";"      85";"     250";"     195";"     120";"     435";"     185";"      45";"      25";"     210";"      85";"       0";"      10";"       5";"      10";"      65";"       0";"       4";"       0";"       4";"     445";"     275";"     120";"      50";"     1.5";"   12828";"     447";"     919";"      11";"      89";"      78";"      22";"      43";"      56";"      10";"      46";"       1";"      99";"       1";"    2830";"    2640";"    4390";"       .";"       .";"       .";"    2530";"    3130";"    1480";"    1400";"    2210";"       .";"       .";"       .";"    1390";"    1540";"       .";"     410";"      50";"     130";"      70";"      63";"      37";"     600";"   103.6";"    89.2";"    30.5";"    41.7";"    77.2";"    38.9";"    35.2";"     7.8";"     7.0";"     8.6";"     8.9";"    45.2";"       0";"      10";"      20";"     110";"       .";"       .";"      10";"      15";"     320";"       0";"      15";"      60";"      35";"      45";"     115";"      50";"     215";"     160";"      55";"     0.5";"    4064";"      10";"     0.4";"     0.4";"     0.3";"     0.6";"    48.3";"       7";"       5";"       2";"      1016";"       1";"       1";"    9794"
"941";"WK036303  ";"Amsterdam                               ";"Wijk      ";"WK036303  ";"1";"    5380";"    2905";"    2475";"     460";"     705";"    2070";"    1380";"     780";"    3535";"    1390";"     335";"     130";"    1725";"     690";"      25";"      40";"      45";"      65";"     515";"      40";"       7";"      25";"       5";"    3405";"    2110";"     835";"     455";"     1.6";"   10369";"    3447";"     785";"      13";"      87";"      76";"      24";"      41";"      58";"       4";"      54";"       1";"      98";"       2";"    2530";"    2280";"    4170";"       .";"       .";"       .";"    2120";"    2880";"    1240";"    1110";"    2140";"       .";"       .";"       .";"    1100";"    1340";"       .";"     470";"    1140";"    3050";"      72";"      69";"      31";"    4400";"    72.9";"    61.3";"    29.1";"    40.0";"    69.0";"    40.3";"    29.6";"     7.9";"     6.8";"     7.9";"     9.3";"    51.5";"      40";"      70";"      70";"     710";"      50";"     5.5";"     135";"      25";"    2880";"       0";"      85";"     760";"     310";"     420";"     960";"     350";"    1610";"    1220";"     390";"     0.5";"    3099";"     170";"     0.4";"     0.3";"     0.3";"     0.5";"    44.4";"      64";"      52";"      12";"         .";"       .";"       1";"    9212"
"942";"BU03630300";"Amsterdam                               ";"Buurt     ";"BU03630300";"1";"     810";"     455";"     355";"      80";"      75";"     355";"     205";"     105";"     525";"     230";"      55";"      15";"     300";"     130";"       5";"      10";"      10";"      15";"      90";"       5";"      10";"       0";"       4";"     500";"     295";"     125";"      75";"     1.6";"   10210";"     586";"     777";"      10";"      90";"      72";"      28";"      44";"      55";"       7";"      47";"       1";"     100";"       0";"    2540";"    2350";"    4440";"       .";"       .";"       .";"    2090";"    2830";"    1210";"    1120";"    2090";"       .";"       .";"       .";"    1050";"    1280";"       .";"     100";"     150";"     450";"      73";"      70";"      30";"     600";"    70.0";"    57.4";"    24.9";"    47.5";"    64.5";"    35.1";"    36.2";"     8.5";"     6.9";"     7.3";"     8.7";"    89.1";"      10";"      10";"      10";"     100";"      10";"     7.8";"      20";"      25";"     495";"       0";"      15";"     125";"      45";"      70";"     185";"      50";"     275";"     195";"      80";"     0.5";"    3466";"      30";"     0.5";"     0.4";"     0.5";"     0.6";"    47.7";"       9";"       8";"       1";"      1017";"       1";"       1";"    9293"
"943";"BU03630301";"Amsterdam                               ";"Buurt     ";"BU03630301";"1";"     130";"      75";"      55";"      10";"      15";"      50";"      35";"      30";"      85";"      35";"      15";"       5";"      40";"      10";"       0";"       0";"       5";"       0";"      10";"       0";"      23";"       0";"      31";"      80";"      45";"      25";"       5";"     1.6";"    2853";"      98";"     937";"       9";"      91";"      69";"      31";"      43";"      56";"       0";"      56";"       1";"      93";"       7";"    3060";"    2710";"       .";"       .";"       .";"       .";"    2430";"    3360";"    1400";"    1250";"       .";"       .";"       .";"       .";"    1200";"    1410";"       .";"      70";"      20";"      40";"       .";"       .";"       .";"     100";"    83.8";"    72.4";"    26.9";"    50.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       0";"       0";"       0";"      30";"       .";"       .";"       .";"       .";"     285";"       0";"       5";"      45";"      40";"      60";"     110";"      25";"      85";"      65";"      20";"     1.0";"    1808";"       5";"     0.5";"     0.4";"     0.5";"     0.5";"    43.5";"       6";"       5";"       1";"      1017";"       1";"       1";"    9504"
"944";"BU03630302";"Amsterdam                               ";"Buurt     ";"BU03630302";"1";"    1425";"     730";"     695";"     130";"     190";"     490";"     375";"     260";"     865";"     415";"     110";"      45";"     420";"     125";"       5";"      10";"       5";"      15";"      90";"      10";"       8";"      10";"       7";"     870";"     520";"     215";"     130";"     1.6";"   10995";"     850";"     896";"      20";"      80";"      80";"      20";"      46";"      53";"       1";"      52";"       1";"      97";"       3";"    2610";"    2240";"    4190";"       .";"       .";"       .";"    2140";"    3100";"    1320";"    1130";"    2130";"       .";"       .";"       .";"    1170";"    1440";"       .";"     100";"     260";"     840";"      70";"      67";"      33";"    1200";"    66.6";"    55.4";"    28.6";"    39.2";"    90.5";"    36.9";"    31.6";"     6.7";"     5.4";"     7.0";"     8.1";"    90.2";"      10";"      20";"      20";"     230";"      10";"     4.0";"      35";"      25";"     620";"       0";"      25";"     130";"      85";"      95";"     220";"      65";"     420";"     330";"      90";"     0.5";"    3226";"      50";"     0.3";"     0.2";"     0.3";"     0.3";"    45.0";"      15";"      13";"       2";"      1017";"       1";"       1";"    9069"
"945";"BU03630303";"Amsterdam                               ";"Buurt     ";"BU03630303";"1";"    1505";"     785";"     720";"     160";"     210";"     440";"     470";"     240";"     955";"     435";"      90";"      40";"     415";"     165";"       5";"      10";"      20";"      20";"     115";"       5";"       5";"       5";"       3";"     915";"     545";"     215";"     150";"     1.6";"   13617";"     931";"     826";"      14";"      86";"      80";"      20";"      47";"      53";"       7";"      46";"       1";"      99";"       1";"    2600";"    2330";"    4230";"       .";"       .";"       .";"    2100";"    2960";"    1260";"    1120";"    2160";"       .";"       .";"       .";"    1090";"    1350";"       .";"      80";"     360";"     830";"      71";"      63";"      37";"    1200";"   100.1";"    81.8";"    30.3";"    40.5";"    77.5";"    39.8";"    31.0";"     8.3";"     7.5";"     8.3";"    10.8";"   182.4";"      20";"      20";"      10";"     210";"      15";"     5.1";"      35";"      23";"     570";"       0";"      25";"     115";"      40";"      95";"     210";"      80";"     495";"     380";"     115";"     0.5";"    4482";"      55";"     0.3";"     0.3";"     0.2";"     0.5";"    42.9";"      15";"      11";"       4";"      1017";"       1";"       1";"    9047"
"946";"BU03630304";"Amsterdam                               ";"Buurt     ";"BU03630304";"1";"     475";"     260";"     210";"      20";"      50";"     285";"      85";"      45";"     365";"      80";"      35";"       5";"     180";"     100";"       5";"       5";"       0";"      10";"      85";"       5";"      11";"       0";"       2";"     350";"     255";"      80";"      15";"     1.3";"    8180";"     302";"     539";"       4";"      96";"      72";"      28";"      26";"      72";"       8";"      64";"       2";"     100";"       0";"    2130";"    2000";"       .";"       .";"       .";"       .";"    1880";"    2260";"     990";"     910";"       .";"       .";"       .";"       .";"     910";"     960";"       .";"      30";"     140";"     310";"      76";"      80";"      20";"     400";"    55.9";"    51.9";"    26.7";"    34.5";"    43.3";"    50.0";"    19.5";"     7.5";"     6.4";"     8.5";"     8.8";"     6.6";"      10";"      10";"      10";"      40";"       .";"       .";"      10";"      21";"     235";"       0";"       0";"      90";"      15";"      25";"      55";"      45";"      90";"      70";"      20";"     0.3";"    1547";"      10";"     0.5";"     0.2";"     0.4";"     0.7";"    40.2";"       8";"       6";"       2";"      1017";"       1";"       1";"    8718"
"947";"BU03630305";"Amsterdam                               ";"Buurt     ";"BU03630305";"1";"     380";"     220";"     155";"      20";"      90";"     220";"      55";"      10";"     320";"      50";"      10";"       5";"     150";"     105";"       0";"       5";"       5";"      10";"      90";"       0";"       5";"       0";"       5";"     275";"     195";"      65";"      10";"     1.4";"    9386";"     266";"     478";"       6";"      94";"      73";"      27";"      15";"      84";"       0";"      84";"       2";"      94";"       6";"    1840";"    1820";"       .";"       .";"       .";"       .";"    1780";"    1960";"    1040";"    1020";"       .";"       .";"       .";"       .";"    1070";"     870";"       .";"       .";"       .";"       .";"      77";"      83";"      17";"     300";"    37.8";"    34.5";"    38.1";"    25.8";"    32.4";"    57.5";"    12.1";"    12.5";"    10.4";"    11.5";"    12.5";"     2.2";"       0";"       0";"      10";"      10";"       .";"       .";"       .";"       .";"     290";"       0";"      10";"     155";"      35";"      25";"      35";"      35";"      60";"      40";"      20";"     0.2";"    1531";"       5";"     0.3";"     0.3";"     0.3";"     0.7";"    40.5";"       5";"       4";"       1";"      1017";"       1";"       1";"    9542"
"948";"BU03630306";"Amsterdam                               ";"Buurt     ";"BU03630306";"1";"     645";"     370";"     275";"      55";"      85";"     245";"     175";"     105";"     440";"     160";"      35";"      25";"     225";"      65";"       5";"       5";"      10";"       0";"      50";"       0";"       3";"       0";"       3";"     405";"     245";"      95";"      55";"     1.6";"   11910";"     414";"     781";"      17";"      83";"      75";"      25";"      36";"      63";"       2";"      61";"       2";"     100";"       0";"    2690";"    2510";"    3720";"       .";"       .";"       .";"    2580";"    2810";"    1370";"    1230";"    2120";"       .";"       .";"       .";"    1240";"    1550";"       .";"      30";"     110";"     410";"      71";"      66";"      34";"     500";"    59.9";"    50.4";"    29.3";"    42.4";"    51.7";"    38.6";"    32.0";"     6.7";"     6.7";"     7.6";"     8.2";"    70.5";"       0";"       0";"      10";"     100";"       .";"       .";"      25";"      39";"     385";"       0";"       5";"     100";"      45";"      50";"     145";"      45";"     185";"     140";"      40";"     0.5";"    3358";"      20";"     0.5";"     0.5";"     0.4";"     0.8";"    48.0";"       7";"       5";"       1";"      1017";"       1";"       1";"    9771"
"949";"WK036304  ";"Amsterdam                               ";"Wijk      ";"WK036304  ";"1";"    9670";"    5015";"    4650";"     765";"    1100";"    3275";"    2835";"    1705";"    6370";"    2155";"     910";"     250";"    2655";"    1465";"      95";"      70";"     255";"     105";"     940";"      65";"       7";"      70";"       7";"    6435";"    4245";"    1365";"     825";"     1.5";"   13603";"    6190";"     492";"       3";"      97";"      89";"      11";"      30";"      70";"      40";"      30";"       0";"      91";"       9";"    1950";"    1920";"    2990";"    1880";"       .";"       .";"    1760";"    2360";"     870";"     850";"    1720";"    1450";"       .";"       .";"     850";"     930";"     6.8";"     920";"    2130";"    5370";"      69";"      71";"      29";"    8100";"    44.1";"    38.5";"    35.1";"    29.6";"    36.4";"    52.4";"    17.8";"    11.7";"    12.7";"    16.2";"    18.3";"    18.8";"     270";"     320";"     140";"    1540";"     125";"     8.6";"     615";"      64";"    2475";"       0";"     105";"     430";"     310";"     225";"     825";"     585";"    2735";"    2245";"     490";"     0.4";"    3850";"     270";"     0.4";"     0.3";"     0.3";"     0.4";"    33.4";"     107";"      71";"      36";"         .";"       .";"       1";"    6995"
"950";"BU03630400";"Amsterdam                               ";"Buurt     ";"BU03630400";"1";"     470";"     270";"     200";"      55";"      30";"     215";"     135";"      50";"     300";"     125";"      50";"      10";"     125";"     115";"      15";"       5";"      35";"      10";"      50";"       5";"      13";"       0";"       2";"     280";"     140";"      90";"      40";"     1.7";"    3794";"     269";"     605";"       0";"     100";"      88";"      12";"      46";"      54";"      33";"      20";"       0";"       4";"      96";"    2570";"    2570";"       .";"       .";"       .";"       .";"    2250";"    2880";"     670";"     670";"       .";"       .";"       .";"       .";"     680";"       .";"       .";"      60";"      70";"     280";"      76";"      75";"      25";"     400";"    68.8";"    58.0";"    21.8";"    43.6";"    59.6";"    32.2";"    34.4";"     7.8";"     6.3";"     7.5";"     9.8";"    26.3";"      10";"      10";"       0";"      40";"      15";"    20.5";"      15";"      32";"     210";"       0";"       5";"      25";"      25";"      45";"      75";"      35";"     975";"     855";"     120";"       .";"       .";"      15";"     0.6";"     0.1";"     0.9";"     0.8";"    20.8";"      24";"      12";"      12";"      1011";"       1";"       1";"    5093"
"951";"BU03630401";"Amsterdam                               ";"Buurt     ";"BU03630401";"1";"     730";"     360";"     370";"      55";"     125";"     295";"     165";"     105";"     520";"     165";"      40";"      15";"     220";"      55";"       5";"       5";"      10";"       5";"      40";"       0";"       5";"       5";"       7";"     470";"     295";"     125";"      50";"     1.6";"   13737";"     325";"     662";"       4";"      96";"      83";"      17";"      38";"      61";"       4";"      57";"       1";"      98";"       2";"    2430";"    2360";"    4150";"       .";"       .";"       .";"    2200";"    2680";"    1270";"    1250";"    1940";"       .";"       .";"       .";"    1170";"    1390";"       .";"      30";"     150";"     480";"      75";"      70";"      30";"     600";"    44.2";"    38.9";"    30.2";"    31.0";"    38.1";"    45.2";"    22.7";"     7.6";"     7.1";"     8.9";"    10.2";"    26.4";"      10";"      10";"      10";"     100";"       .";"       .";"      15";"      20";"     170";"       0";"      10";"      30";"      20";"      10";"      60";"      45";"     165";"     125";"      40";"     0.3";"    3088";"      30";"     0.2";"     0.5";"     0.4";"     0.5";"    29.3";"      11";"       5";"       5";"      1011";"       1";"       1";"    6302"
